Z7,mH,mHc,mA,sinba,cba,m12,tb,Z4,Z5,l1,l2,l3,l4,l5,l6,l7,alpha,beta,kappa1tt,kappa1bb,g_HpHmh,Gamma_h,Gamma_H,Gamma_Hc,Gamma_A,br_h_bb,br_h_tautau,br_h_gg,br_h_WW,br_h_ZZ,br_h_gaga,br_A_tt,br_A_bb,br_A_gg,br_A_mumu,br_A_tautau,br_A_Zga,br_A_Zh,br_A_ZH,br_A_gaga,br_H_tt,br_H_bb,br_H_gg,br_H_mumu,br_H_tautau,br_H_Zga,br_H_Zh,br_H_WW,br_H_ZZ,br_H_ZA,br_H_AA,br_H_hh,br_H_gaga,br_Hp_tb,br_Hp_taunu,br_Hp_Wh,br_Hp_WH,br_Hp_WA,X_sect_bg_tot,X_sect_bg_h,X_sect_bg_H,X_sect_bg_A,X_sect_bq_tot,X_sect_bq_h,X_sect_bq_H,X_sect_bq_A,X_sect_qq_tot,X_sect_qq_h,X_sect_qq_H,X_sect_qq_A
2.55838,778.936,248.825,624.566,0.93902,0.343864,82524.3,6.03296,-3.99877,6.8275,0.759767,1.03736,21.9579,-2.61116,8.21511,1.33E-15,-1.22E-15,0.325734803776056,1.40654842992084,0.96034,-1.9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0960284764843,0.095982916,3.75E-05,1.95E-05,0.032152322815,0.02838948,0.00068125819,1.95E-05,0.00280553609,0.002457562,0.0001985871,0.0001473934
1.14999,712.513,600,583.741,0.97967,0.200615,35530.1,13.9961,2.74419,2.10924,6.61765,0.355812,17.7456,2.94132,2.30638,1.33E-15,-1.67E-15,0.130659171536307,1.4994690595669,0.994004,-1.82817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0948187885548,0.094708267,4.45E-05,8.89E-06,0.03379571793,0.03434016,0.00033614323,8.89E-06,0.0046824283,0.002663254,0.0007630507,0.00126783
1.65487,764.188,875.034,745.605,0.947688,0.319197,44330.3,7.59333,3.58283,-3.33704,0.882402,0.128558,12.9726,4.03945,-2.88043,1.33E-15,-1.58E-15,0.0606510740202826,1.4398641843658,1.00678,-0.464274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099116357725,0.0942941,5.89E-05,0.012737930168,0.03263294074,0.03170025,0.00086118931,0.012737930168,0.0037890894,0.002580826,0.0004570297,0.000751071
1.29019,669.009,865.951,629.259,0.999126,0.041799953636339,131920,6.35658,6.00781,-5.66747,67432.5,5.51015,0.266761,13.0441,6.55368,1.33E-15,-2.04E-15,0.158344039564592,1.4148047304307,0.999627,-1.01495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092837085,1.36E-05,8.47E-06,0.032670454521,1.72E-05,0.00063408023,,,0.002645574,0.0003187096,0.00014878566
1.9859,758.075,686.883,748.644,0.999834,0.0182201109766103,137267,6.97716000000001,-2.08179,0.843102,5.22271,0.331711,19.9346,-1.4001,1.52479,1.33E-15,-1.92E-15,0.166825720057696,1.42844402608731,0.996194,-1.17043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09228513,1.15E-05,3.61E-05,0.032645783467,2.33E-05,0.00048450539,,,0.002527539,0.0001880923,0.0002441331
1.52157,704.698,529.376,594.852,0.979875,0.199612,80226.9,8.07965,0.31747,2.74583,1.69405,0.473376,16.6772,0.906813,3.33518,1.33E-15,-1.30E-15,0.204808456905988,1.44767141419178,0.986568,-1.65601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0446662132123,0.091064083,1.22E-05,2.38E-05,0.0336154950699999,0.03329439,0.000190811343,2.38E-05,0.00295656422,0.002388033,0.00018330741,0.000384491
2.9935,792.952,629.795,614.389,0.944809,0.327621,150044,5.37062,3.40998,2.77765,0.638019,0.119763,9.95809,4.58235,3.95003,1.33E-15,-1.17E-15,0.144256311109767,1.3867655109089,1.00661,-0.785588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090955607305,0.090918814,1.07E-05,0.0001222874827,0.032288243285,0.033092,0.000339099112,0.0001222874827,0.00291551891,0.002507476,0.0001060882,0.0003028550999999
2.22876,779.459,600,620.75,0.944823,0.327583,97566.8,5.63024,2.2323,3.06796,2.59222,0.1829,11.2105,3.24933,4.085,1.33E-15,-1.33E-15,0.152614862545058,1.3950403314786,1.00384,-0.869431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0901418854154,0.0901084269999999,2.26E-05,9.66E-06,0.032407388424,0.03403421,0.00054647509,9.66E-06,0.00287651154,0.002493392,0.00018925357,0.0001947711
3.57783,846,377.023,760.924,0.945651,0.325183,135707,5.57351,-6.46401,7.94793,2.16352,0.328953,19.9297,-5.07892,9.33302,1.33E-15,-1.17E-15,0.192928033484641,1.3933336843082,0.997107,-1.08611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0899561280891,0.089926089,1.19E-05,2.36E-05,0.032282343119,0.03328981,0.000357578725,2.36E-05,0.00293076839,0.002516554,0.00012026711,0.0002982692
2.13172,761.543,607.666,614.802,0.971082,0.238746,50646.3,11.1891,2.65697,2.94476,0.696838,0.39985,18.7542,3.04344,3.33123,1.33E-15,-1.21E-15,0.151938638463074,1.48166045394937,0.992419,-1.70027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0898549509604,0.089778156,2.86E-05,7.17E-06,0.03329172012,0.03146292,0.00033101107,7.17E-06,0.0037386056,0.002569724,0.00039653659,0.000776447
-1.39275,744.311,623.679,630.152,0.99992,0.0126837,60119.9,5.5597,1.06292,1.3307,1.61468,0.450804,15.4614,2.22516,2.49294,1.33E-15,-1.22E-15,0.229028130852246,1.39284840143684,0.989513,-1.28259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0120810217566,0.0892483,2.87E-05,2.05E-05,0.034420896479,0.03320824,3.27E-05,2.05E-05,0.00331074925,0.00233316725,0.000425959,0.000546618
2.97698,699.25,451.504,582.783,0.947286,0.32039,103436,6.41186,-1.64176,2.83762,3.37267,1.06031,20.747,-0.633826,3.84555,1.33E-15,-1.72E-15,0.355962705119159,1.41609264712726,0.948641,-2.26166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0876544338521,0.087595819,1.64E-05,8.98E-06,0.032248225949,0.03435668,0.000409083266,8.98E-06,0.0031245038,0.002525755,0.00015340446,0.0004439471
1.99288,866.297,598.859,626.589,0.935915,0.352226,100025,5.2376,4.11553,5.23658,2.98546,0.0402736,9.2448,5.45662,6.57768,1.33E-15,-1.22E-15,0.135139358112247,1.38216958483699,1.00878,-0.718514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103110264529,0.086946448,3.11E-05,1.62E-05,0.032242313064,0.0318242,0.00066334401,1.62E-05,0.0028196928,0.002494811,0.0001883243,0.00013757593
2.32073,819.157,638.101,678.797,0.950459,0.310849,89609.1,7.02849,2.05214,3.82016,0.237262,0.111049,10.3449,2.72866,4.49668,1.33E-15,-1.36E-15,0.0823703113650989,1.42947871229784,1.00664,-0.584167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086265308566,0.0862199209999999,1.84E-05,8.70E-06,0.032365857,0.03428347,0.00041020287,8.70E-06,0.00320597999,0.002561312,0.00018093656,0.0004659688
1.23088,691.756,671.651,582.482,0.945275,0.326274,32278.2,7.59471,3.72369,0.034441,4.11804,0.211769,9.48111,4.12122,0.431965,1.33E-15,-1.92E-15,0.105194344708367,1.43990082196488,1.00305,-0.804463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114818794525,0.08485803,0.016115026607,8.71E-06,0.03284943033,0.03023878,0.00120079695,8.71E-06,0.0036122775,0.002545295,0.000604366,0.0004611043
1.21799,738.208,603.79,639.236,0.933469,0.358658,78690.9,7.79449,0.971512,2.42507,7.41958,0.256912,13.2447,1.40718,2.86074,1.33E-15,-1.46E-15,0.126210154422611,1.44320133004978,1.00018,-0.989203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119323543972,0.083123126,2.79E-05,3.80E-05,0.03152739891,0.03235266,0.00056151315,0.1820966286,0.00335428022,0.002590271,0.00018507302,0.000575935
2.6108,813.179,600,616.953,0.965461,0.260547,68840.6,9.36537,3.56572,4.24634,1.04723,0.402457,17.4002,4.13704,4.81767,1.33E-15,-1.32E-15,0.157216052457062,1.4644230183781,0.993281,-1.47466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0820577075222,0.081997468,2.03E-05,6.86E-06,0.032948841997,0.03048653,0.000310499145,6.86E-06,0.00338818041,0.002535601,0.00024143922,0.000602621
2.14582,789.211,600,664.807,0.971381,0.237528,57037,10.6736,1.06654,3.77069,2.16501,0.386482,20.0149,1.4878,4.19194,1.33E-15,-1.48E-15,0.14640251544521,1.47737991332188,0.993634,-1.5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0820255794392,0.081907298,2.39E-05,1.40E-05,0.03327330114,0.03119684,0.00029630183,1.40E-05,0.00346780005,0.002487989,0.00030411321,0.0006693189999999
1.29098,720.712,707.324,583.677,0.969653,0.244486,56014.8,9.02069,5.08479,-0.181337,6.51414,0.31355,13.0379,5.45079,0.184662,1.33E-15,-1.90E-15,0.136583367851994,1.4603908510119,0.996756,-1.23578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0704220595102,0.081771582,2.48E-05,8.87E-06,0.033239944488,0.03116495,0.00036310983,8.87E-06,0.00328975459,0.002548644,0.0003480908,0.0003921429
1.21585,719.689,590.134,613.47,0.953425,0.301631,53481.4,6.90301,0.327906,1.25449,1.41432,0.848052,21.0847,1.27096,2.19754,1.33E-15,-1.14E-15,0.302587931490035,1.42693297791986,0.964533,-2.07851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0905202031964,0.08125226,4.58E-05,1.74E-05,0.03285863976,0.03067605,0.00071070635,1.74E-05,0.003547642,0.0025329529999999,0.0003715572,0.000644583
2.02045,858.511,797.905,732.517,0.960692,0.277615,41847.1,8.43764,4.35762,1.05627,85829.5,5.21756,0.232936,16.5433,4.91338,1.33E-15,-1.65E-15,0.108443551795621,1.45283184665919,1.00108,-0.919619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0905907451511,0.081185597,5.17E-05,8.56E-06,0.03307558146,0.03428733,0.0006579994599999,8.56E-06,0.0038775804,0.002537885,0.000499981,0.00084398
1.96655,823.618,571.6,713.819,0.952227,0.305392,86290.1,6.23626,-1.25685,4.77405,4.31271,0.237657,16.1964,-0.312592,5.71832,1.33E-15,-1.92E-15,0.152394995358026,1.41183520804613,1.00103,-0.959025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0806933482078,0.080647759,1.95E-05,1.30E-05,0.032580570585,0.03435867,0.00047664023,1.30E-05,0.00322416675,0.002558862,0.00022254423,0.0004417055999999
2.0686,813.798,600,616.471,0.952495,0.304554,61842,6.90202,3.78283,4.44383,2.03874,0.107661,7.7505,4.43564,5.09664,1.33E-15,-1.92E-15,0.0835092072323842,1.42691509349499,1.00692,-0.581732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794688817387,0.079378539,6.02E-05,2.47E-05,0.032835737992,0.03424831,0.00064987724,2.47E-05,0.0029628098,0.00242524,0.0002597331,0.0002811454
2.00918,662.002,653.223,689.257,0.999109,0.0422043376799109,137986,6.93527,-2.03727,-0.441354,0.244699,0.300601,16.3709,-1.4468,0.149113,1.33E-15,-1.64E-15,0.162619935387469,1.4276115693314,0.997009,-1.13461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079296757,2.23E-05,2.79E-05,0.032822659533,2.86E-05,0.00063337181,,,0.00243793,0.0003016873,0.0003134557
1.6951,753.789,473.221,730.994,0.952823,0.303528,72860.8,6.90778,-5.28925,4.9513,0.494727,0.25511,17.3011,-4.56391,5.67664,1.33E-15,-1.44E-15,0.142607455163198,1.42703177654338,1.00017,-0.992012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0780631665006,0.07801319,3.52E-05,3.10E-05,0.032701689489,0.0337535,0.0005379005,3.10E-05,0.0028029169,0.0023888629999999,0.0001992788,0.0002134332
2.25526,816.491,642.554,613.389,0.964525,0.26399,74951.4,8.64663,4.64618,3.43776,4.56378,0.36621,15.664,5.23105,4.02264,1.33E-15,-2.10E-15,0.152017741359359,1.45565586390631,0.995056,-1.3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076435009316,0.076392607,1.82E-05,1.53E-05,0.032927568126,0.03383892,0.000308584345,1.53E-05,0.00318893633,0.0025098729999999,0.0002149078,0.000460464
2.24998,809.27,638.839,618.892,0.964418,0.264382,74168.6,8.58774,4.16161,3.33394,4.17973,0.361102,15.6933,4.7446,3.91693,1.33E-15,-1.58E-15,0.151640218648913,1.45487332480717,0.995204,-1.30602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0760340180809,0.075990525,1.85E-05,9.11E-06,0.032932077035,0.03421392,0.000317145314,9.11E-06,0.00318964759,0.00251527,0.00021883452,0.0004584491
2.19641,837.668,665.336,631.289,0.964024,0.265814,81442.6,8.51,5.21388,3.75751,1.60937,0.21131,11.0527,5.7566,4.30022,1.33E-15,-1.19E-15,0.0980039267594934,1.45382653055466,1.00205,-0.838416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0760284729948,0.075988581,1.64E-05,5.33E-05,0.03291368301,0.03316212,0.000286194028,5.33E-05,0.00315274403,0.002515156,0.0001911187,0.0004556888
1.02538,663.739,686.541,596.837,0.967094,0.25442,47853.3,8.91508,2.83642,-0.96155,6.63222,0.320983,13.7053,3.14881,-0.649164,1.33E-15,-2.22E-15,0.145544653683089,1.4590937530462,0.995632,-1.30108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0747145711627,0.0746624009999999,3.33E-05,2.95E-05,0.033203446685,0.03158221,0.00046642905,2.95E-05,0.0033708388,0.002532631,0.0004231031,0.0004123474
2.2897,744.98,636.357,630.029,0.956457,0.291873,81855.5,6.25485,1.92027,1.6559,2.03116,0.234459,12.383,2.71825,2.45387,1.33E-15,-1.53E-15,0.149773772548403,1.41228396338911,1.00136,-0.9453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117861219899,0.073542169,2.37E-05,1.14E-05,0.03279769545,0.03334099,0.00048729212,1.14E-05,0.0032379337,0.002467749,0.0002196958,0.000549705
2.44502,839.838,642.085,693.29,0.963734,0.266866,51396.6,7.49006,1.67448,3.93026,5.14085,0.327075,17.4412,2.42492,4.6807,1.33E-15,-1.61E-15,0.153004926860432,1.43808845419177,0.997085,-1.15183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0685675376255,0.068488011,4.24E-05,2.20E-05,0.03324402345,0.02930872,0.00056253394,2.20E-05,0.0033106699,0.002479981,0.0003720197,0.0004482465
0.854508,781.865,600,664.213,0.994154,0.10797,27562.4,22.0726,1.35278,4.03086,4.70406,0.27691,18.1339,1.43945,4.11754,1.33E-15,-1.77E-15,0.0629082184065077,1.52552224675108,0.999046,-1.38902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0686529824698,0.068242178,6.66E-05,3.64E-05,0.03472890013,0.03150909,0.00024866077,3.64E-05,0.0063619093999999,0.0024730729999999,0.0012738549,0.002589142
1.96911,871.501,664.529,670.633,0.975138,0.2216,0.914475,8.44112,4.49479,4.76362,2.5105,0.167346,10.758,5.03354,5.30238,1.33E-15,-1.96E-15,0.0813191392713557,1.45293467171112,1.00366,-0.690789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0528729774822,0.066139698,1.35E-05,1.72E-05,0.033499005592,0.03153992,0.000213862483,1.72E-05,0.0027077575399999,0.002365207,0.00015687333,0.0001865696
-0.529505,867.93,890.973,768.545,0.998073,0.0620479,59796.9,6.70435,5.38766,-1.31493,1.01654,0.0727815,13.9189,6.19887,-0.503713,1.33E-15,-1.05E-15,0.0845859446722812,1.42280238820829,1.00744,-0.572945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137814798737,0.065768639,1.73E-05,0.000104891110202,0.034422060274,0.0343649,6.34E-05,0.000104891110202,0.00286505096,0.0023597101,0.0003564157,0.0001474693199999
2.47083,725.04,600,627.232,0.999759,0.0219531756017232,110902,7.10647,0.623583,1.72611,2.36596,0.481844,17.1954,1.37012,2.47265,1.33E-15,-1.67E-15,0.213475223815417,1.43103214227532,0.986924,-1.52077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062497518,1.18E-05,3.32E-05,0.03191941971,4.10E-05,0.00066413292,,,0.002387828,0.00026949011,0.0004430107
2.01215,860.471,760.572,760.959,0.96948,0.245169,92933.1,8.06886,2.02672,2.04613,5.53279,0.214558,17.3666,2.61492,2.63432,1.33E-15,-1.39E-15,0.107403585963752,1.44749741034001,1.00184,-0.871616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0615840222897,0.0615514109999999,1.23E-05,1.44E-05,0.03322099051,0.03427563,0.000227530962,0.642252411,0.00284360886,0.002415317,0.0001416113999999,0.0002915375999999
2.25472,729.045,600,612.888,0.999427,0.0338477720241687,160977,5.84971,1.46614,1.98183,1.97451,0.209729,11.2837,2.31162,2.82731,1.33E-15,-1.42E-15,0.151744771352704,1.40152405677742,1.00284,-0.897301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060565496,1.01E-05,2.83E-05,0.032564704004,2.97E-05,0.00053620213,,,0.0023455606,0.00025652037,0.0004326841
1.74769,681.223,449.799,642.877,0.999748,0.0224485299295981,152355,5.70931,-3.51102,3.44893,3.99772,0.269655,13.621,-2.76495,4.195,1.33E-15,-1.22E-15,0.176371302383301,1.39740476561889,0.999473,-1.01702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116482690521,0.059321783,1.36E-05,0.0849365625,0.03238755642,6.22E-05,0.00074060545,,,0.0023478761,0.0002968407,0.000754726
3.15909,761.972,528.577,610.856,0.998702,0.0509387,99584.5,6.04554,0.510675,3.60353,1.34684,0.502979,15.7865,1.60825,4.7011,1.33E-15,-1.69E-15,0.228801361690319,1.40687369788302,0.987172,-1.38986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012713918124,0.057182198,7.50E-06,0.00036482253393,0.034346439722,0.03277108,2.62E-05,,0.00265307561,0.0023505638199999,0.00016595509,0.0001303887
1.83367,664.589,446.662,643.324,0.959659,0.281165,49752.7,8.61903,-3.63262,3.43908,0.913781,0.367758,16.6918,-3.19397,3.87773,1.33E-15,-1.37E-15,0.169503532570453,1.45529042474187,0.992281,-1.46371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196459577223,0.057075594,3.98E-05,4.96E-05,0.0330269073499999,0.034296,0.0005574457599999,4.96E-05,0.0038232803,0.002507249,0.0003668244,0.0009594019999999
2.98137,796.812,623.075,667.457,0.965684,0.259719,120634,6.16356,0.59193,2.48151,3.92417,0.61466,19.8366,1.73812,3.6277,1.33E-15,-1.25E-15,0.244395360156484,1.409954715087,0.982971,-1.5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05695209953,0.05693351,1.08E-05,3.45E-05,0.0331333870679999,0.03160286,0.000256073021,1.13259707,0.00262966587,0.00239122,0.00010957319,0.0001279152
1.46715,785.535,639.157,680.934,0.972023,0.234887,-3.74148,7.26321,1.12304,2.9424,4.09108,0.149413,11.5882,1.65596,3.47532,1.33E-15,-1.50E-15,0.089060288142224,1.43399717247603,1.00543,-0.65221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0533973970883,0.053338118,5.06E-05,3.05E-05,0.033555246653,0.03431894,0.00041239862,3.05E-05,0.00285021,0.002399153,0.0002863033,0.0001690581
1.86875,890.522,663.611,788.337,0.974243,0.225503,94478.6,8.2221,-0.700455,5.2739,6.11998,0.164965,16.5997,-0.151047,5.82331,1.33E-15,-2.08E-15,0.0862595329227795,1.44978408624549,1.00362,-0.713654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0537774463105,0.052331495,1.10E-05,6.88E-05,0.033383649074,0.03066477,0.000189530074,6.88E-05,0.00276859236,0.00236918,0.00012354309,0.000276179
1.0606,608.737,426.796,614.141,0.971092,0.238705,31859.4,11.3177,-3.65936,2.77417,3.7317,0.350196,16.5005,-3.44406,2.98947,1.33E-15,-1.91E-15,0.152904310663127,1.48266801520093,0.992184,-1.73049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257331788997,0.052326923,6.49E-05,0.04404531624,0.0335698307399999,0.02840136,0.00053312035,0.04404531624,0.0049892815,0.002577822,0.0007464463,0.001688717
3.08802,827.825,419.36,730.912,0.999922,0.0124897524395019,131628,5.51299,-5.14898,6.67361,5.76341,0.488177,20.542,-3.81748,8.00511,1.33E-15,-2.22E-15,0.227451317218254,1.3914282475129,0.990129,-1.26393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175382854414,0.052299172,7.57E-06,0.2145685793,0.03129810478,8.15E-05,0.00064224249,,,0.002627375,0.00014811288,0.00067928
2.39547,696.083,726.575,590.503,0.974031,0.226415,96849.9,7.82602,4.2703,-1.64204,1.45519,0.532404,17.2535,4.9077,-1.00464,1.33E-15,-1.28E-15,0.226333875388929,1.44370872577724,0.982418,-1.77053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0510976277546,0.051043759,1.07E-05,0.00142520051301,0.033358987254,0.03063093,0.000195438991,0.00142520051301,0.00274874464,0.002380197,0.00012278976,0.0002453274
2.42889,868.601,764.577,761.194,0.974743,0.223328,97285,7.96034,2.38409,2.2138,1.66632,0.180072,16.0752,3.02758,2.85729,1.33E-15,-1.43E-15,0.0965966949528691,1.44582927307216,1.00316,-0.773783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0494866049593,0.049461261,1.06E-05,0.0001054554833,0.033415606348,0.03437858,0.000187639684,0.0001054554833,0.00267800538,0.002365941,0.00011889014,0.0001909899
2.79985,697.829,448.225,618.774,0.999666,0.025843537760916,164234,5.45955,-2.6671,3.33627,1.48941,0.514939,15.5639,-1.57326,4.43011,1.33E-15,-1.50E-15,0.254145142942675,1.38966381322095,0.983976,-1.39565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049239964,1.20E-05,0.0644859185299999,0.03106286294,5.84E-05,0.00103730787,,,0.00233701143,0.0002948711,0.000817798
1.46232,628.203,693.907,590.244,0.974527,0.22427,92618,7.01367,1.7769,-2.61466,0.786523,0.727497,18.386,2.48813,-1.90343,1.33E-15,-1.14E-15,0.308186270288922,1.42918011897135,0.962521,-2.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0484274902377,0.048369002,1.15E-05,8.08E-05,0.033491620682,0.03381779,0.000227628204,8.08E-05,0.00284918552,0.002396062,0.0001571646899999,0.0003040777
0.630978,505.598,600,624.401,0.983563,0.180565,12897.9,19.4842,-2.83627,-1.85065,1.72234,0.314828,18.6673,-2.76762,-1.78201,1.33E-15,-1.42E-15,0.130282517402607,1.51951768325039,0.99283,-2.5346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209688081932,0.047861224,0.0721647216,1.80E-05,0.03466300676,0.03429379,0.0007926039,1.80E-05,0.008113509,0.002775804,0.003156021,0.002216745
2.01887,636.078,339.995,594.002,0.975847,0.218456,98205.4,7.2957,-3.86898,3.95762,1.30054,0.472762,15.6514,-3.28948,4.53711,1.33E-15,-1.80E-15,0.226918591179434,1.43460005702518,0.983471,-1.65698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476166111945,0.047593047,9.79E-06,0.0001491619194,0.033508300773,0.0342742,0.00019276666,0.0001491619194,0.00277012908,0.002399471,0.00014008013,0.0002290413
1.09198,656.505,500.906,653.682,0.976329,0.21629,47412,6.77655,-3.51762,2.30159,0.715103,0.314203,15.0307,-2.91321,2.90599,1.33E-15,-1.22E-15,0.171408201036362,1.42439119335267,0.996001,-1.16923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0472006353661,0.047046338,4.67E-05,0.006156224905,0.03389940977,0.03431789,0.00046866749,0.006156224905,0.0035933866,0.002467334,0.0004980128,0.000629056
2.70213,717.115,517.209,606.497,0.980229,0.197866,89104.1,8.4452,-0.208777,3.1012,0.156204,0.590105,19.77,0.434156,3.74413,1.33E-15,-1.51E-15,0.232493679302356,1.45293522479515,0.979893,-1.95943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046375792266,0.046341283,1.03E-05,0.0002275421718,0.03366757203,0.03330631,0.000156558728,0.0002275421718,0.00293043912,0.002405043,0.00016253629,0.0003667185
2.28206,830.356,638.463,583.494,0.979446,0.201709,82633.2,8.55981,6.28518,4.06925,1.90002,0.252927,10.7936,6.84816,4.63223,1.33E-15,-1.01E-15,0.114176041361012,1.45451489707259,1.00024,-0.981988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0461579718429,0.0461276459999999,1.19E-05,3.07E-05,0.033561645987,0.03431689,0.000176867844,3.07E-05,0.00278471059,0.002378536,0.00015976211,0.0002504523
2.29625,829.691,600,734.924,0.974599,0.223957,116387,6.82692,-1.07663,4.86529,0.891715,0.088004,12.4269,-0.371959,5.56997,1.33E-15,-1.05E-15,0.0793695758820441,1.4253582367767,1.00749,-0.547091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0459175692498,0.045902832,8.23E-06,0.015348430291,0.033522166698,0.02890489,0.000179434012,,0.00258657744,0.002374795,0.00010294552,0.0001107612999999
1.83425,657.984,324.96,596.919,0.978263,0.20737,89416.3,8.1281,-3.89998,4.37105,5.78859,0.674779,19.9267,-3.36438,4.90665,1.33E-15,-1.61E-15,0.27448619369417,1.44839865476294,0.96982,-2.22006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0526130346419,0.045892914,1.09E-05,0.0001563859677,0.033570848756,0.03317626,0.000178007619,0.0001563859677,0.0028196695,0.002371832,0.00013989427,0.000313959
1.73436,791.529,620.518,647.806,0.999965,0.00841256,41267.3,6.94352,2.34699,3.48878,3.24721,0.113679,9.14147,2.9221,4.0639,1.33E-15,-1.57E-15,0.0803240752182939,1.42777082882965,1.00706,-0.562906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0109781974341,0.045472187,0.00014873398372,1.63E-05,0.034420026143,0.0343268,5.89E-05,1.63E-05,0.00334183782,0.00233269552,0.0005641741999999,0.0004426285
