      -100           0          10          20          30          40          50          60          70          80          90         100
     2340.00     0.002386    0.002492    0.002559    0.002626    0.002693    0.002759    0.002826    0.002893    0.002960    0.003026    0.003093
     2350.00     0.002349    0.002454    0.002521    0.002588    0.002656    0.002723    0.002791    0.002858    0.002926    0.002993    0.003060
     2360.00     0.002312    0.002415    0.002483    0.002551    0.002619    0.002687    0.002755    0.002823    0.002891    0.002960    0.003028
     2370.00     0.002275    0.002376    0.002445    0.002514    0.002582    0.002651    0.002720    0.002789    0.002857    0.002926    0.002995
     2380.00     0.002238    0.002338    0.002407    0.002476    0.002546    0.002615    0.002685    0.002754    0.002823    0.002893    0.002962
     2390.00     0.002201    0.002299    0.002369    0.002439    0.002509    0.002579    0.002649    0.002719    0.002789    0.002859    0.002929
     2400.00     0.002164    0.002260    0.002331    0.002402    0.002472    0.002543    0.002614    0.002684    0.002755    0.002826    0.002896
     2410.00     0.002126    0.002222    0.002293    0.002364    0.002436    0.002507    0.002578    0.002650    0.002721    0.002792    0.002864
     2420.00     0.002089    0.002183    0.002255    0.002327    0.002399    0.002471    0.002543    0.002615    0.002687    0.002759    0.002831
     2430.00     0.002052    0.002144    0.002217    0.002290    0.002362    0.002435    0.002507    0.002580    0.002653    0.002725    0.002798
     2440.00     0.002015    0.002106    0.002179    0.002252    0.002326    0.002399    0.002472    0.002545    0.002619    0.002692    0.002765
     2450.00     0.001978    0.002067    0.002141    0.002215    0.002289    0.002363    0.002437    0.002511    0.002584    0.002658    0.002732
     2460.00     0.001941    0.002028    0.002103    0.002178    0.002252    0.002327    0.002401    0.002476    0.002550    0.002625    0.002699
     2470.00     0.001904    0.001990    0.002065    0.002140    0.002215    0.002291    0.002366    0.002441    0.002516    0.002591    0.002667
     2480.00     0.001867    0.001951    0.002027    0.002103    0.002179    0.002255    0.002330    0.002406    0.002482    0.002558    0.002634
     2490.00     0.001830    0.001912    0.001989    0.002065    0.002142    0.002218    0.002295    0.002371    0.002448    0.002524    0.002601
     2500.00     0.001793    0.001874    0.001951    0.002028    0.002105    0.002182    0.002260    0.002337    0.002414    0.002491    0.002568
     2510.00     0.001782    0.001862    0.001939    0.002015    0.002092    0.002169    0.002245    0.002322    0.002399    0.002475    0.002552
     2520.00     0.001770    0.001851    0.001927    0.002003    0.002079    0.002155    0.002231    0.002307    0.002383    0.002459    0.002535
     2530.00     0.001759    0.001839    0.001915    0.001990    0.002066    0.002141    0.002217    0.002292    0.002368    0.002443    0.002519
     2540.00     0.001748    0.001828    0.001903    0.001978    0.002053    0.002128    0.002202    0.002277    0.002352    0.002427    0.002502
     2550.00     0.001737    0.001816    0.001891    0.001965    0.002039    0.002114    0.002188    0.002263    0.002337    0.002411    0.002486
     2560.00     0.001725    0.001805    0.001878    0.001952    0.002026    0.002100    0.002174    0.002248    0.002322    0.002396    0.002469
     2570.00     0.001714    0.001793    0.001866    0.001940    0.002013    0.002086    0.002160    0.002233    0.002306    0.002380    0.002453
     2580.00     0.001703    0.001782    0.001854    0.001927    0.002000    0.002073    0.002145    0.002218    0.002291    0.002364    0.002437
     2590.00     0.001692    0.001770    0.001842    0.001914    0.001987    0.002059    0.002131    0.002203    0.002276    0.002348    0.002420
     2600.00     0.001680    0.001758    0.001830    0.001902    0.001974    0.002045    0.002117    0.002189    0.002260    0.002332    0.002404
     2610.00     0.001669    0.001747    0.001818    0.001889    0.001960    0.002031    0.002103    0.002174    0.002245    0.002316    0.002387
     2620.00     0.001658    0.001735    0.001806    0.001877    0.001947    0.002018    0.002088    0.002159    0.002230    0.002300    0.002371
     2630.00     0.001646    0.001724    0.001794    0.001864    0.001934    0.002004    0.002074    0.002144    0.002214    0.002284    0.002354
     2640.00     0.001635    0.001712    0.001782    0.001851    0.001921    0.001990    0.002060    0.002129    0.002199    0.002268    0.002338
     2650.00     0.001624    0.001701    0.001770    0.001839    0.001908    0.001977    0.002046    0.002114    0.002183    0.002252    0.002321
     2660.00     0.001613    0.001689    0.001758    0.001826    0.001894    0.001963    0.002031    0.002100    0.002168    0.002236    0.002305
     2670.00     0.001601    0.001678    0.001746    0.001813    0.001881    0.001949    0.002017    0.002085    0.002153    0.002221    0.002288
     2680.00     0.001590    0.001666    0.001734    0.001801    0.001868    0.001935    0.002003    0.002070    0.002137    0.002205    0.002272
     2690.00     0.001579    0.001655    0.001721    0.001788    0.001855    0.001922    0.001988    0.002055    0.002122    0.002189    0.002255
     2700.00     0.001568    0.001643    0.001709    0.001776    0.001842    0.001908    0.001974    0.002040    0.002107    0.002173    0.002239
     2710.00     0.001556    0.001632    0.001697    0.001763    0.001829    0.001894    0.001960    0.002026    0.002091    0.002157    0.002223
     2720.00     0.001545    0.001620    0.001685    0.001750    0.001815    0.001881    0.001946    0.002011    0.002076    0.002141    0.002206
     2730.00     0.001534    0.001609    0.001673    0.001738    0.001802    0.001867    0.001931    0.001996    0.002061    0.002125    0.002190
     2740.00     0.001523    0.001597    0.001661    0.001725    0.001789    0.001853    0.001917    0.001981    0.002045    0.002109    0.002173
     2750.00     0.001511    0.001585    0.001649    0.001712    0.001776    0.001839    0.001903    0.001966    0.002030    0.002093    0.002157
     2760.00     0.001500    0.001574    0.001637    0.001700    0.001763    0.001826    0.001889    0.001952    0.002014    0.002077    0.002140
     2770.00     0.001489    0.001562    0.001625    0.001687    0.001750    0.001812    0.001874    0.001937    0.001999    0.002061    0.002124
     2780.00     0.001477    0.001551    0.001613    0.001675    0.001736    0.001798    0.001860    0.001922    0.001984    0.002046    0.002107
     2790.00     0.001466    0.001539    0.001601    0.001662    0.001723    0.001784    0.001846    0.001907    0.001968    0.002030    0.002091
     2800.00     0.001455    0.001528    0.001589    0.001649    0.001710    0.001771    0.001832    0.001892    0.001953    0.002014    0.002074
     2810.00     0.001444    0.001516    0.001576    0.001637    0.001697    0.001757    0.001817    0.001877    0.001938    0.001998    0.002058
     2820.00     0.001432    0.001505    0.001564    0.001624    0.001684    0.001743    0.001803    0.001863    0.001922    0.001982    0.002042
     2830.00     0.001421    0.001493    0.001552    0.001611    0.001671    0.001730    0.001789    0.001848    0.001907    0.001966    0.002025
     2840.00     0.001410    0.001482    0.001540    0.001599    0.001657    0.001716    0.001774    0.001833    0.001892    0.001950    0.002009
     2850.00     0.001399    0.001470    0.001528    0.001586    0.001644    0.001702    0.001760    0.001818    0.001876    0.001934    0.001992
     2860.00     0.001387    0.001459    0.001516    0.001574    0.001631    0.001688    0.001746    0.001803    0.001861    0.001918    0.001976
     2870.00     0.001376    0.001447    0.001504    0.001561    0.001618    0.001675    0.001732    0.001789    0.001845    0.001902    0.001959
     2880.00     0.001365    0.001436    0.001492    0.001548    0.001605    0.001661    0.001717    0.001774    0.001830    0.001886    0.001943
     2890.00     0.001353    0.001424    0.001480    0.001536    0.001591    0.001647    0.001703    0.001759    0.001815    0.001871    0.001926
     2900.00     0.001342    0.001412    0.001468    0.001523    0.001578    0.001634    0.001689    0.001744    0.001799    0.001855    0.001910
     2910.00     0.001331    0.001401    0.001456    0.001510    0.001565    0.001620    0.001675    0.001729    0.001784    0.001839    0.001893
     2920.00     0.001320    0.001389    0.001444    0.001498    0.001552    0.001606    0.001660    0.001714    0.001769    0.001823    0.001877
     2930.00     0.001308    0.001378    0.001432    0.001485    0.001539    0.001592    0.001646    0.001700    0.001753    0.001807    0.001861
     2940.00     0.001297    0.001366    0.001419    0.001473    0.001526    0.001579    0.001632    0.001685    0.001738    0.001791    0.001844
     2950.00     0.001286    0.001355    0.001407    0.001460    0.001512    0.001565    0.001617    0.001670    0.001723    0.001775    0.001828
     2960.00     0.001275    0.001343    0.001395    0.001447    0.001499    0.001551    0.001603    0.001655    0.001707    0.001759    0.001811
     2970.00     0.001263    0.001332    0.001383    0.001435    0.001486    0.001537    0.001589    0.001640    0.001692    0.001743    0.001795
     2980.00     0.001252    0.001320    0.001371    0.001422    0.001473    0.001524    0.001575    0.001626    0.001676    0.001727    0.001778
     2990.00     0.001241    0.001309    0.001359    0.001409    0.001460    0.001510    0.001560    0.001611    0.001661    0.001711    0.001762
     3000.00     0.001229    0.001297    0.001347    0.001397    0.001447    0.001496    0.001546    0.001596    0.001646    0.001696    0.001745
