          10.00   6996.000       11.21000       113.8000    
          15.00   4275.000       10.74000       62.97000    
          20.00   2085.000       10.25000       40.11000    
          25.00   1146.000       9.769000       27.29000    
          30.00   710.3000       9.299000       19.31000    
          35.00   484.6000       8.847000       13.88000    
          40.00   355.5000       8.419000       10.29000    
          45.00   275.1000       8.011000       7.846000    
          50.00   221.4000       7.627000       6.102000    
          55.00   183.5000       7.264000       4.849000    
          60.00   155.5000       6.924000       3.914000    
          65.00   134.1000       6.603000       3.189000    
          70.00   117.2000       6.301000       2.633000    
          75.00   103.6000       6.016000       2.194000    
          80.00   92.40000       5.748000       1.838000    
          85.00   83.02000       5.496000       1.549000    
          90.00   75.07000       5.258000       1.317000    
          95.00   68.25000       5.034000       1.126000    
         100.00   62.35000       4.822000      0.9669000    
         105.00   57.20000       4.623000      0.8379000    
         110.00   52.68000       4.434000      0.7262000    
         115.00   48.69000       4.255000      0.6325000    
         120.00   45.14000       4.086000      0.5534000    
         125.00   41.98000       3.925000      0.4879000    
         130.00   39.14000       3.773000      0.4304000    
         135.00   36.59000       3.629000      0.3818000    
         140.00   34.28000       3.492000      0.3383000    
         145.00   32.19000       3.362000      0.3018000    
         150.00   30.29000       3.239000      0.2693000    
         155.00   28.63000       3.124500      0.2434000    
         160.00   26.97000       3.010000      0.2175000    
         165.00   25.58000       2.906000      0.1972000    
         170.00   24.19000       2.802000      0.1769000    
         175.00   23.01500       2.707000      0.1610000    
         180.00   21.84000       2.612000      0.1451000    
         185.00   20.84000       2.526000      0.1325500    
         190.00   19.84000       2.440000      0.1200000    
         195.00   18.98000       2.361000      0.1100000    
         200.00   18.12000       2.282000      0.1000000    
         205.00   17.38500       2.210000      0.9198500E-01
         210.00   16.65000       2.138000      0.8397000E-01
         215.00   16.01000       2.072000      0.7744500E-01
         220.00   15.37000       2.006000      0.7092000E-01
         225.00   14.81500       1.945000      0.6556500E-01
         230.00   14.26000       1.884000      0.6021000E-01
         235.00   13.78500       1.828000      0.5577000E-01
         240.00   13.31000       1.772000      0.5133000E-01
         245.00   12.89500       1.720500      0.4771500E-01
         250.00   12.48000       1.669000      0.4410000E-01
         255.00   12.12000       1.621000      0.4104500E-01
         260.00   11.76000       1.573000      0.3799000E-01
         265.00   11.45000       1.529000      0.3543000E-01
         270.00   11.14000       1.485000      0.3287000E-01
         275.00   10.88000       1.444000      0.3070500E-01
         280.00   10.62000       1.403000      0.2854000E-01
         285.00   10.40000       1.364500      0.2672500E-01
         290.00   10.18000       1.326000      0.2491000E-01
         295.00   10.00150       1.291000      0.2335500E-01
         300.00   9.823000       1.256000      0.2180000E-01
         305.00   9.691000       1.223000      0.2047500E-01
         310.00   9.559000       1.190000      0.1915000E-01
         315.00   9.475500       1.159000      0.1802000E-01
         320.00   9.392000       1.128000      0.1689000E-01
         325.00   9.370500       1.099500      0.1590000E-01
         330.00   9.349000       1.071000      0.1491000E-01
         335.00   9.435000       1.044000      0.1406000E-01
         340.00   9.521000       1.017000      0.1321000E-01
         345.00   9.885500      0.9918000      0.1247500E-01
         350.00   10.25000      0.9666000      0.1174000E-01
         355.00   10.44000      0.9430000      0.1109500E-01
         360.00   10.63000      0.9194000      0.1045000E-01
         365.00   10.63500      0.8973000      0.9887000E-02
         370.00   10.64000      0.8752000      0.9324000E-02
         375.00   10.52000      0.8544500      0.8837500E-02
         380.00   10.40000      0.8337000      0.8351000E-02
         385.00   10.20000      0.8142000      0.7921500E-02
         390.00   10.00000      0.7947000      0.7492000E-02
         395.00   9.758000      0.7763500      0.7111500E-02
         400.00   9.516000      0.7580000      0.6731000E-02
         405.00   9.246000      0.7407500      0.6388500E-02
         410.00   8.976000      0.7235000      0.6046000E-02
         415.00   8.695500      0.7072000      0.5758000E-02
         420.00   8.415000      0.6909000      0.5470000E-02
         425.00   8.134000      0.6755500      0.5205500E-02
         430.00   7.853000      0.6602000      0.4941000E-02
         435.00   7.577000      0.6457000      0.4706500E-02
         440.00   7.301000      0.6312000      0.4472000E-02
         445.00   7.036000      0.6175000      0.4264500E-02
         450.00   6.771000      0.6038000      0.4057000E-02
         455.00   6.518500      0.5908000      0.3873500E-02
         460.00   6.266000      0.5778000      0.3690000E-02
         465.00   6.027000      0.5655500      0.3521000E-02
         470.00   5.788000      0.5533000      0.3352000E-02
         475.00   5.564500      0.5417000      0.3203500E-02
         480.00   5.341000      0.5301000      0.3055000E-02
         485.00   5.132500      0.5191000      0.2919500E-02
         490.00   4.924000      0.5081000      0.2784000E-02
         495.00   4.731000      0.4976500      0.2665500E-02
         500.00   4.538000      0.4872000      0.2547000E-02
         505.00   4.385000      0.4782300      0.2457400E-02
         510.00   4.232000      0.4692600      0.2367800E-02
         515.00   4.079000      0.4602900      0.2278200E-02
         520.00   3.926000      0.4513200      0.2188600E-02
         525.00   3.773000      0.4423500      0.2099000E-02
         530.00   3.620000      0.4333800      0.2009400E-02
         535.00   3.467000      0.4244100      0.1919800E-02
         540.00   3.314000      0.4154400      0.1830200E-02
         545.00   3.161000      0.4064700      0.1740600E-02
         550.00   3.008000      0.3975000      0.1651000E-02
         555.00   2.907800      0.3904900      0.1596000E-02
         560.00   2.807600      0.3834800      0.1541000E-02
         565.00   2.707400      0.3764700      0.1486000E-02
         570.00   2.607200      0.3694600      0.1431000E-02
         575.00   2.507000      0.3624500      0.1376000E-02
         580.00   2.406800      0.3554400      0.1321000E-02
         585.00   2.306600      0.3484300      0.1266000E-02
         590.00   2.206400      0.3414200      0.1211000E-02
         595.00   2.106200      0.3344100      0.1156000E-02
         600.00   2.006000      0.3274000      0.1101000E-02
         605.00   1.940600      0.3218500      0.1066080E-02
         610.00   1.875200      0.3163000      0.1031160E-02
         615.00   1.809800      0.3107500      0.9962400E-03
         620.00   1.744400      0.3052000      0.9613200E-03
         625.00   1.679000      0.2996500      0.9264000E-03
         630.00   1.613600      0.2941000      0.8914800E-03
         635.00   1.548200      0.2885500      0.8565600E-03
         640.00   1.482800      0.2830000      0.8216400E-03
         645.00   1.417400      0.2774500      0.7867200E-03
         650.00   1.352000      0.2719000      0.7518000E-03
         655.00   1.309150      0.2674600      0.7291300E-03
         660.00   1.266300      0.2630200      0.7064600E-03
         665.00   1.223450      0.2585800      0.6837900E-03
         670.00   1.180600      0.2541400      0.6611200E-03
         675.00   1.137750      0.2497000      0.6384500E-03
         680.00   1.094900      0.2452600      0.6157800E-03
         685.00   1.052050      0.2408200      0.5931100E-03
         690.00   1.009200      0.2363800      0.5704400E-03
         695.00  0.9663500      0.2319400      0.5477700E-03
         700.00  0.9235000      0.2275000      0.5251000E-03
         705.00  0.8951300      0.2239000      0.5098200E-03
         710.00  0.8667600      0.2203000      0.4945400E-03
         715.00  0.8383900      0.2167000      0.4792600E-03
         720.00  0.8100200      0.2131000      0.4639800E-03
         725.00  0.7816500      0.2095000      0.4487000E-03
         730.00  0.7532800      0.2059000      0.4334200E-03
         735.00  0.7249100      0.2023000      0.4181400E-03
         740.00  0.6965400      0.1987000      0.4028600E-03
         745.00  0.6681700      0.1951000      0.3875800E-03
         750.00  0.6398000      0.1915000      0.3723000E-03
         755.00  0.6207300      0.1885700      0.3619900E-03
         760.00  0.6016600      0.1856400      0.3516800E-03
         765.00  0.5825900      0.1827100      0.3413700E-03
         770.00  0.5635200      0.1797800      0.3310600E-03
         775.00  0.5444500      0.1768500      0.3207500E-03
         780.00  0.5253800      0.1739200      0.3104400E-03
         785.00  0.5063100      0.1709900      0.3001300E-03
         790.00  0.4872400      0.1680600      0.2898200E-03
         795.00  0.4681700      0.1651300      0.2795100E-03
         800.00  0.4491000      0.1622000      0.2692000E-03
         805.00  0.4361400      0.1597800      0.2619500E-03
         810.00  0.4231800      0.1573600      0.2547000E-03
         815.00  0.4102200      0.1549400      0.2474500E-03
         820.00  0.3972600      0.1525200      0.2402000E-03
         825.00  0.3843000      0.1501000      0.2329500E-03
         830.00  0.3713400      0.1476800      0.2257000E-03
         835.00  0.3583800      0.1452600      0.2184500E-03
         840.00  0.3454200      0.1428400      0.2112000E-03
         845.00  0.3324600      0.1404200      0.2039500E-03
         850.00  0.3195000      0.1380000      0.1967000E-03
         855.00  0.3105600      0.1360000      0.1916000E-03
         860.00  0.3016200      0.1340000      0.1865000E-03
         865.00  0.2926800      0.1320000      0.1814000E-03
         870.00  0.2837400      0.1300000      0.1763000E-03
         875.00  0.2748000      0.1280000      0.1712000E-03
         880.00  0.2658600      0.1260000      0.1661000E-03
         885.00  0.2569200      0.1240000      0.1610000E-03
         890.00  0.2479800      0.1220000      0.1559000E-03
         895.00  0.2390400      0.1200000      0.1508000E-03
         900.00  0.2301000      0.1180000      0.1457000E-03
         905.00  0.2238400      0.1163300      0.1420400E-03
         910.00  0.2175800      0.1146600      0.1383800E-03
         915.00  0.2113200      0.1129900      0.1347200E-03
         920.00  0.2050600      0.1113200      0.1310600E-03
         925.00  0.1988000      0.1096500      0.1274000E-03
         930.00  0.1925400      0.1079800      0.1237400E-03
         935.00  0.1862800      0.1063100      0.1200800E-03
         940.00  0.1800200      0.1046400      0.1164200E-03
         945.00  0.1737600      0.1029700      0.1127600E-03
         950.00  0.1675000      0.1013000      0.1091000E-03
         955.00  0.1630800      0.9990200E-01  0.1064480E-03
         960.00  0.1586600      0.9850400E-01  0.1037960E-03
         965.00  0.1542400      0.9710600E-01  0.1011440E-03
         970.00  0.1498200      0.9570800E-01  0.9849200E-04
         975.00  0.1454000      0.9431000E-01  0.9584000E-04
         980.00  0.1409800      0.9291200E-01  0.9318800E-04
         985.00  0.1365600      0.9151400E-01  0.9053600E-04
         990.00  0.1321400      0.9011600E-01  0.8788400E-04
         995.00  0.1277200      0.8871800E-01  0.8523200E-04
        1000.00  0.1233000      0.8732000E-01  0.8258000E-04
        1005.00  0.1201290      0.8613900E-01  0.8062100E-04
        1010.00  0.1169580      0.8495800E-01  0.7866200E-04
        1015.00  0.1137870      0.8377700E-01  0.7670300E-04
        1020.00  0.1106160      0.8259600E-01  0.7474400E-04
        1025.00  0.1074450      0.8141500E-01  0.7278500E-04
        1030.00  0.1042740      0.8023400E-01  0.7082600E-04
        1035.00  0.1011030      0.7905300E-01  0.6886700E-04
        1040.00  0.9793200E-01  0.7787200E-01  0.6690800E-04
        1045.00  0.9476100E-01  0.7669100E-01  0.6494900E-04
        1050.00  0.9159000E-01  0.7551000E-01  0.6299000E-04
        1055.00  0.8929900E-01  0.7450900E-01  0.6154700E-04
        1060.00  0.8700800E-01  0.7350800E-01  0.6010400E-04
        1065.00  0.8471700E-01  0.7250700E-01  0.5866100E-04
        1070.00  0.8242600E-01  0.7150600E-01  0.5721800E-04
        1075.00  0.8013500E-01  0.7050500E-01  0.5577500E-04
        1080.00  0.7784400E-01  0.6950400E-01  0.5433200E-04
        1085.00  0.7555300E-01  0.6850300E-01  0.5288900E-04
        1090.00  0.7326200E-01  0.6750200E-01  0.5144600E-04
        1095.00  0.7097100E-01  0.6650100E-01  0.5000300E-04
        1100.00  0.6868000E-01  0.6550000E-01  0.4856000E-04
        1105.00  0.6700500E-01  0.6464800E-01  0.4747700E-04
        1110.00  0.6533000E-01  0.6379600E-01  0.4639400E-04
        1115.00  0.6365500E-01  0.6294400E-01  0.4531100E-04
        1120.00  0.6198000E-01  0.6209200E-01  0.4422800E-04
        1125.00  0.6030500E-01  0.6124000E-01  0.4314500E-04
        1130.00  0.5863000E-01  0.6038800E-01  0.4206200E-04
        1135.00  0.5695500E-01  0.5953600E-01  0.4097900E-04
        1140.00  0.5528000E-01  0.5868400E-01  0.3989600E-04
        1145.00  0.5360500E-01  0.5783200E-01  0.3881300E-04
        1150.00  0.5193000E-01  0.5698000E-01  0.3773000E-04
        1155.00  0.5069500E-01  0.5625200E-01  0.3690700E-04
        1160.00  0.4946000E-01  0.5552400E-01  0.3608400E-04
        1165.00  0.4822500E-01  0.5479600E-01  0.3526100E-04
        1170.00  0.4699000E-01  0.5406800E-01  0.3443800E-04
        1175.00  0.4575500E-01  0.5334000E-01  0.3361500E-04
        1180.00  0.4452000E-01  0.5261200E-01  0.3279200E-04
        1185.00  0.4328500E-01  0.5188400E-01  0.3196900E-04
        1190.00  0.4205000E-01  0.5115600E-01  0.3114600E-04
        1195.00  0.4081500E-01  0.5042800E-01  0.3032300E-04
        1200.00  0.3958000E-01  0.4970000E-01  0.2950000E-04
        1205.00  0.3866200E-01  0.4907500E-01  0.2887200E-04
        1210.00  0.3774400E-01  0.4845000E-01  0.2824400E-04
        1215.00  0.3682600E-01  0.4782500E-01  0.2761600E-04
        1220.00  0.3590800E-01  0.4720000E-01  0.2698800E-04
        1225.00  0.3499000E-01  0.4657500E-01  0.2636000E-04
        1230.00  0.3407200E-01  0.4595000E-01  0.2573200E-04
        1235.00  0.3315400E-01  0.4532500E-01  0.2510400E-04
        1240.00  0.3223600E-01  0.4470000E-01  0.2447600E-04
        1245.00  0.3131800E-01  0.4407500E-01  0.2384800E-04
        1250.00  0.3040000E-01  0.4345000E-01  0.2322000E-04
        1255.00  0.2970900E-01  0.4291200E-01  0.2276100E-04
        1260.00  0.2901800E-01  0.4237400E-01  0.2230200E-04
        1265.00  0.2832700E-01  0.4183600E-01  0.2184300E-04
        1270.00  0.2763600E-01  0.4129800E-01  0.2138400E-04
        1275.00  0.2694500E-01  0.4076000E-01  0.2092500E-04
        1280.00  0.2625400E-01  0.4022200E-01  0.2046600E-04
        1285.00  0.2556300E-01  0.3968400E-01  0.2000700E-04
        1290.00  0.2487200E-01  0.3914600E-01  0.1954800E-04
        1295.00  0.2418100E-01  0.3860800E-01  0.1908900E-04
