   MHSM          GG     GAM GAM     Z GAM         WW         ZZ       WIDTH
_______________________________________________________________________________
NaNs replaced with -1 (not all fortran compilers can currently read in NaNs)
         125.50  0.8150000E-01  0.2270000E-02  0.1580000E-02  0.2220000      0.2740000E-01  0.4160000E-02
         125.60  0.8140000E-01  0.2270000E-02  0.1580000E-02  0.2240000      0.2770000E-01  0.4170000E-02
         125.70  0.8130000E-01  0.2270000E-02  0.1590000E-02  0.2250000      0.2790000E-01  0.4190000E-02
         125.80  0.8120000E-01  0.2270000E-02  0.1600000E-02  0.2270000      0.2820000E-01  0.4200000E-02
         125.90  0.8110000E-01  0.2270000E-02  0.1610000E-02  0.2290000      0.2840000E-01  0.4210000E-02
         126.00  0.8100000E-01  0.2270000E-02  0.1620000E-02  0.2300000      0.2870000E-01  0.4230000E-02
         126.10  0.8092000E-01  0.2270000E-02  0.1628000E-02  0.2318000      0.2894000E-01  0.4244000E-02
         126.20  0.8084000E-01  0.2270000E-02  0.1636000E-02  0.2336000      0.2918000E-01  0.4258000E-02
         126.30  0.8076000E-01  0.2270000E-02  0.1644000E-02  0.2354000      0.2942000E-01  0.4272000E-02
         126.40  0.8068000E-01  0.2270000E-02  0.1652000E-02  0.2372000      0.2966000E-01  0.4286000E-02
         126.50  0.8060000E-01  0.2270000E-02  0.1660000E-02  0.2390000      0.2990000E-01  0.4300000E-02
         126.60  0.8050000E-01  0.2270000E-02  0.1668000E-02  0.2408000      0.3016000E-01  0.4316000E-02
         126.70  0.8040000E-01  0.2270000E-02  0.1676000E-02  0.2426000      0.3042000E-01  0.4332000E-02
         126.80  0.8030000E-01  0.2270000E-02  0.1684000E-02  0.2444000      0.3068000E-01  0.4348000E-02
         126.90  0.8020000E-01  0.2270000E-02  0.1692000E-02  0.2462000      0.3094000E-01  0.4364000E-02
         127.00  0.8010000E-01  0.2270000E-02  0.1700000E-02  0.2480000      0.3120000E-01  0.4380000E-02
         127.10  0.7998000E-01  0.2270000E-02  0.1708000E-02  0.2496000      0.3148000E-01  0.4396000E-02
         127.20  0.7986000E-01  0.2270000E-02  0.1716000E-02  0.2512000      0.3176000E-01  0.4412000E-02
         127.30  0.7974000E-01  0.2270000E-02  0.1724000E-02  0.2528000      0.3204000E-01  0.4428000E-02
         127.40  0.7962000E-01  0.2270000E-02  0.1732000E-02  0.2544000      0.3232000E-01  0.4444000E-02
         127.50  0.7950000E-01  0.2270000E-02  0.1740000E-02  0.2560000      0.3260000E-01  0.4460000E-02
         127.60  0.7940000E-01  0.2268000E-02  0.1748000E-02  0.2578000      0.3286000E-01  0.4478000E-02
         127.70  0.7930000E-01  0.2266000E-02  0.1756000E-02  0.2596000      0.3312000E-01  0.4496000E-02
         127.80  0.7920000E-01  0.2264000E-02  0.1764000E-02  0.2614000      0.3338000E-01  0.4514000E-02
         127.90  0.7910000E-01  0.2262000E-02  0.1772000E-02  0.2632000      0.3364000E-01  0.4532000E-02
         128.00  0.7900000E-01  0.2260000E-02  0.1780000E-02  0.2650000      0.3390000E-01  0.4550000E-02
         128.10  0.7888000E-01  0.2260000E-02  0.1788000E-02  0.2668000      0.3418000E-01  0.4568000E-02
         128.20  0.7876000E-01  0.2260000E-02  0.1796000E-02  0.2686000      0.3446000E-01  0.4586000E-02
         128.30  0.7864000E-01  0.2260000E-02  0.1804000E-02  0.2704000      0.3474000E-01  0.4604000E-02
         128.40  0.7852000E-01  0.2260000E-02  0.1812000E-02  0.2722000      0.3502000E-01  0.4622000E-02
         128.50  0.7840000E-01  0.2260000E-02  0.1820000E-02  0.2740000      0.3530000E-01  0.4640000E-02
         128.60  0.7826000E-01  0.2258000E-02  0.1828000E-02  0.2758000      0.3558000E-01  0.4658000E-02
         128.70  0.7812000E-01  0.2256000E-02  0.1836000E-02  0.2776000      0.3586000E-01  0.4676000E-02
         128.80  0.7798000E-01  0.2254000E-02  0.1844000E-02  0.2794000      0.3614000E-01  0.4694000E-02
         128.90  0.7784000E-01  0.2252000E-02  0.1852000E-02  0.2812000      0.3642000E-01  0.4712000E-02
         129.00  0.7770000E-01  0.2250000E-02  0.1860000E-02  0.2830000      0.3670000E-01  0.4730000E-02
         129.10  0.7758000E-01  0.2250000E-02  0.1868000E-02  0.2850000      0.3698000E-01  0.4748000E-02
         129.20  0.7746000E-01  0.2250000E-02  0.1876000E-02  0.2870000      0.3726000E-01  0.4766000E-02
         129.30  0.7734000E-01  0.2250000E-02  0.1884000E-02  0.2890000      0.3754000E-01  0.4784000E-02
         129.40  0.7722000E-01  0.2250000E-02  0.1892000E-02  0.2910000      0.3782000E-01  0.4802000E-02
         129.50  0.7710000E-01  0.2250000E-02  0.1900000E-02  0.2930000      0.3810000E-01  0.4820000E-02
         129.60  0.7696000E-01  0.2248000E-02  0.1908000E-02  0.2948000      0.3840000E-01  0.4840000E-02
         129.70  0.7682000E-01  0.2246000E-02  0.1916000E-02  0.2966000      0.3870000E-01  0.4860000E-02
         129.80  0.7668000E-01  0.2244000E-02  0.1924000E-02  0.2984000      0.3900000E-01  0.4880000E-02
         129.90  0.7654000E-01  0.2242000E-02  0.1932000E-02  0.3002000      0.3930000E-01  0.4900000E-02
         130.00  0.7640000E-01  0.2240000E-02  0.1940000E-02  0.3020000      0.3960000E-01  0.4920000E-02
