   MHSM        BB       TAU TAU     MU MU         SS         CC         TT 
_______________________________________________________________________________
NaNs replaced with -1 (not all fortran compilers can currently read in NaNs)
0.000000       -1          -1          -1        -1        -1          -1
0.100000       -1          -1          -1        -1        -1          -1
0.200000       -1          -1          -1        -1        -1          -1
0.300000       -1          -1          -1        -1        -1          -1
0.400000       -1          -1          -1        -1        -1          -1
0.500000       -1          -1          -1        -1        -1          -1
0.600000       -1          -1          -1        -1        -1          -1
0.700000      0.000      0.000     0.3984E-25 0.3912E-24  0.000      0.000    
0.800000      0.000      0.000     0.5587E-02 0.7923E-01  0.000      0.000    
0.900000      0.000      0.000     0.1462E-01 0.1867      0.000      0.000    
 1.00000      0.000      0.000     0.1719E-01 0.1920      0.000      0.000    
 1.10000      0.000      0.000     0.1909E-01 0.1886      0.000      0.000    
 1.20000      0.000      0.000     0.2045E-01 0.1816      0.000      0.000    
 1.30000      0.000      0.000     0.2139E-01 0.1731      0.000      0.000    
 1.40000      0.000      0.000     0.2200E-01 0.1642      0.000      0.000    
 1.50000      0.000      0.000     0.2250E-01 0.1314      0.000      0.000    
 1.60000      0.000      0.000     0.2238E-01 0.1229      0.000      0.000    
 1.70000      0.000      0.000     0.2214E-01 0.1151      0.000      0.000    
 1.80000      0.000      0.000     0.2182E-01 0.1080      0.000      0.000    
 1.90000      0.000      0.000     0.2145E-01 0.1014      0.000      0.000    
 2.00000      0.000      0.000     0.2102E-01 0.9535E-01  0.000      0.000    
 2.10000      0.000      0.000     0.2056E-01 0.8975E-01  0.000      0.000    
 2.20000      0.000      0.000     0.2008E-01 0.8458E-01  0.000      0.000    
 2.30000      0.000      0.000     0.1957E-01 0.7978E-01  0.000      0.000    
 2.40000      0.000      0.000     0.1905E-01 0.7530E-01  0.000      0.000    
 2.50000      0.000      0.000     0.1852E-01 0.7109E-01  0.000      0.000    
 2.60000      0.000      0.000     0.1796E-01 0.6712E-01  0.000      0.000    
 2.70000      0.000      0.000     0.1738E-01 0.6332E-01  0.000      0.000    
 2.80000      0.000      0.000     0.1675E-01 0.5959E-01  0.000      0.000    
 2.90000      0.000      0.000     0.1321E-01 0.4594E-01 0.1730      0.000    
 3.00000      0.000      0.000     0.8624E-02 0.2934E-01 0.4353      0.000    
 3.10000      0.000      0.000     0.6505E-02 0.2168E-01 0.5582      0.000    
 3.20000      0.000      0.000     0.5335E-02 0.1744E-01 0.6265      0.000    
 3.30000      0.000      0.000     0.4610E-02 0.1479E-01 0.6690      0.000    
 3.40000      0.000      0.000     0.4125E-02 0.1301E-01 0.6973      0.000    
 3.50000      0.000      0.000     0.3783E-02 0.1173E-01 0.7172      0.000    
 3.60000      0.000     0.4093E-02 0.3517E-02 0.1073E-01 0.7286      0.000    
 3.70000      0.000     0.2010E-01 0.3275E-02 0.9833E-02 0.7273      0.000    
 3.80000      0.000     0.3878E-01 0.3071E-02 0.9085E-02 0.7211      0.000    
 3.90000      0.000     0.5765E-01 0.2902E-02 0.8463E-02 0.7126      0.000    
 4.00000      0.000     0.7586E-01 0.2761E-02 0.7941E-02 0.7031      0.000    
 4.10000      0.000     0.9309E-01 0.2643E-02 0.7499E-02 0.6930      0.000    
 4.20000      0.000     0.1093     0.2542E-02 0.7122E-02 0.6828      0.000    
 4.30000      0.000     0.1244     0.2456E-02 0.6795E-02 0.6727      0.000    
 4.40000      0.000     0.1385     0.2381E-02 0.6510E-02 0.6628      0.000    
 4.50000      0.000     0.1518     0.2316E-02 0.6260E-02 0.6532      0.000    
 4.60000      0.000     0.1641     0.2259E-02 0.6038E-02 0.6438      0.000    
 4.70000      0.000     0.1757     0.2209E-02 0.5841E-02 0.6347      0.000    
 4.80000      0.000     0.1865     0.2165E-02 0.5663E-02 0.6260      0.000    
 4.90000      0.000     0.1963     0.2121E-02 0.5507E-02 0.6173      0.000    
 5.00000      0.000     0.2058     0.2085E-02 0.5361E-02 0.6090      0.000    
 5.10000      0.000     0.2147     0.2052E-02 0.5227E-02 0.6010      0.000    
