mh   ctt_Z   cbb_Z   cvv_Z   ctv_Z   cbv_Z   ctb_Z
2  0.0343635353  0.00218557947  169.005918  -0.0069435353  -0.00916257947  0.00099951263  169.027360513
3  0.0300530658  0.00192926364  134.934012  0.00487393420002  -0.00830526363998  0.00091595356  134.963478954
4  0.0260282889  0.00173251924  112.033834  0.0162827111  -0.00695651923999  0.00077516936  112.071696169
5  0.0233719083  0.00158604354  95.2742762  0.0223506917  -0.00606824354  0.00067367086  95.3161902709
6  0.0212749568  0.00146821805  82.9561526  0.0238567432  -0.00549051804998  0.00064256805  82.9979045681
7  0.0196525001  0.00136937423  72.7706317  0.0263338999  -0.00530457423  0.00058720347  72.8132701035
8  0.0182346256  0.00128422051  64.4801055  0.0268982744  -0.00473282051  0.00055703869  64.5223468387
9  0.0172221387  0.00121183916  57.641927  0.0251817613  -0.00441333916  0.00053763564  57.6816670356
10  0.0164872651  0.00114959037  51.8316337  0.0233021349  -0.00418189037001  0.00048768943  51.8688784894
11  0.0155976262  0.0010915761  46.836824  0.0232577738  -0.0038248761  0.0004749249  46.8734210249
12  0.0150719191  0.00104213169  42.5569254  0.0205454809  -0.00375103168999  0.00044057671  42.5902744767
13  0.0144481274  0.000996331682  38.8424089  0.0183204726  -0.003453931682  0.000409793818  38.8731296938
14  0.0140100301  0.000955584206  35.5303176  0.0163586699  -0.00339398420599  0.000390269894  35.5586381699
15  0.013580424  0.00091707142  32.6103943  0.014827976  -0.00329767142  0.00036796878  32.6367900688
16  0.013218636  0.00088283194  30.0254751  0.012446264  -0.00307363194  0.00038393066  30.0493331307
17  0.0128895595  0.000850314564  27.717276  0.0102789405  -0.003136814564  0.000362542436  27.7385205424
18  0.0126113193  0.000820344756  25.6683928  0.0084985807  -0.002931644756  0.000358325144  25.6877497251
19  0.0123566151  0.000792281452  23.7938235  0.0060170849  -0.002771981452  0.000350052348  23.8105675523
20  0.0121696213  0.000766400658  22.1446239  0.00383917870001  -0.002623500658  0.000325777242  22.1591013772
21  0.0119263665  0.000740596856  20.6041219  0.0020272335  -0.002528996856  0.000324548644  20.6166116486
22  0.0117329303  0.000717320122  19.1869118  0.000395769699999  -0.002497020122  0.000326197078  19.1975869971
23  0.0115815484  0.000695392023  17.9375801  -0.0012121484  -0.002463692023  0.000325670977  17.946506871
