m_h	m_H	m_A	tb	xs_gg_h	xs_gg_H	xs_gg_A	xs_bb_h	xs_bb_H	xs_bb_A	br_h_tautau	br_H_tautau	br_A_tautau
119.193	164.228	160.0	7.0	18.83177	4.3212132	1.5155427	1.9204003	3.1991222	4.1025915	0.105071	0.108145	0.118664
120.458	163.181	160.0	8.0	18.90118	4.5789776	1.9223689	1.971291	4.319877	5.268452	0.106205	0.115809	0.12069
121.377	162.419	160.0	9.0	18.979874	4.9401417	2.4269724	2.005698	5.5831547	6.5557675	0.107268	0.121018	0.122754
122.064	161.85	160.0	10.0	19.055332	5.3904343	3.0096822	2.0276332	6.977759	7.957764	0.108269	0.124907	0.124851
123.814	160.413	160.0	15.0	19.31831	8.641815	6.772498	2.0332637	15.608296	16.474619	0.112587	0.138408	0.135727
124.489	159.88	160.0	20.0	19.44661	13.036178	11.538975	1.9614326	26.393976	27.024708	0.116097	0.150146	0.147139
124.827	159.63	160.0	25.0	19.514297	18.165918	16.99193	1.8725262	38.7313	39.07674	0.118995	0.162158	0.159019
125.029	159.493	160.0	30.0	19.55433	23.79287	22.925594	1.7822239	52.18465	52.219933	0.121347	0.174551	0.171334
125.165	159.411	160.0	35.0	19.580547	29.75281	29.188286	1.6952106	66.42351	66.13521	0.123179	0.187331	0.184065
125.265	159.357	160.0	40.0	19.598925	35.9253	35.66455	1.6139487	81.193375	80.57401	0.124505	0.200486	0.197192
125.344	159.319	160.0	45.0	19.612423	42.219048	42.265415	1.539145	96.297104	95.34236	0.125338	0.213995	0.210695
125.41	159.29	160.0	50.0	19.62257	48.56435	48.921997	1.4709446	111.58179	110.2887	0.12569	0.22784	0.224557
125.467	159.267	160.0	55.0	19.63025	54.90819	55.580933	1.4088607	126.92958	125.29473	0.125579	0.241997	0.238756
125.519	159.247	160.0	60.0	19.63607	61.208843	62.200966	1.3523808	142.2479	140.26823	0.125025	0.256443	0.25327
90.4473	277.509	165.0	0.5	1.9571943	15.698462	107.41636	0.81804174	8.633034e-06	0.015948754	0.0994388	8.38249e-07	0.00968072
92.813	236.076	165.0	0.7	10.678814	13.707544	54.522007	0.8143982	0.0025309708	0.035910055	0.0964426	0.000193982	0.0298014
87.6819	218.825	165.0	0.8999999999999999	18.957561	10.744519	32.672394	1.0364451	0.009852424	0.062324017	0.093851	0.0008254	0.0549133
85.8534	213.751	165.0	1.0	21.908976	9.603385	26.307629	1.1479887	0.014939433	0.0779425	0.0930928	0.00114995	0.0658887
92.966	191.038	165.0	2.0	24.021484	5.309228	6.0148935	1.4295087	0.12019919	0.32095367	0.0954158	0.00539993	0.106037
104.447	181.071	165.0	3.0	20.851763	4.320229	2.4193919	1.4309816	0.3622714	0.71615374	0.0984575	0.0277992	0.11111
111.257	175.561	165.0	4.0	19.69934	3.8522232	1.3463349	1.4917237	0.7693855	1.2553093	0.100157	0.0532111	0.113327
115.331	172.268	165.0	5.0	19.31459	3.6270192	1.0426128	1.559034	1.3443145	1.9305139	0.101375	0.0769341	0.115269
117.908	170.175	165.0	6.0	19.21415	3.5763414	1.0735933	1.6140975	2.0784197	2.7342658	0.102422	0.0945377	0.117218
119.625	168.793	165.0	7.0	19.217875	3.6602411	1.2882328	1.6566073	2.9580345	3.6594577	0.10338	0.106022	0.11921
120.821	167.823	165.0	8.0	19.258335	3.8696833	1.6220137	1.6852951	3.9727764	4.6993585	0.104271	0.113945	0.121246
121.683	167.122	165.0	9.0	19.309448	4.171216	2.0425198	1.7026685	5.1114893	5.847592	0.105108	0.119536	0.123319
122.324	166.601	165.0	10.0	19.359976	4.5516205	2.5321467	1.7118528	6.3644967	7.0981164	0.105897	0.123803	0.125424
123.945	165.3	165.0	15.0	19.540205	7.3172536	5.7164087	1.6910884	14.07908	14.694809	0.109297	0.138354	0.136344
124.569	164.824	165.0	20.0	19.629574	11.052851	9.76208	1.6248392	23.692148	24.105068	0.112008	0.150541	0.1478
124.88	164.602	165.0	25.0	19.679962	15.410064	14.393022	1.5506219	34.680862	34.855003	0.114159	0.162725	0.159723
125.066	164.481	165.0	30.0	19.711851	20.187674	19.432909	1.4770732	46.66153	46.578205	0.115797	0.175217	0.172084
125.192	164.408	165.0	35.0	19.734425	25.247278	24.752514	1.4076734	59.34147	58.990074	0.11695	0.18807	0.184859
125.285	164.361	165.0	40.0	19.75141	30.487022	30.25359	1.3430268	72.49462	71.86892	0.117637	0.201286	0.19803
125.36	164.327	165.0	45.0	19.764654	35.82994	35.86048	1.2839112	85.945564	85.041695	0.117875	0.214852	0.211578
125.422	164.302	165.0	50.0	19.775255	41.2171	41.514652	1.2300642	99.55836	98.373245	0.117684	0.228751	0.225483
125.477	164.281	165.0	55.0	19.783838	46.60286	47.17078	1.1810914	113.22677	111.75802	0.117086	0.24296	0.239724
125.527	164.263	165.0	60.0	19.790684	51.95301	52.793827	1.1365495	126.87033	125.11379	0.116105	0.257456	0.254279
91.8803	279.78	170.0	0.5	2.1841884	15.41711	101.28496	0.77673674	1.5312162e-05	0.014363398	0.0995791	1.36393e-06	0.00914044
93.5856	239.216	170.0	0.7	11.195046	13.234243	51.42491	0.7873253	0.0025586053	0.03222231	0.0963222	0.000213834	0.0284203
88.3114	222.352	170.0	0.8999999999999999	19.486387	10.269941	30.827738	1.0019789	0.009618863	0.05585138	0.0937227	0.000852677	0.0529589
86.4743	217.38	170.0	1.0	22.410826	9.144661	24.827692	1.1077358	0.014479726	0.06982283	0.0929666	0.00116617	0.0638702
93.7489	195.004	170.0	2.0	24.37279	4.902397	5.689709	1.3441521	0.11447989	0.28720415	0.095187	0.00502759	0.10598
105.194	185.221	170.0	3.0	21.228792	3.8685093	2.2844336	1.318413	0.3425893	0.64072245	0.0979416	0.027236	0.111506
111.895	179.877	170.0	4.0	20.079054	3.3867588	1.2514694	1.3511047	0.72203904	1.1230133	0.0993079	0.0535069	0.1138
115.857	176.724	170.0	5.0	19.682077	3.143726	0.9384634	1.3918889	1.2518004	1.7270044	0.100224	0.0773305	0.115771
118.34	174.741	170.0	6.0	19.55699	3.0734174	0.9357999	1.4258039	1.9222379	2.4459848	0.101007	0.094639	0.117734
119.981	173.428	170.0	7.0	19.532482	3.1350079	1.1016189	1.4505138	2.72166	3.2735975	0.10173	0.106239	0.119737
121.116	172.53	170.0	8.0	19.546501	3.2964554	1.3755013	1.4654719	3.6383271	4.2038207	0.10241	0.113824	0.121782
121.93	171.883	170.0	9.0	19.573717	3.5527773	1.726821	1.4728765	4.6638145	5.2309513	0.103055	0.119519	0.123863
122.533	171.403	170.0	10.0	19.603683	3.8770013	2.1392994	1.4749004	5.789652	6.349584	0.103667	0.12388	0.125977
124.045	170.215	170.0	15.0	19.720222	6.239516	4.8441024	1.442218	12.697227	13.145062	0.106311	0.138747	0.136938
124.62	169.785	170.0	20.0	19.78325	9.426869	8.291759	1.3834077	21.287848	21.562834	0.108373	0.151076	0.148437
124.91	169.585	170.0	25.0	19.82019	13.141625	12.240718	1.320862	31.10354	31.178986	0.109925	0.163342	0.160403
125.085	169.477	170.0	30.0	19.844896	17.213848	16.5392	1.2598758	41.804558	41.665756	0.111002	0.175898	0.172806
125.205	169.411	170.0	35.0	19.863123	21.526245	21.076477	1.2029694	53.130417	52.768562	0.111627	0.188807	0.185625
125.299	169.368	170.0	40.0	19.876616	25.992376	25.768593	1.1498797	64.87967	64.28909	0.111818	0.202076	0.198838
125.372	169.338	170.0	45.0	19.88827	30.546618	30.55095	1.1016034	76.89527	76.072556	0.111606	0.215694	0.212428
125.432	169.315	170.0	50.0	19.898613	35.13851	35.373608	1.0578413	89.05497	87.99805	0.111017	0.229642	0.226375
125.485	169.296	170.0	55.0	19.907194	39.729828	40.197903	1.0180564	101.26511	99.971146	0.110072	0.2439	0.240657
125.534	169.28	170.0	60.0	19.91419	44.29096	44.993958	0.9818676	113.45291	111.9183	0.108795	0.258444	0.255252
93.2569	282.154	175.0	0.5	2.42784	15.131343	95.70202	0.73927236	2.278546e-05	0.012972156	0.0996804	2.03582e-06	0.00861755
94.328	242.447	175.0	0.7	11.694836	12.775013	48.603783	0.7620914	0.0025717083	0.028983425	0.0961886	0.000233828	0.0270467
88.911	225.954	175.0	0.8999999999999999	19.988363	9.818316	29.146801	0.97004825	0.009354163	0.050165	0.0935887	0.000876129	0.050806
87.064	221.083	175.0	1.0	22.884905	8.711039	23.478859	1.0706027	0.013986656	0.062688954	0.0928354	0.00117891	0.0614429
94.4681	199.045	175.0	2.0	24.697298	4.5342035	5.393199	1.2684274	0.10868701	0.2575453	0.0949449	0.00478655	0.105813
105.863	189.454	175.0	3.0	21.565868	3.4793248	2.1630583	1.2211905	0.32268697	0.57443124	0.097406	0.0268949	0.111889
112.454	184.275	175.0	4.0	20.4098	2.980449	1.1693206	1.2327495	0.67443025	1.006746	0.0984462	0.0529076	0.11428
116.311	181.254	175.0	5.0	19.99288	2.735357	0.8511476	1.254731	1.1608334	1.5481507	0.0990781	0.0775152	0.116275
118.706	179.372	175.0	6.0	19.840937	2.6553442	0.82188636	1.2739614	1.7715887	2.192629	0.0996199	0.0951297	0.118255
120.279	178.136	175.0	7.0	19.790236	2.6984084	0.9479847	1.2869442	2.4957173	2.9344835	0.100135	0.106762	0.120269
121.361	177.286	175.0	8.0	19.781097	2.8364568	1.1722193	1.2933059	3.3236916	3.768316	0.100633	0.114589	0.122323
122.134	176.681	175.0	9.0	19.78815	3.049311	1.4662156	1.2947485	4.2472644	4.689014	0.101113	0.120194	0.124413
122.704	176.241	175.0	10.0	19.801212	3.3189623	1.8146052	1.2927474	5.2587624	5.691733	0.101575	0.124296	0.126536
124.128	175.149	175.0	15.0	19.86723	5.345301	4.1202474	1.2555541	11.451687	11.783057	0.10359	0.139286	0.137539
124.667	174.756	175.0	20.0	19.908403	8.073898	7.0695605	1.2031472	19.144712	19.328571	0.105117	0.151673	0.14908
124.937	174.574	175.0	25.0	19.935986	11.252976	10.450093	1.1499265	27.932945	27.948292	0.106179	0.163995	0.16109
125.1	174.476	175.0	30.0	19.955776	14.73709	14.130531	1.0986136	37.513477	37.348415	0.106806	0.176601	0.173536
125.212	174.417	175.0	35.0	19.971525	18.42658	18.015642	1.051198	47.653465	47.300743	0.10702	0.18956	0.186398
125.297	174.378	175.0	40.0	19.98446	22.247723	22.033388	1.0073498	58.172527	57.62751	0.106845	0.202878	0.199654
125.366	174.351	175.0	45.0	19.99526	26.144459	26.128416	0.96739763	68.930275	68.189964	0.106307	0.216545	0.213287
125.425	174.33	175.0	50.0	20.00429	30.073973	30.257929	0.9309989	79.81789	78.87972	0.105428	0.230541	0.227275
125.477	174.313	175.0	55.0	20.011723	34.003296	34.388817	0.89784086	90.75091	89.61217	0.104234	0.244846	0.241598
125.527	174.297	175.0	60.0	20.017544	37.907055	38.495502	0.8676062	101.664	100.32135	0.10275	0.259437	0.256232
94.584	284.633	180.0	0.5	2.6849542	14.842256	90.60127	0.7050749	3.083975e-05	0.011749221	0.0997409	2.86688e-06	0.00809997
95.0399	245.762	180.0	0.7	12.179174	12.330647	46.025627	0.7385691	0.0025715765	0.026140977	0.096042	0.000253824	0.0256437
89.4816	229.629	180.0	0.8999999999999999	20.465384	9.38935	27.610174	0.9404806	0.009067389	0.04517735	0.09345	0.00089614	0.0485189
87.6225	224.853	180.0	1.0	23.334105	8.301716	22.245472	1.0363529	0.01346734	0.056432605	0.0927	0.00118903	0.0596573
95.1326	203.155	180.0	2.0	24.994434	4.200511	5.121666	1.2009163	0.1028761	0.23154642	0.0946932	0.00462113	0.105452
106.464	193.759	180.0	3.0	21.866035	3.142067	2.0532954	1.1368346	0.30287102	0.5163251	0.0968581	0.0272268	0.112255
112.946	188.742	180.0	4.0	20.695988	2.637083	1.097539	1.1324908	0.6279296	0.9048375	0.0975825	0.0522928	0.114758
116.703	185.845	180.0	5.0	20.256058	2.387354	0.77741563	1.1410512	1.0730917	1.3913865	0.0979497	0.0768485	0.116787
119.019	184.056	180.0	6.0	20.078209	2.3014624	0.7271525	1.1500088	1.6284726	1.9705663	0.0982735	0.0949522	0.118781
120.531	182.889	180.0	7.0	20.003998	2.3312595	0.82067317	1.155175	2.2842174	2.637256	0.0986049	0.106936	0.120806
121.566	182.09	180.0	8.0	19.974514	2.4465349	1.003848	1.1561033	3.0318363	3.3866043	0.0989438	0.114927	0.12287
122.304	181.524	180.0	9.0	19.964643	2.6288173	1.2501655	1.1539248	3.8641868	4.214017	0.0992831	0.120625	0.124969
122.846	181.109	180.0	10.0	19.963755	2.8645954	1.5450058	1.1496576	4.7751637	5.1151404	0.0996169	0.124996	0.1271
124.196	180.096	180.0	15.0	19.989525	4.58671	3.5169375	1.111499	10.340452	10.589293	0.1011	0.139606	0.138147
124.706	179.735	180.0	20.0	20.013832	6.939507	6.0490723	1.0646684	17.246943	17.370298	0.102181	0.152274	0.149731
124.962	179.568	180.0	25.0	20.032635	9.669714	8.95364	1.018672	25.135662	25.116673	0.102843	0.164657	0.161784
125.114	179.478	180.0	30.0	20.049196	12.662207	12.116545	0.9750216	33.735367	33.56438	0.103103	0.177322	0.174274
125.221	179.424	180.0	35.0	20.062204	15.830585	15.45557	0.93473244	42.8375	42.508347	0.102987	0.190332	0.187179
125.301	179.389	180.0	40.0	20.07341	19.112164	18.908648	0.89763826	52.280056	51.78881	0.10252	0.203701	0.200478
125.366	179.364	180.0	45.0	20.08309	22.458883	22.428137	0.8638954	61.937008	61.281082	0.101727	0.217417	0.214154
125.422	179.345	180.0	50.0	20.091349	25.833975	25.97723	0.8331921	71.71055	70.887764	0.100636	0.231463	0.228184
125.472	179.329	180.0	55.0	20.098223	29.209087	29.527487	0.8052757	81.524704	80.53281	0.0992695	0.245817	0.242547
125.518	179.315	180.0	60.0	20.103727	32.5625	33.05693	0.77986807	91.32097	90.15694	0.0976547	0.260455	0.257222
95.8655	287.207	185.0	0.5	2.953556	14.552426	85.935555	0.67367715	3.929802e-05	0.010662912	0.099758	3.86948e-06	0.00755089
95.7212	249.154	185.0	0.7	12.649188	11.901887	43.666782	0.71661115	0.0025594004	0.023624199	0.0958831	0.000273664	0.0240725
90.0232	233.369	185.0	0.8999999999999999	20.91824	8.982647	26.203842	0.91304666	0.008763769	0.040765967	0.093307	0.000913238	0.0443898
88.151	228.686	185.0	1.0	23.759344	7.9157653	21.116425	1.004736	0.012934298	0.05090075	0.092561	0.00119722	0.0502097
95.7431	207.327	185.0	2.0	25.269108	3.8977225	4.872846	1.1406372	0.097142264	0.20857884	0.0944338	0.00450473	0.10456
107.006	198.128	185.0	3.0	22.133266	2.8470924	1.9537247	1.0633245	0.28353035	0.46500194	0.0963038	0.0279976	0.112571
113.381	193.268	185.0	4.0	20.944448	2.34708	1.0344648	1.0469983	0.5831037	0.81482995	0.0967258	0.0527122	0.115212
117.045	190.488	185.0	5.0	20.480124	2.099367	0.7147766	1.0459175	0.9900921	1.2529331	0.0968477	0.0766968	0.11728
119.289	188.784	185.0	6.0	20.278028	2.0085597	0.6479493	1.047646	1.4948453	1.7744442	0.0969749	0.0946825	0.119291
120.747	187.678	185.0	7.0	20.182716	2.0254574	0.7146969	1.0475614	2.0885963	2.3747516	0.0971441	0.106812	0.121328
121.741	186.925	185.0	8.0	20.135849	2.1206908	0.86379546	1.0450203	2.763984	3.0494876	0.0973444	0.114996	0.123401
122.447	186.392	185.0	9.0	20.111847	2.275537	1.0702932	1.040641	3.5148168	3.7945151	0.0975618	0.120828	0.125508
122.966	186.002	185.0	10.0	20.099527	2.4775922	1.3204216	1.0351149	4.3357997	4.6059146	0.0977858	0.125297	0.127648
124.253	185.055	185.0	15.0	20.092903	3.9724662	3.0120628	0.9974955	9.345225	9.535009	0.0988163	0.140439	0.138735
124.738	184.719	185.0	20.0	20.1036	5.9911356	5.1934667	0.9556377	15.558861	15.640836	0.0995224	0.15293	0.150361
124.982	184.565	185.0	25.0	20.11539	8.342728	7.697788	0.91550183	22.6554	22.615911	0.09985	0.165344	0.162456
125.13	184.482	185.0	30.0	20.126932	10.920437	10.425505	0.8777678	30.391607	30.22249	0.0998098	0.178044	0.174988
125.23	184.432	185.0	35.0	20.13841	13.65093	13.305311	0.8430859	38.57971	38.275913	0.0994278	0.191102	0.187935
125.305	184.4	185.0	40.0	20.148788	16.479338	16.283512	0.81127995	47.07402	46.63233	0.0987308	0.204519	0.201276
125.367	184.377	185.0	45.0	20.157125	19.363794	19.318998	0.7823116	55.761536	55.17947	0.0977412	0.21828	0.214993
125.421	184.36	185.0	50.0	20.1643	22.272943	22.380018	0.7559655	64.55393	63.829624	0.0964866	0.232371	0.229063
125.469	184.345	185.0	55.0	20.170301	25.182344	25.442019	0.7320213	73.38286	72.51432	0.0949919	0.246771	0.243466
125.514	184.331	185.0	60.0	20.175097	28.073252	28.486044	0.7102426	82.195595	81.18018	0.0932819	0.261454	0.258179
97.1036	289.859	190.0	0.5	3.2311573	14.260184	81.66042	0.6447759	4.7959136e-05	0.009699517	0.0997281	5.05548e-06	0.00718696
96.3728	252.619	190.0	0.7	13.104408	11.489023	41.504803	0.6961312	0.0025343145	0.021399692	0.0957128	0.000293168	0.0230821
90.5367	237.171	190.0	0.8999999999999999	21.350136	8.597403	24.914549	0.8875806	0.0084500685	0.03687133	0.0931606	0.000927912	0.0348304
88.6508	232.578	190.0	1.0	24.161795	7.552404	20.081003	0.9755174	0.012394527	0.046018414	0.0924195	0.00120405	0.0398553
96.3063	211.556	190.0	2.0	25.521366	3.622831	4.644447	1.0866326	0.09154484	0.18832712	0.0941696	0.00442411	0.104529
107.495	202.552	190.0	3.0	22.371424	2.5878963	1.8630888	0.9989731	0.26483288	0.41975516	0.0957482	0.0289706	0.112818
113.767	197.844	190.0	4.0	21.160053	2.0987835	0.97869956	0.9736207	0.5404981	0.73548347	0.0958825	0.0538569	0.115638
117.344	195.173	190.0	5.0	20.671953	1.8570786	0.661264	0.9655769	0.9120984	1.1308825	0.0957784	0.0775537	0.117752
119.523	193.546	190.0	6.0	20.447563	1.7647425	0.5814778	0.9621937	1.3708757	1.601559	0.0957286	0.0952383	0.119784
120.932	192.495	190.0	7.0	20.333714	1.7721725	0.62619495	0.95856375	1.908997	2.1433513	0.0957541	0.107222	0.121833
121.891	191.782	190.0	8.0	20.271935	1.8506182	0.7468537	0.9537941	2.5199926	2.7523177	0.0958332	0.115367	0.123915
122.57	191.279	190.0	9.0	20.236032	1.9823238	0.9199862	0.9481105	3.198469	3.4247239	0.0959448	0.121206	0.126031
123.068	190.913	190.0	10.0	20.214207	2.1557524	1.132552	0.9418785	3.9398007	4.157032	0.0960738	0.125698	0.128179
124.301	190.024	190.0	15.0	20.181002	3.4458861	2.587849	0.9056452	8.459023	8.605666	0.0967168	0.140949	0.139306
124.765	189.709	190.0	20.0	20.180683	5.190565	4.4731803	0.868074	14.062015	14.116332	0.0971049	0.153508	0.150972
125.0	189.565	190.0	25.0	20.186766	7.2232084	6.6395903	0.83269304	20.460802	20.411516	0.0971533	0.165976	0.163107
125.142	189.487	190.0	30.0	20.19467	9.451511	8.999842	0.79976976	27.436459	27.27665	0.0968657	0.178725	0.17568
125.24	189.441	190.0	35.0	20.202965	11.81189	11.491879	0.7694474	34.819843	34.54507	0.0962655	0.191827	0.188668
125.312	189.411	190.0	40.0	20.21159	14.25749	14.069146	0.7417758	42.4794	42.086952	0.0953821	0.20529	0.202049
125.368	189.39	190.0	45.0	20.22024	16.752575	16.695972	0.7166698	50.312737	49.80097	0.0942445	0.219106	0.215805
125.42	189.374	190.0	50.0	20.226358	19.268496	19.344893	0.69375664	58.241047	57.607956	0.0928659	0.233243	0.229915
125.467	189.361	190.0	55.0	20.23147	21.784836	21.994646	0.6729354	66.20226	65.44611	0.0912765	0.247687	0.244356
125.511	189.348	190.0	60.0	20.235481	24.285362	24.628828	0.6540014	74.14881	73.26729	0.0894999	0.262415	0.259106
98.3002	292.589	195.0	0.5	3.516327	13.959136	77.74284	0.618142	5.7050533e-05	0.008837119	0.0996474	6.42576e-06	0.00587905
96.9963	256.155	195.0	0.7	13.544235	11.092286	39.523174	0.6770128	0.002498414	0.019417595	0.0955322	0.000312149	0.0181104
91.0239	241.031	195.0	0.8999999999999999	21.760136	8.233025	23.732422	0.8639167	0.00813004	0.033406608	0.0930117	0.000940529	0.027918
89.1232	236.525	195.0	1.0	24.542213	7.2104335	19.131508	0.9484882	0.011854762	0.041676905	0.092276	0.00121004	0.0325449
96.8267	215.837	195.0	2.0	25.752981	3.3731842	4.4346504	1.0381145	0.08612047	0.17034234	0.0939027	0.00437122	0.0942545
107.938	207.027	195.0	3.0	22.583687	2.3593912	1.7804579	0.94238603	0.24693798	0.3795825	0.0951956	0.0300275	0.112935
114.111	202.462	195.0	4.0	21.348415	1.8847116	0.9292241	0.9102398	0.5003141	0.66504085	0.0950576	0.0553036	0.116031
117.608	199.893	195.0	5.0	20.837294	1.6509933	0.6153273	0.8971496	0.8396796	1.0225317	0.0947457	0.0789194	0.118203
119.728	198.338	195.0	6.0	20.592596	1.558759	0.5254656	0.89014065	1.2567972	1.448083	0.0945366	0.0963363	0.120258
121.094	197.337	195.0	7.0	20.462536	1.5587369	0.5519178	0.8841135	1.7448425	1.9379323	0.0944347	0.108092	0.12232
122.021	196.66	195.0	8.0	20.38784	1.6231382	0.64885026	0.8779125	2.2981615	2.4885154	0.0944073	0.11609	0.124413
122.676	196.183	195.0	9.0	20.341862	1.7351849	0.79395545	0.87148815	2.9120393	3.0964563	0.0944267	0.121844	0.126538
123.156	195.836	195.0	10.0	20.312078	1.88426	0.9747957	0.8648906	3.5824127	3.7585564	0.0944733	0.126289	0.128694
124.342	194.998	195.0	15.0	20.256922	3.0003853	2.230054	0.8304945	7.6662245	7.7806892	0.0947823	0.1415	0.13986
124.788	194.702	195.0	20.0	20.247437	4.5125694	3.8645346	0.7965252	12.728193	12.763035	0.0948996	0.154092	0.151564
125.014	194.567	195.0	25.0	20.248632	6.2749906	5.744521	0.7650505	18.50896	18.454687	0.094713	0.166602	0.163739
125.152	194.494	195.0	30.0	20.253405	8.207298	7.7932997	0.7360475	24.81097	24.661648	0.0942202	0.179394	0.176351
125.247	194.451	195.0	35.0	20.259335	10.254323	9.956653	0.70929295	31.481462	31.23323	0.0934425	0.192539	0.189378
125.319	194.422	195.0	40.0	20.265635	12.375287	12.194061	0.68491286	38.401726	38.05206	0.0924071	0.206043	0.202799
125.375	194.403	195.0	45.0	20.272299	14.539398	14.474541	0.66279626	45.47916	45.026512	0.0911432	0.219899	0.216593
125.42	194.388	195.0	50.0	20.279778	16.723146	16.774153	0.64276356	52.641346	52.08503	0.0896828	0.234092	0.230741
125.465	194.376	195.0	55.0	20.283983	18.906412	19.07449	0.624451	59.833942	59.171734	0.088024	0.24858	0.245219
125.508	194.364	195.0	60.0	20.287172	21.076132	21.361298	0.6077991	67.01323	66.24307	0.0862019	0.263351	0.260004
99.4573	295.341	200.0	0.5	3.8061385	14.809483	74.14785	0.59353006	6.624954e-05	0.008068657	0.0995106	8.67492e-06	0.00464925
97.5918	259.754	200.0	0.7	13.969757	10.711948	37.704105	0.659166	0.0024540238	0.017656505	0.095342	0.000330501	0.0143397
91.4862	244.946	200.0	0.8999999999999999	22.150652	7.888911	22.646946	0.8419316	0.0078076012	0.030331263	0.092861	0.000951482	0.0231246
89.5695	240.524	200.0	1.0	24.902105	6.888905	18.259495	0.92346054	0.011320218	0.03782436	0.0921314	0.00121553	0.0274271
97.3079	220.166	200.0	2.0	25.965637	3.146284	4.2418427	0.99439436	0.08090987	0.15439628	0.0936346	0.00434073	0.0843447
108.34	211.545	200.0	3.0	22.773468	2.1574	1.7049338	0.89240664	0.22996823	0.34396896	0.0946491	0.0311171	0.113071
114.419	207.118	200.0	4.0	21.513538	1.6991931	0.88511634	0.85515827	0.4626686	0.6025958	0.0942547	0.0568467	0.116374
117.842	204.644	200.0	5.0	20.980598	1.4744699	0.5756692	0.8384058	0.77247703	0.9264846	0.093752	0.0804462	0.11863
119.908	203.153	200.0	6.0	20.717487	1.3833312	0.4779969	0.8288232	1.1520629	1.3120368	0.0933995	0.0976149	0.120714
121.236	202.197	200.0	7.0	20.573273	1.3773946	0.48944032	0.82118106	1.595298	1.755843	0.0931843	0.109124	0.122792
122.134	201.553	200.0	8.0	20.487448	1.4299552	0.56650716	0.8140647	2.0972154	2.254675	0.0930631	0.116945	0.124895
122.769	201.1	200.0	9.0	20.432854	1.5252753	0.6878604	0.80725276	2.6536665	2.8054733	0.0930016	0.122583	0.127029
123.233	200.77	200.0	10.0	20.396355	1.6535296	0.841848	0.8005146	3.261061	3.4053402	0.0929763	0.126955	0.129193
124.378	199.976	200.0	15.0	20.32278	2.6213183	1.9272013	0.7680351	6.959202	7.0494194	0.0929963	0.142066	0.140397
124.809	199.697	200.0	20.0	20.305563	3.935675	3.3483474	0.7371913	11.541893	11.563459	0.0928816	0.154673	0.15214
125.027	199.57	200.0	25.0	20.30263	5.468268	4.984682	0.7089609	16.775246	16.720135	0.0924962	0.167218	0.164352
125.16	199.501	200.0	30.0	20.30473	7.148943	6.768461	0.68318605	22.480564	22.343683	0.0918322	0.18005	0.177003
125.253	199.46	200.0	35.0	20.308651	8.929614	8.652201	0.6593756	28.519592	28.297585	0.090909	0.193235	0.190068
125.324	199.434	200.0	40.0	20.313204	10.774764	10.600481	0.63771063	34.784874	34.47549	0.0897522	0.20678	0.203526
125.38	199.415	200.0	45.0	20.317932	12.657453	12.586267	0.6180399	41.192665	40.794395	0.0883881	0.220674	0.217358
125.428	199.401	200.0	50.0	20.322887	14.557157	14.588765	0.6001829	47.6776	47.189465	0.086844	0.234901	0.231541
125.464	199.39	200.0	55.0	20.329433	16.45852	16.59182	0.58407044	54.188156	53.610065	0.0851565	0.249448	0.246055
125.505	199.379	200.0	60.0	20.331789	18.34693	18.583101	0.56928235	60.68777	60.016747	0.0833045	0.264261	0.260875
99.4573	295.341	200.0	0.5	3.8061385	14.809483	74.14785	0.59353006	6.624954e-05	0.008068657	0.0995106	8.67492e-06	0.00464925
97.5918	259.754	200.0	0.7	13.969757	10.711948	37.704105	0.659166	0.0024540238	0.017656505	0.095342	0.000330501	0.0143397
91.4862	244.946	200.0	0.8999999999999999	22.150652	7.888911	22.646946	0.8419316	0.0078076012	0.030331263	0.092861	0.000951482	0.0231246
89.5695	240.524	200.0	1.0	24.902105	6.888905	18.259495	0.92346054	0.011320218	0.03782436	0.0921314	0.00121553	0.0274271
97.3079	220.166	200.0	2.0	25.965637	3.146284	4.2418427	0.99439436	0.08090987	0.15439628	0.0936346	0.00434073	0.0843447
108.34	211.545	200.0	3.0	22.773468	2.1574	1.7049338	0.89240664	0.22996823	0.34396896	0.0946491	0.0311171	0.113071
114.419	207.118	200.0	4.0	21.513538	1.6991931	0.88511634	0.85515827	0.4626686	0.6025958	0.0942547	0.0568467	0.116374
117.842	204.644	200.0	5.0	20.980598	1.4744699	0.5756692	0.8384058	0.77247703	0.9264846	0.093752	0.0804462	0.11863
119.908	203.153	200.0	6.0	20.717487	1.3833312	0.4779969	0.8288232	1.1520629	1.3120368	0.0933995	0.0976149	0.120714
121.236	202.197	200.0	7.0	20.573273	1.3773946	0.48944032	0.82118106	1.595298	1.755843	0.0931843	0.109124	0.122792
122.134	201.553	200.0	8.0	20.487448	1.4299552	0.56650716	0.8140647	2.0972154	2.254675	0.0930631	0.116945	0.124895
122.769	201.1	200.0	9.0	20.432854	1.5252753	0.6878604	0.80725276	2.6536665	2.8054733	0.0930016	0.122583	0.127029
123.233	200.77	200.0	10.0	20.396355	1.6535296	0.841848	0.8005146	3.261061	3.4053402	0.0929763	0.126955	0.129193
124.378	199.976	200.0	15.0	20.32278	2.6213183	1.9272013	0.7680351	6.959202	7.0494194	0.0929963	0.142066	0.140397
