m_h	m_H	m_A	tb	xs_gg_h	xs_gg_H	xs_gg_A	xs_bb_h	xs_bb_H	xs_bb_A	br_h_tautau	br_H_tautau	br_A_tautau
123.609	380.322	380.0	9.0	48.126183	0.2771668	0.47965074	0.74680686	0.6253801	0.6315648	0.0719741	0.116763	0.101992
123.918	380.192	380.0	10.0	47.953896	0.26020655	0.41088596	0.74023825	0.76093	0.7664939	0.0713452	0.125861	0.113819
124.676	379.887	380.0	15.0	47.539455	0.2673449	0.30282757	0.7196657	1.5843157	1.5861685	0.0690747	0.15128	0.145879
124.962	379.782	380.0	20.0	47.387264	0.3392177	0.34288025	0.70682657	2.604087	2.6015325	0.0672871	0.167089	0.163147
125.11	379.735	380.0	25.0	47.31096	0.43842664	0.43388942	0.6967913	3.768877	3.7614517	0.0656093	0.18138	0.177738
125.203	379.711	380.0	30.0	47.264023	0.55309623	0.5493732	0.68824756	5.0390005	5.02639	0.0639625	0.195539	0.191886
125.271	379.696	380.0	35.0	47.230537	0.677419	0.6785259	0.6805788	6.3836474	6.3656387	0.0623273	0.209897	0.206129
125.324	379.687	380.0	40.0	47.203785	0.80785614	0.8157451	0.6736028	7.778835	7.755276	0.0606987	0.224545	0.220621
125.371	379.681	380.0	45.0	47.18042	0.9420066	0.9576425	0.6672199	9.205874	9.176631	0.0590752	0.239502	0.235408
125.413	379.675	380.0	50.0	47.158558	1.078121	1.1019408	0.6613945	10.650212	10.615117	0.0574555	0.254762	0.250492
125.452	379.668	380.0	55.0	47.137062	1.2148937	1.2470226	0.6560775	12.100549	12.059349	0.0558397	0.270307	0.265863
125.492	379.661	380.0	60.0	47.115047	1.3513427	1.3917376	0.6511895	13.548161	13.50045	0.0542286	0.286114	0.281499
119.756	445.075	390.0	0.5	31.863483	23.267197	125.62646	0.6694984	0.0003919164	0.002113205	0.0799156	3.50964e-06	4.034e-06
106.041	424.142	390.0	0.7	51.08976	15.347022	64.27872	0.97307456	0.0018085735	0.004061488	0.0884336	2.2132e-05	1.43583e-05
97.7666	415.048	390.0	0.8999999999999999	64.068634	10.346527	38.921593	1.252636	0.0038898836	0.006622598	0.0885154	7.13722e-05	3.78731e-05
95.6716	412.244	390.0	1.0	67.86696	8.688556	31.530348	1.3456903	0.005147329	0.008135008	0.0881313	0.000112836	5.70676e-05
103.573	399.49	390.0	2.0	62.589325	2.6654084	7.8595533	1.1600664	0.02634586	0.03164683	0.0870636	0.00179389	0.00087933
113.032	394.883	390.0	3.0	54.966934	1.3054603	3.4796965	0.93287313	0.063455	0.069877885	0.0830789	0.0080167	0.00429706
117.74	392.802	390.0	4.0	51.71698	0.78413486	1.9545941	0.83945	0.11525575	0.12203561	0.0791309	0.021529	0.0126461
120.233	391.728	390.0	5.0	50.143486	0.5349408	1.255257	0.7956791	0.18059388	0.18735564	0.0764179	0.0418277	0.0271264
121.681	391.113	390.0	6.0	49.270935	0.4000958	0.8809181	0.7701748	0.2585692	0.2651123	0.074588	0.0646192	0.0462781
122.59	390.732	390.0	7.0	48.738213	0.32164043	0.66034484	0.75402427	0.34841523	0.35461813	0.0732942	0.0853812	0.0666698
123.195	390.48	390.0	8.0	48.390057	0.27423754	0.5220481	0.7428096	0.44944176	0.4552219	0.0723257	0.102094	0.0852402
123.618	390.307	390.0	9.0	48.149445	0.24542975	0.4318722	0.73461014	0.56101084	0.56630665	0.0715603	0.114847	0.100615
123.925	390.182	390.0	10.0	47.975964	0.22856522	0.3718503	0.7281991	0.68252546	0.687288	0.0709262	0.124521	0.112788
124.678	389.887	390.0	15.0	47.5583	0.229647	0.27644256	0.70831203	1.420658	1.4222322	0.0686383	0.15128	0.145892
124.962	389.786	390.0	20.0	47.40462	0.29003674	0.30953383	0.6960623	2.3348527	2.3326373	0.066841	0.167442	0.163486
125.109	389.741	390.0	25.0	47.32736	0.37496915	0.3868648	0.6865558	3.3790574	3.3726554	0.0651587	0.18187	0.178208
125.202	389.717	390.0	30.0	47.2797	0.47360104	0.48542756	0.6784868	4.5176945	4.506837	0.0635112	0.196109	0.19243
125.269	389.704	390.0	35.0	47.24563	0.58073664	0.59587145	0.67125756	5.723142	5.7076473	0.0618785	0.210525	0.206726
125.322	389.695	390.0	40.0	47.218346	0.69322544	0.7133247	0.6646859	6.9739	6.9536376	0.060255	0.225221	0.221262
125.368	389.688	390.0	45.0	47.194515	0.80895025	0.834871	0.6586715	8.253212	8.228066	0.0586385	0.240223	0.236087
125.41	389.683	390.0	50.0	47.172222	0.92639303	0.9585272	0.6531805	9.548032	9.517857	0.0570278	0.255525	0.251207
125.45	389.677	390.0	55.0	47.15031	1.0444207	1.0829055	0.64816946	10.848229	10.812798	0.0554222	0.271111	0.26661
125.489	389.669	390.0	60.0	47.127903	1.1621839	1.2070081	0.6435606	12.145986	12.104932	0.0538225	0.286957	0.282278
119.957	453.361	400.0	0.5	32.5479	21.816757	109.64848	0.66343623	0.0003701248	0.0019215574	0.0793925	3.41689e-06	3.81551e-06
106.106	433.033	400.0	0.7	51.6245	14.362924	56.11105	0.9672155	0.0016643337	0.003672836	0.0882605	2.05976e-05	1.36407e-05
97.826	424.24	400.0	0.8999999999999999	64.45243	9.675785	33.9814	1.2446071	0.0035541332	0.005974302	0.0884001	6.50442e-05	3.60554e-05
95.7368	421.531	400.0	1.0	68.20109	8.122444	27.530811	1.3363026	0.004694464	0.007333306	0.0880245	0.000102213	5.43643e-05
103.664	409.185	400.0	2.0	62.587093	2.4811044	6.8721905	1.1460295	0.023847839	0.028459491	0.0868974	0.00160897	0.000840108
113.095	404.721	400.0	3.0	55.024803	1.2090575	3.049492	0.919871	0.057254896	0.06281121	0.0828159	0.00726682	0.00411377
117.781	402.706	400.0	4.0	51.7581	0.72180676	1.7182782	0.82714576	0.10382636	0.10967648	0.0788143	0.0197991	0.0121473
120.261	401.667	400.0	5.0	50.17614	0.48879787	1.1077318	0.7837572	0.16254178	0.16836849	0.076074	0.0391402	0.0261944
121.701	401.072	400.0	6.0	49.298767	0.36256358	0.7808073	0.7585355	0.23260121	0.23823525	0.0742284	0.0615365	0.0449895
122.604	400.704	400.0	7.0	48.762936	0.28888646	0.5880731	0.74259555	0.3133204	0.31865898	0.0729244	0.0825248	0.0652648
123.206	400.461	400.0	8.0	48.412743	0.24413896	0.4671586	0.7315666	0.40408143	0.4090546	0.0719484	0.0997825	0.083954
123.626	400.293	400.0	9.0	48.17066	0.21668755	0.3881932	0.7235278	0.5043122	0.50886774	0.0711773	0.113125	0.0995747
123.932	400.172	400.0	10.0	47.996082	0.20031098	0.3355565	0.71726114	0.6134771	0.6175733	0.0705385	0.123307	0.112021
124.68	399.888	400.0	15.0	47.57553	0.19721393	0.25088975	0.69799745	1.2765895	1.2779441	0.0682352	0.151296	0.145974
124.963	399.79	400.0	20.0	47.420498	0.24823903	0.27827454	0.6862814	2.0978734	2.0959725	0.0664298	0.16779	0.163841
125.109	399.747	400.0	25.0	47.342365	0.3212764	0.34422508	0.67725295	3.0359592	3.0304625	0.0647437	0.18235	0.178678
125.201	399.724	400.0	30.0	47.294064	0.4064476	0.42867112	0.6696131	4.058884	4.0495615	0.063096	0.196663	0.192966
125.267	399.711	400.0	35.0	47.25944	0.49912065	0.5234744	0.6627812	5.141832	5.1285286	0.0614658	0.211134	0.207311
125.321	399.702	400.0	40.0	47.231693	0.5964884	0.6244092	0.6565752	6.2654853	6.2480917	0.0598473	0.225878	0.221887
125.366	399.696	400.0	45.0	47.207443	0.69668925	0.72891617	0.65089405	7.414792	7.3932076	0.0582376	0.240923	0.236749
125.408	399.69	400.0	50.0	47.18476	0.79838943	0.8352823	0.6457056	8.57803	8.552126	0.0566352	0.256266	0.251902
125.447	399.684	400.0	55.0	47.162476	0.9006088	0.9423105	0.6409713	9.746098	9.715673	0.0550393	0.271891	0.267337
125.486	399.677	400.0	60.0	47.139706	1.0026085	1.0491337	0.63661486	10.911973	10.876699	0.0534503	0.287776	0.283034
120.129	461.698	410.0	0.5	33.20123	20.426489	96.085045	0.6579967	0.00034919355	0.0017484559	0.0789189	3.33846e-06	3.645e-06
106.161	441.976	410.0	0.7	52.17751	13.40739	49.175983	0.9618645	0.0015329012	0.0033256796	0.0880992	1.93589e-05	1.3087e-05
97.8783	433.472	410.0	0.8999999999999999	64.81331	9.01871	29.78558	1.2372427	0.0032504585	0.0053978637	0.0882917	6.00944e-05	3.46607e-05
95.7962	430.854	410.0	1.0	68.51388	7.5664215	24.133389	1.3276465	0.004285664	0.0066214143	0.0879241	9.39835e-05	5.22941e-05
103.748	418.899	410.0	2.0	62.75522	2.2988176	6.0314217	1.133128	0.02161662	0.025641281	0.0867416	0.00146842	0.000810261
113.153	414.569	410.0	3.0	55.077682	1.114381	2.681668	0.9079661	0.051744662	0.056567904	0.0825701	0.00668735	0.00397422
117.819	412.616	410.0	4.0	51.79561	0.6614068	1.5150466	0.81590176	0.09369424	0.098760396	0.0785194	0.0184293	0.011766
120.287	411.61	410.0	5.0	50.205936	0.44485396	0.97987056	0.77287334	0.14656068	0.15160047	0.0757542	0.0369469	0.0254772
121.72	411.035	410.0	6.0	49.32414	0.32745793	0.6932312	0.74791664	0.2096313	0.21450113	0.0738943	0.058942	0.0439897
122.618	410.678	410.0	7.0	48.78553	0.25878233	0.52417326	0.73217285	0.28229356	0.2869062	0.072581	0.0800577	0.0641677
123.216	410.443	410.0	8.0	48.433483	0.21690463	0.4180286	0.72131544	0.36399302	0.36828893	0.0715984	0.097749	0.0829487
123.634	410.28	410.0	9.0	48.190056	0.19102523	0.34862846	0.71342427	0.45421562	0.45815027	0.0708222	0.111594	0.0987676
123.938	410.164	410.0	10.0	48.014492	0.17536664	0.30227488	0.70729005	0.5524797	0.5560174	0.0701792	0.122223	0.111439
124.682	409.888	410.0	15.0	47.591324	0.16945411	0.22689721	0.688595	1.1493753	1.1505464	0.0678623	0.15133	0.146104
124.963	409.794	410.0	20.0	47.43505	0.21277893	0.24962212	0.67736375	1.8886518	1.8870142	0.0660497	0.168134	0.164206
125.108	409.752	410.0	25.0	47.356144	0.27584806	0.3060556	0.66876894	2.7330713	2.7283318	0.0643606	0.182818	0.179143
125.2	409.73	410.0	30.0	47.307236	0.34966677	0.3786669	0.6615163	3.6538615	3.6458225	0.062713	0.197203	0.193492
125.266	409.717	410.0	35.0	47.272133	0.430099	0.46033266	0.6550473	4.628683	4.617213	0.0610855	0.211728	0.207882
125.319	409.709	410.0	40.0	47.243958	0.51466864	0.5473761	0.6491731	5.6401467	5.625151	0.0594718	0.226517	0.222497
125.364	409.703	410.0	45.0	47.219326	0.601719	0.6375488	0.6437946	6.674702	6.656095	0.0578686	0.241603	0.237393
125.406	409.698	410.0	50.0	47.19628	0.6900865	0.7293658	0.6388807	7.7217975	7.6994658	0.0562741	0.256986	0.252578
125.445	409.692	410.0	55.0	47.173664	0.7789094	0.821786	0.6343977	8.773241	8.747003	0.0546872	0.272649	0.268043
125.484	409.684	410.0	60.0	47.150562	0.8675491	0.91405994	0.6302706	9.82271	9.79227	0.0531082	0.288572	0.283769
120.289	470.107	420.0	0.5	33.819016	19.099327	84.485275	0.6529871	0.0003300944	0.0015929354	0.0784747	3.27022e-06	3.50727e-06
106.212	450.97	420.0	0.7	52.654594	12.489487	43.24368	0.95691144	0.0014129692	0.0030160544	0.0879474	1.83393e-05	1.26447e-05
97.9268	442.743	420.0	0.8999999999999999	65.149994	8.385086	26.195612	1.2303987	0.0029761193	0.0048853057	0.0881898	5.61288e-05	3.35537e-05
95.8514	440.213	420.0	1.0	68.80523	7.0294685	21.226143	1.3196017	0.003917107	0.0059889774	0.0878297	8.74427e-05	5.0654e-05
103.826	428.629	420.0	2.0	62.911636	2.122622	5.3104825	1.1212368	0.019621499	0.023144793	0.0865953	0.0013586	0.000786781
113.207	424.427	420.0	3.0	55.126095	1.0235873	2.3651698	0.89703465	0.046838764	0.051040284	0.0823401	0.00622935	0.00386448
117.855	422.533	420.0	4.0	51.829952	0.60415125	1.339326	0.8055966	0.08469404	0.08909749	0.0782442	0.0173264	0.0114654
120.311	421.557	420.0	5.0	50.233177	0.4037898	0.86862695	0.7629069	0.132383	0.13675874	0.0754562	0.0351382	0.0249089
121.737	420.999	420.0	6.0	49.34734	0.2951418	0.6164745	0.73819894	0.18926883	0.19349456	0.0735834	0.0567478	0.0431931
122.63	420.653	420.0	7.0	48.80623	0.23146953	0.46772677	0.7226378	0.25480196	0.2588033	0.0722617	0.0779257	0.0632906
123.225	420.426	420.0	8.0	48.45249	0.19252288	0.37415487	0.7119393	0.32848373	0.33220983	0.0712731	0.0959645	0.0821466
123.641	420.268	420.0	9.0	48.207848	0.16831838	0.31298712	0.7041842	0.40985128	0.41326398	0.0704923	0.110238	0.0981308
123.943	420.155	420.0	10.0	48.0314	0.15350994	0.27204794	0.6981719	0.49847063	0.50153935	0.0698455	0.121261	0.110991
124.683	419.889	420.0	15.0	47.60583	0.1457491	0.20478022	0.6799971	1.03678	1.0377997	0.0675165	0.151385	0.146267
124.963	419.798	420.0	20.0	47.448452	0.18271318	0.22366835	0.6692079	1.7034985	1.702088	0.0656977	0.168477	0.164575
125.108	419.757	420.0	25.0	47.368816	0.23737378	0.27211496	0.661008	2.4650438	2.4609501	0.0640061	0.183278	0.179603
125.199	419.736	420.0	30.0	47.31937	0.3015739	0.33476332	0.6541066	3.295467	3.28852	0.0623589	0.197731	0.194007
125.265	419.723	420.0	35.0	47.283825	0.37160558	0.4053456	0.6479692	4.1746197	4.164707	0.0607343	0.212306	0.208439
125.317	419.716	420.0	40.0	47.255264	0.4452856	0.48065576	0.64239717	5.086819	5.07386	0.0591251	0.227139	0.223091
125.363	419.71	420.0	45.0	47.23028	0.52114624	0.5587178	0.63729435	6.0198445	6.0037637	0.0575282	0.242265	0.23802
125.404	419.705	420.0	50.0	47.206917	0.59816605	0.63823366	0.63263077	6.964178	6.9448767	0.0559411	0.257686	0.253236
125.443	419.699	420.0	55.0	47.183987	0.6755915	0.7183016	0.6283765	7.9124327	7.8897476	0.0543626	0.273387	0.26873
125.482	419.691	420.0	60.0	47.1606	0.7528591	0.7982529	0.62445855	8.858908	8.832571	0.052793	0.289345	0.284483
120.437	478.582	430.0	0.5	34.39963	17.837988	74.51715	0.64829665	0.00031223323	0.0014526001	0.0780575	3.21037e-06	3.39313e-06
106.259	460.01	430.0	0.7	53.087376	11.615372	38.144978	0.9522784	0.0013025543	0.002738979	0.0878052	1.74878e-05	1.22823e-05
97.972	452.051	430.0	0.8999999999999999	65.46527	7.780542	23.109468	1.2240458	0.0027276278	0.004428236	0.088094	5.28897e-05	3.26524e-05
95.9027	449.604	430.0	1.0	69.07737	6.517008	18.72661	1.3121216	0.0035844184	0.0054255873	0.0877409	8.21363e-05	4.93215e-05
103.898	438.374	430.0	2.0	63.01983	1.9550025	4.68954	1.1102507	0.01783716	0.020928264	0.0864577	0.00127086	0.000767849
113.256	434.293	430.0	3.0	55.170483	0.93788815	2.0917654	0.8869698	0.042466585	0.04613561	0.0821247	0.00586032	0.00377607
117.887	432.454	430.0	4.0	51.861332	0.550663	1.1869078	0.79612523	0.07668777	0.080525465	0.0779869	0.0164248	0.0112228
120.333	431.508	430.0	5.0	50.25816	0.36589003	0.77163714	0.753755	0.11978396	0.12359389	0.0751781	0.0336309	0.0244488
121.752	430.966	430.0	6.0	49.36863	0.2656888	0.54913956	0.72928053	0.17118481	0.17486244	0.0732935	0.0548811	0.042546
122.642	430.631	430.0	7.0	48.82525	0.20689966	0.4177508	0.71388966	0.23039612	0.23387784	0.0719643	0.0760789	0.0625774
123.234	430.41	430.0	8.0	48.469967	0.17084177	0.33513084	0.70333856	0.29696852	0.30021068	0.0709703	0.0943989	0.0814972
123.648	430.257	430.0	9.0	48.224224	0.14833292	0.2810524	0.69570917	0.37048438	0.37345424	0.0701853	0.10904	0.0976226
123.949	430.148	430.0	10.0	48.046967	0.13443772	0.24478424	0.6898093	0.4505519	0.4532231	0.0695352	0.120411	0.110646
124.685	429.889	430.0	15.0	47.61921	0.12552713	0.18462138	0.67211187	0.93691456	0.9378081	0.0671954	0.151458	0.146455
124.963	429.801	430.0	20.0	47.460804	0.15720682	0.2003235	0.6617268	1.5392987	1.538084	0.0653712	0.168818	0.164945
125.107	429.762	430.0	25.0	47.380516	0.20474248	0.24205382	0.6538877	2.227362	2.2238207	0.0636776	0.183728	0.180055
125.198	429.741	430.0	30.0	47.33058	0.2607532	0.2962718	0.6473072	2.9776587	2.9716444	0.062031	0.198245	0.194511
125.263	429.729	430.0	35.0	47.29463	0.3219116	0.35746753	0.6414727	3.7719846	3.7634	0.0604091	0.21287	0.208983
125.316	429.722	430.0	40.0	47.265717	0.38628888	0.42282242	0.6361769	4.596169	4.584945	0.0588044	0.227745	0.223669
125.361	429.717	430.0	45.0	47.240417	0.45259264	0.49061105	0.63132596	5.4391694	5.425242	0.0572133	0.24291	0.23863
125.402	429.712	430.0	50.0	47.216755	0.5199146	0.5596895	0.626891	6.292387	6.275667	0.0556333	0.258368	0.253877
125.441	429.706	430.0	55.0	47.193554	0.5875974	0.6292667	0.62284607	7.1491475	7.1294885	0.0540627	0.274105	0.269399
125.48	429.698	430.0	60.0	47.16989	0.6551503	0.69875	0.61911917	8.004299	7.98146	0.0525018	0.290099	0.285178
120.566	487.105	440.0	0.5	34.952435	16.645206	65.90775	0.64401144	0.00029519777	0.0013254894	0.0776784	3.15822e-06	3.29662e-06
106.3	469.093	440.0	0.7	53.492863	10.788392	33.740574	0.948041	0.0012029067	0.0024903775	0.0876718	1.67676e-05	1.19795e-05
98.0128	461.391	440.0	0.8999999999999999	65.76168	7.2087154	20.443106	1.2181582	0.0025017988	0.004019787	0.0880037	5.02016e-05	3.19041e-05
95.9492	459.024	440.0	1.0	69.333595	6.0323157	16.56687	1.3051996	0.003282445	0.0049227276	0.0876572	7.77577e-05	4.82176e-05
103.965	448.133	440.0	2.0	63.10675	1.7974166	4.152157	1.1000828	0.016237473	0.018957525	0.0863283	0.00119943	0.000752293
113.302	444.167	440.0	3.0	55.21139	0.85797006	1.8545519	0.87768257	0.038563486	0.04177801	0.0819227	0.00555808	0.00370352
117.918	442.38	440.0	4.0	51.890217	0.5012367	1.0541971	0.7873998	0.0695556	0.072911516	0.0777463	0.015678	0.0110236
120.354	441.461	440.0	5.0	50.28112	0.33123076	0.6868206	0.7453292	0.10857326	0.11190185	0.0749183	0.0323627	0.0240701
121.767	440.935	440.0	6.0	49.38822	0.23904477	0.4899367	0.7210739	0.1551043	0.15831588	0.073023	0.0532831	0.0420123
122.652	440.61	440.0	7.0	48.84277	0.18492611	0.37363103	0.705842	0.2087033	0.21174322	0.0716868	0.0744741	0.0619897
123.242	440.395	440.0	8.0	48.486076	0.1516523	0.3004392	0.6954278	0.2689644	0.27179515	0.0706879	0.0930242	0.0809658
123.654	440.247	440.0	9.0	48.239338	0.13080302	0.25247076	0.6879148	0.33551016	0.33810344	0.0698991	0.107983	0.0972145
123.953	440.141	440.0	10.0	48.06132	0.117841	0.2202862	0.6821188	0.40798613	0.41031918	0.069246	0.119662	0.11038
124.686	439.89	440.0	15.0	47.631557	0.1082819	0.1663483	0.6648603	0.8482339	0.8490201	0.0668965	0.151549	0.14666
124.964	439.805	440.0	20.0	47.47222	0.13553467	0.17943425	0.6548459	1.3935041	1.3924576	0.0650676	0.169156	0.165315
125.107	439.766	440.0	25.0	47.391342	0.177005	0.2154802	0.64733744	2.016333	2.013264	0.0633724	0.184169	0.1805
125.197	439.747	440.0	30.0	47.340958	0.22602677	0.26254264	0.641051	2.6954966	2.6902783	0.0617266	0.198748	0.195004
125.262	439.735	440.0	35.0	47.30463	0.27958417	0.31575933	0.63549393	3.4145157	3.4070652	0.0601074	0.213419	0.209514
125.314	439.728	440.0	40.0	47.275394	0.335989	0.37263876	0.6304511	4.160563	4.1508207	0.0585071	0.228335	0.224234
125.359	439.723	440.0	45.0	47.2498	0.39409634	0.43167132	0.6258311	4.923642	4.9115524	0.0569216	0.243538	0.239225
125.4	439.718	440.0	50.0	47.225883	0.45310333	0.4918527	0.62160593	5.69597	5.6814537	0.0553481	0.259033	0.254501
125.439	439.712	440.0	55.0	47.202427	0.5124285	0.5524771	0.61775273	6.471504	6.4544296	0.053785	0.274804	0.27005
125.478	439.705	440.0	60.0	47.178543	0.57164353	0.6130426	0.6142011	7.245583	7.2257304	0.0522323	0.290832	0.285855
120.683	495.687	450.0	0.5	35.478733	15.521077	58.44325	0.64009047	0.00027900594	0.0012096431	0.0773241	3.11189e-06	3.21371e-06
106.336	478.216	450.0	0.7	53.875065	10.009927	29.92138	0.9441506	0.0011123166	0.0022661749	0.0875468	1.61516e-05	1.17223e-05
98.0491	470.762	450.0	0.8999999999999999	66.04045	6.671039	18.130674	1.2126884	0.0022984631	0.0036530935	0.0879187	4.79405e-05	3.1273e-05
95.9917	468.472	450.0	1.0	69.57487	5.5769477	14.69363	1.2987761	0.0030105638	0.0044718827	0.0875782	7.40921e-05	4.72887e-05
104.027	457.905	450.0	2.0	63.1825	1.6504589	3.685422	1.0906559	0.014798987	0.017198414	0.0862065	0.00114036	0.000739318
113.345	454.047	450.0	3.0	55.249195	0.78400207	1.648058	0.86909413	0.035067677	0.03789159	0.081733	0.00530704	0.00364312
117.946	452.311	450.0	4.0	51.916836	0.4558893	0.93831366	0.7793413	0.06318006	0.06612287	0.0775208	0.015052	0.0108577
120.373	451.417	450.0	5.0	50.302284	0.29972216	0.6124817	0.7375531	0.098562285	0.10147858	0.0746752	0.031286	0.0237544
121.78	450.906	450.0	6.0	49.406303	0.21506648	0.4378106	0.7135034	0.14075345	0.14356597	0.07277	0.0519069	0.0415671
122.662	450.59	450.0	7.0	48.858955	0.16534314	0.33460185	0.69842005	0.18935129	0.19201292	0.0714276	0.0730745	0.0615006
123.25	450.382	450.0	8.0	48.50098	0.13471387	0.2696173	0.6881331	0.24398863	0.24646692	0.0704242	0.0918152	0.0805278
123.66	450.238	450.0	9.0	48.253296	0.11545878	0.22694653	0.68072796	0.3043236	0.30659407	0.069632	0.107051	0.0968857
123.958	450.135	450.0	10.0	48.074593	0.10341712	0.19829151	0.67502815	0.3700351	0.37207803	0.0689761	0.119004	0.110178
124.688	449.891	450.0	15.0	47.642994	0.09356877	0.14986724	0.6581745	0.7691927	0.76988435	0.066618	0.151655	0.146878
124.964	449.808	450.0	20.0	47.482807	0.11709767	0.16078945	0.64850086	1.2635728	1.262664	0.0647849	0.169493	0.165682
125.106	449.771	450.0	25.0	47.401375	0.15338165	0.19201317	0.64129615	1.8282748	1.8256003	0.0630884	0.184603	0.180936
125.196	449.752	450.0	30.0	47.35058	0.19640069	0.23297493	0.6352799	2.4440553	2.4395053	0.0614435	0.19924	0.195486
125.261	449.741	450.0	35.0	47.313915	0.24343774	0.27938363	0.62997776	3.0959723	3.0894754	0.0598271	0.213956	0.210032
125.313	449.734	450.0	40.0	47.28438	0.29298326	0.32902658	0.62516755	3.7723954	3.7639003	0.0582308	0.228911	0.224784
125.358	449.729	450.0	45.0	47.25853	0.3440361	0.38057333	0.6207599	4.464261	4.4537187	0.0566506	0.244151	0.239805
125.398	449.724	450.0	50.0	47.234367	0.39588672	0.43314466	0.6167282	5.164512	5.151852	0.0550834	0.25968	0.255108
125.437	449.718	450.0	55.0	47.210697	0.44802076	0.48611704	0.6130504	5.8676705	5.852773	0.0535274	0.275486	0.270684
125.476	449.711	450.0	60.0	47.186565	0.5000601	0.53905326	0.6096599	6.569509	6.5521755	0.0519823	0.291547	0.286515
120.79	504.319	460.0	0.5	35.977695	14.464407	51.949432	0.63646054	0.00026372584	0.0011054032	0.0769956	3.07062e-06	3.14153e-06
106.368	487.377	460.0	0.7	54.234455	9.280176	26.598492	0.9405293	0.0010291551	0.002065123	0.0874295	1.56196e-05	1.15011e-05
98.0826	480.161	460.0	0.8999999999999999	66.30372	6.167994	16.118437	1.2076235	0.0021142426	0.0033247548	0.0878385	4.60157e-05	3.07338e-05
96.0307	477.946	460.0	1.0	69.80193	5.1512127	13.063433	1.292793	0.002764893	0.0040683746	0.0875037	7.09854e-05	4.64971e-05
104.086	467.688	460.0	2.0	63.250774	1.5142353	3.278749	1.0818942	0.013508061	0.015626296	0.0860917	0.00109085	0.000728364
113.385	463.935	460.0	3.0	55.284126	0.7159551	1.4677794	0.86113316	0.031935047	0.03441927	0.0815548	0.00509598	0.00359222
117.972	462.245	460.0	4.0	51.94141	0.41450277	0.83686846	0.7718814	0.057473116	0.060058147	0.0773093	0.0145219	0.0107179
120.391	461.376	460.0	5.0	50.32183	0.27120122	0.5471867	0.73035955	0.08960719	0.09216725	0.0744475	0.0303645	0.0234884
121.793	460.879	460.0	6.0	49.42301	0.1935567	0.39185065	0.7065032	0.12792157	0.1303899	0.0725332	0.0507149	0.0411922
122.672	460.571	460.0	7.0	48.873936	0.147931	0.30003512	0.6915588	0.17205232	0.17438813	0.071185	0.0718495	0.0610905
123.257	460.369	460.0	8.0	48.51478	0.11978818	0.2421651	0.6813905	0.22166663	0.22384182	0.0701775	0.09075	0.0801649
123.665	460.229	460.0	9.0	48.26623	0.10203928	0.20417309	0.67408556	0.2764544	0.27844772	0.0693822	0.106229	0.096621
123.962	460.129	460.0	10.0	48.086895	0.09088752	0.17860156	0.6684749	0.33612424	0.33791855	0.0687238	0.118427	0.110026
124.689	459.892	460.0	15.0	47.65361	0.08100687	0.13504682	0.65199554	0.6985835	0.69919586	0.0663579	0.151776	0.147106
124.964	459.811	460.0	20.0	47.492634	0.10138381	0.14417051	0.642636	1.1475132	1.1467257	0.0645212	0.169827	0.166045
125.106	459.775	460.0	25.0	47.410698	0.13321811	0.17129299	0.63571125	1.6603014	1.65797	0.0628237	0.185028	0.181365
125.196	459.757	460.0	30.0	47.359528	0.17106335	0.20703669	0.62994385	2.2194734	2.2155027	0.0611798	0.199721	0.195957
125.26	459.746	460.0	35.0	47.322548	0.2124768	0.24761365	0.6248765	2.8114605	2.8057888	0.059566	0.21448	0.210539
125.312	459.739	460.0	40.0	47.292747	0.2561121	0.29105613	0.62028056	3.4257014	3.4182842	0.0579737	0.229473	0.225321
125.356	459.735	460.0	45.0	47.26665	0.30107987	0.33618727	0.6160685	4.053965	4.0447598	0.0563986	0.244748	0.240371
125.397	459.73	460.0	50.0	47.242287	0.34675267	0.38222867	0.61221516	4.6898427	4.6787863	0.0548373	0.260311	0.255701
125.436	459.724	460.0	55.0	47.218388	0.39267364	0.4286409	0.60869914	5.3283606	5.3153453	0.0532878	0.27615	0.271303
125.474	459.717	460.0	60.0	47.19405	0.4385185	0.47503042	0.60545725	5.965681	5.950525	0.0517499	0.292244	0.287157
120.886	512.999	470.0	0.5	36.449875	13.473226	46.281544	0.63307416	0.00024943092	0.001009814	0.0766911	3.03365e-06	3.078e-06
106.396	496.573	470.0	0.7	54.57283	8.598505	23.69789	0.93714565	0.0009528785	0.0018830356	0.0873192	1.51563e-05	1.13087e-05
98.113	489.587	470.0	0.8999999999999999	66.55106	5.6991296	14.361714	1.2028868	0.0019462445	0.0030290154	0.0877627	4.43607e-05	3.02683e-05
96.0667	487.444	470.0	1.0	70.01591	4.7548294	11.640141	1.2872126	0.0025415018	0.0037055267	0.0874334	6.83243e-05	4.58152e-05
104.14	477.483	470.0	2.0	63.31318	1.3884621	2.9233017	1.0737367	0.012346859	0.01422025	0.0859833	0.00104888	0.000719022
113.423	473.828	470.0	3.0	55.316494	0.65357524	1.3099333	0.8537395	0.029127598	0.031316962	0.081387	0.00491667	0.00354893
117.996	472.183	470.0	4.0	51.964165	0.37684116	0.7478322	0.76496154	0.052366875	0.054641668	0.0771106	0.0140689	0.0105991
120.407	471.337	470.0	5.0	50.339943	0.2454493	0.4897078	0.72369075	0.08160136	0.083852604	0.0742338	0.02957	0.0232623
