mh   ctt_W   cbb_W   cvv_W   ctv_W   cbv_W   ctb_W
240  0.0  0.0  0.153364686436  0.00301083250961  0.0  0.0  0.156375518946
241  0.0  0.0  0.151199285447  0.0029739422902  0.0  0.0  0.154173227737
242  0.0  0.0  0.149033884457  0.00293705207079  0.0  0.0  0.151970936528
243  0.0  0.0  0.146868483468  0.00290016185138  0.0  0.0  0.14976864532
244  0.0  0.0  0.144703082479  0.00286327163197  0.0  0.0  0.147566354111
245  0.0  0.0  0.14253768149  0.00282638141256  0.0  0.0  0.145364062902
246  0.0  0.0  0.1403722805  0.00278949119314  0.0  0.0  0.143161771693
247  0.0  0.0  0.138206879511  0.00275260097373  0.0  0.0  0.140959480485
248  0.0  0.0  0.136041478522  0.00271571075432  0.0  0.0  0.138757189276
249  0.0  0.0  0.133876077532  0.00267882053491  0.0  0.0  0.136554898067
250  0.0  0.0  0.131710676543  0.0026419303155  0.0  0.0  0.134352606859
251  0.0  0.0  0.129914223649  0.00260818853224  0.0  0.0  0.132522412181
252  0.0  0.0  0.128117770754  0.00257444674897  0.0  0.0  0.130692217503
253  0.0  0.0  0.12632131786  0.00254070496571  0.0  0.0  0.128862022826
254  0.0  0.0  0.124524864966  0.00250696318244  0.0  0.0  0.127031828148
255  0.0  0.0  0.122728412071  0.00247322139918  0.0  0.0  0.125201633471
256  0.0  0.0  0.120931959177  0.00243947961591  0.0  0.0  0.123371438793
257  0.0  0.0  0.119135506283  0.00240573783265  0.0  0.0  0.121541244115
258  0.0  0.0  0.117339053388  0.00237199604938  0.0  0.0  0.119711049438
259  0.0  0.0  0.115542600494  0.00233825426612  0.0  0.0  0.11788085476
260  0.0  0.0  0.113746147599  0.00230451248285  0.0  0.0  0.116050660082
261  0.0  0.0  0.112233841376  0.00227622716334  0.0  0.0  0.11451006854
262  0.0  0.0  0.110721535154  0.00224794184382  0.0  0.0  0.112969476997
263  0.0  0.0  0.109209228931  0.0022196565243  0.0  0.0  0.111428885455
264  0.0  0.0  0.107696922708  0.00219137120478  0.0  0.0  0.109888293912
265  0.0  0.0  0.106184616485  0.00216308588526  0.0  0.0  0.10834770237
266  0.0  0.0  0.104672310262  0.00213480056574  0.0  0.0  0.106807110827
267  0.0  0.0  0.103160004039  0.00210651524623  0.0  0.0  0.105266519285
268  0.0  0.0  0.101647697816  0.00207822992671  0.0  0.0  0.103725927742
269  0.0  0.0  0.100135391593  0.00204994460719  0.0  0.0  0.1021853362
270  0.0  0.0  0.0986230853699  0.00202165928767  0.0  0.0  0.100644744658
271  0.0  0.0  0.097353284143  0.00199955322181  0.0  0.0  0.0993528373648
272  0.0  0.0  0.0960834829161  0.00197744715594  0.0  0.0  0.0980609300721
273  0.0  0.0  0.0948136816893  0.00195534109007  0.0  0.0  0.0967690227793
274  0.0  0.0  0.0935438804624  0.00193323502421  0.0  0.0  0.0954771154866
275  0.0  0.0  0.0922740792355  0.00191112895834  0.0  0.0  0.0941852081939
276  0.0  0.0  0.0910042780087  0.00188902289247  0.0  0.0  0.0928933009011
277  0.0  0.0  0.0897344767818  0.00186691682661  0.0  0.0  0.0916013936084
278  0.0  0.0  0.0884646755549  0.00184481076074  0.0  0.0  0.0903094863157
279  0.0  0.0  0.087194874328  0.00182270469488  0.0  0.0  0.0890175790229
280  0.0  0.0  0.0859250731012  0.00180059862901  0.0  0.0  0.0877256717302
281  0.0  0.0  0.0848451882459  0.0017801260757  0.0  0.0  0.0866253143216
282  0.0  0.0  0.0837653033905  0.00175965352239  0.0  0.0  0.0855249569129
283  0.0  0.0  0.0826854185352  0.00173918096907  0.0  0.0  0.0844245995043
284  0.0  0.0  0.0816055336799  0.00171870841576  0.0  0.0  0.0833242420956
285  0.0  0.0  0.0805256488246  0.00169823586245  0.0  0.0  0.082223884687
286  0.0  0.0  0.0794457639692  0.00167776330914  0.0  0.0  0.0811235272784
287  0.0  0.0  0.0783658791139  0.00165729075583  0.0  0.0  0.0800231698697
288  0.0  0.0  0.0772859942586  0.00163681820251  0.0  0.0  0.0789228124611
289  0.0  0.0  0.0762061094033  0.0016163456492  0.0  0.0  0.0778224550525
290  0.0  0.0  0.0751262245479  0.00159587309589  0.0  0.0  0.0767220976438
291  0.0  0.0  0.0742077377532  0.0015659840063  0.0  0.0  0.0757737217595
292  0.0  0.0  0.0732892509584  0.00153609491671  0.0  0.0  0.0748253458751
293  0.0  0.0  0.0723707641636  0.00150620582712  0.0  0.0  0.0738769699907
294  0.0  0.0  0.0714522773688  0.00147631673753  0.0  0.0  0.0729285941063
