#m0                  CPMix_htt^2         dCPMix_htt^2        CPMix_hbb^2         dCPMix_hbb^2        CPMix_htt*hbb       dCPMix_htt*hbb      CPMix_hvv^2         dCPMix_hvv^2        CPMix_hvv*htt       dCPMix_hvv*htt      CPMix_hvv*hbb       dCPMix_hvv*hbb      CPMix_att^2         dCPMix_att^2        CPMix_att*htt       dCPMix_att*htt      CPMix_att*hbb       dCPMix_att*hbb      CPMix_att*hvv       dCPMix_att*hvv      CPMix_abb^2         dCPMix_abb^2        CPMix_abb*htt       dCPMix_abb*htt      CPMix_abb*hbb       dCPMix_abb*hbb      CPMix_abb*hvv       dCPMix_abb*hvv      CPMix_abb*att       dCPMix_abb*att      CPMix_ggf_htt^2     dCPMix_ggf_htt^2    CPMix_ggf_hbb^2     dCPMix_ggf_hbb^2    CPMix_ggf_htt*hbb   dCPMix_ggf_htt*hbb  CPMix_ggf_hvv^2     dCPMix_ggf_hvv^2    CPMix_ggf_hvv*htt   dCPMix_ggf_hvv*htt  CPMix_ggf_hvv*hbb   dCPMix_ggf_hvv*hbb  CPMix_ggf_att^2     dCPMix_ggf_att^2    CPMix_ggf_att*htt   dCPMix_ggf_att*htt  CPMix_ggf_att*hbb   dCPMix_ggf_att*hbb  CPMix_ggf_att*hvv   dCPMix_ggf_att*hvv  CPMix_ggf_abb^2     dCPMix_ggf_abb^2    CPMix_ggf_abb*htt   dCPMix_ggf_abb*htt  CPMix_ggf_abb*hbb   dCPMix_ggf_abb*hbb  CPMix_ggf_abb*hvv   dCPMix_ggf_abb*hvv  CPMix_ggf_abb*att   dCPMix_ggf_abb*att  CPMix_vbf_htt^2  dCPMix_vbf_htt^2  CPMix_vbf_hbb^2  dCPMix_vbf_hbb^2  CPMix_vbf_htt*hbb  dCPMix_vbf_htt*hbb  CPMix_vbf_hvv^2     dCPMix_vbf_hvv^2    CPMix_vbf_hvv*htt  dCPMix_vbf_hvv*htt  CPMix_vbf_hvv*hbb  dCPMix_vbf_hvv*hbb  CPMix_vbf_att^2  dCPMix_vbf_att^2  CPMix_vbf_att*htt  dCPMix_vbf_att*htt  CPMix_vbf_att*hbb  dCPMix_vbf_att*hbb  CPMix_vbf_att*hvv  dCPMix_vbf_att*hvv  CPMix_vbf_abb^2  dCPMix_vbf_abb^2  CPMix_vbf_abb*htt  dCPMix_vbf_abb*htt  CPMix_vbf_abb*hbb  dCPMix_vbf_abb*hbb  CPMix_vbf_abb*hvv  dCPMix_vbf_abb*hvv  CPMix_vbf_abb*att  dCPMix_vbf_abb*att  CPMix_bb_hbb^2      dCPMix_bb_hbb^2     CPMix_bb_abb^2      dCPMix_bb_abb^2     CP0_htt^2         dCP0_htt^2          CP0_hbb^2           dCP0_hbb^2          CP0_hvv^2       dCP0_hvv^2          CP0_htt*hvv       dCP0_htt*hvv        CP0_hbb*hvv         dCP0_hbb*hvv        CP0_htt*hbb         dCP0_htt*hbb        CP0_ggf_htt^2     dCP0_ggf_htt^2      CP0_ggf_hbb^2       dCP0_ggf_hbb^2      CP0_ggf_hvv^2     dCP0_ggf_hvv^2      CP0_ggf_htt*hvv     dCP0_ggf_htt*hvv    CP0_ggf_hbb*hvv     dCP0_ggf_hbb*hvv    CP0_ggf_htt*hbb     dCP0_ggf_htt*hbb    CP0_vbf_htt^2  dCP0_vbf_htt^2     CP0_vbf_hbb^2  dCP0_vbf_hbb^2     CP0_vbf_hvv^2     dCP0_vbf_hvv^2      CP0_vbf_htt*hvv     dCP0_vbf_htt*hvv    CP0_vbf_hbb*hvv  dCP0_vbf_hbb*hvv   CP0_vbf_htt*hbb  dCP0_vbf_htt*hbb   CP0_bb_hbb^2        dCP0_bb_hbb^2       
29                   0.023954084959      2.37145440667e-05   0.0128415843739     1.2713168533e-05    0.00269034217572    2.66429182587e-06   3187.74146852       3.15586405942       -0.20594725884      0.000203794133796   -0.0261135313631    2.82832356896e-05   0.0282367319871     2.79543646976e-05   -0.0478294300094    4.73511356999e-05   -0.00265893156266   3.05538442281e-05   0.206054820376      0.000204045783007   0.0178447154761     1.76662683297e-05   -0.0026547746539    3.87115714107e-05   -0.00189711377452   1.87814263415e-06   0.0259407894638     2.56805613891e-05   0.00164592135632    7.71607411379e-06   0.023954084959      2.37145440667e-05   0.00160358857388    1.58755269099e-06   0.00269034217572    2.66429182587e-06   0.60626455969       0.000600201914547   -0.205957158856     0.000203795291347   -0.0261133056766    2.90209555275e-05   0.0282367319871     2.79543646976e-05   -0.0478294300094    4.73511356999e-05   -0.00265893156266   3.05538442281e-05   0.206035406993      0.000204047919984   0.00660671967606    6.54065248774e-06   -0.0026547746539    3.87115714107e-05   -0.00189711377452   1.87814263415e-06   0.0259404541747     2.56797019069e-05   0.00164592135632    7.71607411379e-06   0.0              0.0               0.0              0.0               0.0                0.0                 3187.13520396       3.1552638575        0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0112379958        1.1125615842e-05    0.0112379958        1.1125615842e-05    0.0676697686      0.000338348843      0.0152260961        7.61304805e-05      3190.28444      15.9514222          9.6210202314      0.048105101157      -0.0643460960998    0.000321730480499   0.0071140238        3.5570119e-05       0.0676697686      0.000338348843      0.00410699076       2.05349538e-05      1.69275658        0.0084637829        -0.5742600886       0.002871300443      -0.06434671076      0.0003217335538     0.00711491184       3.55745592e-05      0.0            1e-96              0.0            1e-96              3188.59168342     15.9429584171       10.19528032         0.0509764016        0.0              1e-96              0.0              1e-96              0.01111910534       5.55955267e-05      
30                   0.0239042250155     2.36651827579e-05   0.0123738474722     1.22501089989e-05   0.00264729085422    9.9159362668e-06    3011.0054472        2.98089539349       -0.205126787193     0.000210791342202   -0.0254816369573    8.81417198693e-05   0.0281633063432     2.78816732956e-05   -0.0477226824561    4.72454556408e-05   -0.0026284401924    2.51465873516e-05   0.205176520972      0.000203137561242   0.0171175404731     1.69463650769e-05   -0.00263198179176   4.33181812622e-05   -0.00184282249545   1.82439426119e-06   0.0253720984605     2.51228897445e-05   0.00164961880856    9.93524056679e-06   0.0239042250155     2.36651827579e-05   0.00156166237224    1.54604574987e-06   0.00264729085422    9.9159362668e-06    0.600589243091      0.000594583351371   -0.205132198833     0.000208563032722   -0.0254819853006    8.78535082011e-05   0.0281633063432     2.78816732956e-05   -0.0477226824561    4.72454556408e-05   -0.0026284401924    2.51465873516e-05   0.205164093305      0.00020313532504    0.00630535537313    6.24230182794e-06   -0.00263198179176   4.33181812622e-05   -0.00184282249545   1.82439426119e-06   0.0253726309985     2.51238495811e-05   0.00164961880856    9.93524056679e-06   0.0              0.0               0.0              0.0               0.0                0.0                 3010.40485796       2.98030081014       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0108121851        1.0704063249e-05    0.0108121851        1.0704063249e-05    0.0665224299      0.0003326121495     0.0146236807        7.31184035e-05      3007.3494       15.036747           9.2332175701      0.0461660878505     -0.0646136807001    0.0003230684035     0.0070324882        3.5162441e-05       0.0665224299      0.0003326121495     0.00393682917       1.968414585e-05     1.65600759        0.00828003795       -0.5649670399       0.0028248351995     -0.06461391917      0.00032306959585    0.00703347343       3.516736715e-05     0.0            1e-96              0.0            1e-96              3005.69339241     15.0284669621       9.79818461          0.04899092305       0.0              1e-96              0.0              1e-96              0.01068685153       5.343425765e-05     
31                   0.0238543650721     2.3615821449e-05    0.0119061105706     1.17870494648e-05   0.00260423953273    1.71675807077e-05   2834.26942589       2.80592672756       -0.204306315546     0.000217788550608   -0.0248497425515    0.000148000204049   0.0280898806992     2.78089818935e-05   -0.0476159349027    4.71397755817e-05   -0.00259794882214   1.97393304751e-05   0.204298221567      0.000202229339477   0.0163903654702     1.62264618241e-05   -0.00260918892962   4.79247911136e-05   -0.00178853121638   1.77064588824e-06   0.0248034074572     2.45652180999e-05   0.0016533162608     1.21544070198e-05   0.0238543650721     2.3615821449e-05    0.00151973617061    1.50453880876e-06   0.00260423953273    1.71675807077e-05   0.594913926491      0.000588964788196   -0.20430723881      0.000213330774097   -0.0248506649245    0.000146686060875   0.0280898806992     2.78089818935e-05   -0.0476159349027    4.71397755817e-05   -0.00259794882214   1.97393304751e-05   0.204292779618      0.000202222730096   0.0060039910702     5.94395116814e-06   -0.00260918892962   4.79247911136e-05   -0.00178853121638   1.77064588824e-06   0.0248048078223     2.45679972553e-05   0.0016533162608     1.21544070198e-05   0.0              0.0               0.0              0.0               0.0                0.0                 2833.67451196       2.80533776277       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0103863744        1.0282510656e-05    0.0103863744        1.0282510656e-05    0.0655863038      0.000327931519      0.0140688889        7.03444445e-05      2836.54018      14.1827009          8.8381036962      0.044190518481      -0.0614188889001    0.0003070944445     0.006920095         3.4600475e-05       0.0655863038      0.000327931519      0.00379251315       1.896256575e-05     1.62009885        0.00810049425       -0.5550437138       0.002775218569      -0.06142305315      0.00030711526575    0.00692098535       3.460492675e-05     0.0            1e-96              0.0            1e-96              2834.92008115     14.1746004057       9.39314741          0.04696573705       0.0              1e-96              0.0              1e-96              0.01027637575       5.138187875e-05     
32                   0.0238085521354     2.35704666336e-05   0.0114818276843     1.13670094076e-05   0.0025693509437     9.83903131608e-06   2681.53724973       2.65472187247       -0.203128743572     0.00020889697327    -0.0243044280946    8.57578148956e-05   0.0280216459639     2.7741429504e-05    -0.0475195915691    4.70443956721e-05   -0.00260401108447   1.68624377283e-05   0.203345298469      0.000201321393595   0.0157352297214     1.55778774275e-05   -0.00256523845827   3.27436353571e-05   -0.00173421405872   1.71687190719e-06   0.0241475572584     2.39139014189e-05   0.00164704806877    7.90402265782e-06   0.0238085521354     2.35704666336e-05   0.00148021774928    1.46541557192e-06   0.0025693509437     9.83903131608e-06   0.589090680584      0.000583199774303   -0.203128343254     0.000206667115574   -0.0243048627437    8.51007430788e-05   0.0280216459639     2.7741429504e-05    -0.0475195915691    4.70443956721e-05   -0.00260401108447   1.68624377283e-05   0.20334639598       0.000201317765857   0.00573361978643    5.67628359184e-06   -0.00256523845827   3.27436353571e-05   -0.00173421405872   1.71687190719e-06   0.0241482292028     2.39152946418e-05   0.00164704806877    7.90402265782e-06   0.0              0.0               0.0              0.0               0.0                0.0                 2680.94815905       2.6541386727        0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.010001609935      9.90159383565e-06   0.010001609935      9.90159383565e-06   0.064799615       0.000323998075      0.0135334312        6.7667156e-05       2678.44543      13.39222715         8.523760385       0.042618801925      -0.0622134312001    0.000311067156001   0.0064619545        3.23097725e-05      0.064799615       0.000323998075      0.00364745913       1.823729565e-05     1.59003803        0.00795019015       -0.550441425        0.002752207125      -0.06221707913      0.00031108539565    0.00646241067       3.231205335e-05     0.0            1e-96              0.0            1e-96              2676.85539197     13.3842769599       9.07420181          0.04537100905       0.0              1e-96              0.0              1e-96              0.00988597207       4.942986035e-05     
33                   0.0237627391988     2.35251118182e-05   0.011057544798      1.09469693504e-05   0.00253446235467    2.51048192443e-06   2528.80507357       2.50351701738       -0.201951171599     0.000200005395932   -0.0237591136377    2.35154257423e-05   0.0279534112286     2.76738771144e-05   -0.0474232482355    4.69490157626e-05   -0.00261007334679   1.39855449815e-05   0.202392375371      0.000200413447713   0.0150800939727     1.49292930308e-05   -0.00252128798693   1.75624796006e-05   -0.00167989690106   1.66309792614e-06   0.0234917070596     2.32625847378e-05   0.00164077987673    3.65363829585e-06   0.0237627391988     2.35251118182e-05   0.00144069932796    1.42629233509e-06   0.00253446235467    2.51048192443e-06   0.583267434678      0.00057743476041    -0.201949447698     0.000200003457051   -0.0237590605628    2.35154252829e-05   0.0279534112286     2.76738771144e-05   -0.0474232482355    4.69490157626e-05   -0.00261007334679   1.39855449815e-05   0.202400012342      0.000200412801618   0.00546324850267    5.40861601553e-06   -0.00252128798693   1.75624796006e-05   -0.00167989690106   1.66309792614e-06   0.0234916505832     2.32625920283e-05   0.00164077987673    3.65363829585e-06   0.0              0.0               0.0              0.0               0.0                0.0                 2528.22180614       2.50293958262       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.00961684547       9.5206770153e-06    0.00961684547       9.5206770153e-06    0.0638595695      0.0003192978475     0.0130212181        6.51060905e-05      2530.9567       12.6547835          8.1785204305      0.0408926021525     -0.0605412181001    0.0003027060905     0.0065159788        3.2579894e-05       0.0638595695      0.0003192978475     0.00350607711       1.753038555e-05     1.5584058         0.007792029         -0.5422039695       0.0027110198475     -0.06053149711      0.00030265748555    0.00651699569       3.258497845e-05     0.0            1e-96              0.0            1e-96              2529.3982942      12.646991471        8.7207244           0.043603622         0.0              1e-96              0.0              1e-96              0.00951514099       4.757570495e-05     
34                   0.0237078556161     2.34707770658e-05   0.0106690687129     1.05623780275e-05   0.00249817258658    2.47374184213e-06   2396.43053899       2.3724662307        -0.201149361459     0.000199176674079   -0.0231002832046    2.36186505657e-05   0.0278865703667     2.76077046464e-05   -0.0473195895631    4.68463936563e-05   -0.0025322269732    8.20747884354e-06   0.201310249344      0.000199388628811   0.0144790784292     1.43342876456e-05   -0.00249798424151   1.10638914668e-05   -0.00163355473604   1.61721918156e-06   0.022962878258      2.31685658643e-05   0.00167005801479    2.66821049019e-06   0.0237078556161     2.34707770658e-05   0.00140139928786    1.38738529671e-06   0.00249817258658    2.47374184213e-06   0.577712128576      0.000571935007096   -0.201148707683     0.00019917535481    -0.0231003138724    2.35672851447e-05   0.0278865703667     2.76077046464e-05   -0.0473195895631    4.68463936563e-05   -0.0025322269732    8.20747884354e-06   0.201313842532      0.000199388497669   0.00521140900422    5.15929491482e-06   -0.00249798424151   1.10638914668e-05   -0.00163355473604   1.61721918156e-06   0.0229628685996     2.31958397897e-05   0.00167005801479    2.66821049019e-06   0.0              0.0               0.0              0.0               0.0                0.0                 2395.85282686       2.3718942957        0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.009267669425      9.17499273075e-06   0.009267669425      9.17499273075e-06   0.0631270332      0.000315635166      0.0125359287        6.26796435e-05      2393.91048      11.9695524          7.8608829668      0.039304414834      -0.0580459287001    0.0002902296435     0.0062366213        3.11831065e-05      0.0631270332      0.000315635166      0.00337460797       1.687303985e-05     1.52476085        0.00762380425       -0.5303212232       0.002651606116      -0.05804572797      0.00029022863985    0.00623728603       3.118643015e-05     0.0            1e-96              0.0            1e-96              2392.38571915     11.9619285957       8.39120419          0.04195602095       0.0              1e-96              0.0              1e-96              0.00916132073       4.580660365e-05     
35                   0.0236529720334     2.34164423135e-05   0.0102805926278     1.01777867045e-05   0.00246188281849    2.43700175983e-06   2264.05600442       2.24141544403       -0.200347551318     0.000198347952226   -0.0224414527715    2.3721875389e-05    0.0278197295048     2.75415321784e-05   -0.0472159308908    4.67437715501e-05   -0.00245438059961   2.42941270559e-06   0.200228123318      0.000198363809908   0.0138780628858     1.37392822603e-05   -0.0024746804961    4.56530333309e-06   -0.00158721257102   1.57134043698e-06   0.0224340494565     2.30745469908e-05   0.00169933615284    1.68278268453e-06   0.0236529720334     2.34164423135e-05   0.00136209924777    1.34847825833e-06   0.00246188281849    2.43700175983e-06   0.572156822475      0.000566435253781   -0.200347967667     0.000198347252568   -0.0224415671819    2.36191450066e-05   0.0278197295048     2.75415321784e-05   -0.0472159308908    4.67437715501e-05   -0.00245438059961   2.42941270559e-06   0.200227672722      0.000198364193721   0.00495956950578    4.90997381411e-06   -0.0024746804961    4.56530333309e-06   -0.00158721257102   1.57134043698e-06   0.0224340866161     2.3129087551e-05    0.00169933615284    1.68278268453e-06   0.0              0.0               0.0              0.0               0.0                0.0                 2263.48384759       2.24084900878       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.00891849338       8.8293084462e-06    0.00891849338       8.8293084462e-06    0.0622151778      0.000311075889      0.0120778276        6.0389138e-05       2265.9813       11.3299065          7.5313748222      0.037656874111      -0.0523378275998    0.000261689137999   0.0062534787        3.12673935e-05      0.0622151778      0.000311075889      0.00325353083       1.626765415e-05     1.49115864        0.0074557932        -0.5190415678       0.002595207839      -0.05233725083      0.00026168625415    0.00625407647       3.127038235e-05     0.0            1e-96              0.0            1e-96              2264.49014136     11.3224507068       8.05041639          0.04025208195       0.0              1e-96              0.0              1e-96              0.00882429677       4.412148385e-05     
36                   0.023594834908      2.33588865478e-05   0.00992679189685    9.82752397977e-06   0.00236093249537    4.26347799183e-05   2148.57713999       2.12709136902       -0.199137203755     0.000230790657251   -0.0218973875805    0.000114743092216   0.0277431543279     2.74657227816e-05   -0.0470993534615    4.66283599123e-05   -0.00241987885214   3.47611826894e-05   0.199140558549      0.000197259029687   0.0133344466707     1.32011022111e-05   -0.00240373718901   2.51419670863e-05   -0.00153973435649   1.52433700635e-06   0.0222865198309     0.00068840686248    0.00168311800758    3.33278269927e-05   0.023594834908      2.33588865478e-05   0.00132550255685    1.31224753317e-06   0.00236093249537    4.26347799183e-05   0.566325732751      0.000560662475665   -0.199136498972     0.000232182170046   -0.0218974457152    0.000114689233483   0.0277431543279     2.74657227816e-05   -0.0470993534615    4.66283599123e-05   -0.00241987885214   3.47611826894e-05   0.199140460847      0.00019725982499    0.00473315733071    4.68582576446e-06   -0.00240373718901   2.51419670863e-05   -0.00153973435649   1.52433700635e-06   0.022286530568      0.000688435121508   0.00168311800758    3.33278269927e-05   0.0              0.0               0.0              0.0               0.0                0.0                 2148.01081425       2.12653070654       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.00860128934       8.5152764466e-06    0.00860128934       8.5152764466e-06    0.0616690328      0.000308345164      0.0116426642        5.8213321e-05       2146.59988      10.7329994          7.2711909672      0.036355954836      -0.0524026641999    0.000262013320999   0.0059901686        2.9950843e-05       0.0616690328      0.000308345164      0.00313976287       1.569881435e-05     1.46757382        0.0073378691        -0.5174540928       0.002587270464      -0.05240706287      0.00026203531435    0.00599067243       2.995336215e-05     0.0            1e-96              0.0            1e-96              2145.13230618     10.7256615309       7.78864506          0.0389432253        0.0              1e-96              0.0              1e-96              0.00850290133       4.251450665e-05     
37                   0.0235366977825     2.33013307822e-05   0.00957299116593    9.477261255e-06     0.00225998217226    8.28325580768e-05   2033.09827556       2.012767294         -0.197926856191     0.000263233362276   -0.0213533223896    0.000205764309042   0.0276665791511     2.73899133848e-05   -0.0469827760322    4.65129482745e-05   -0.00238537710466   6.70929526731e-05   0.198052993781      0.000196154249465   0.0127908304556     1.26629221618e-05   -0.00233279388193   4.57186308395e-05   -0.00149225614195   1.47733357572e-06   0.0221389902054     0.00135373917797    0.00166689986232    6.49728713009e-05   0.0235366977825     2.33013307822e-05   0.00128890586593    1.276016808e-06     0.00225998217226    8.28325580768e-05   0.560494643027      0.000554889697549   -0.197925030276     0.000266017087524   -0.0213533242485    0.00020575932196    0.0276665791511     2.73899133848e-05   -0.0469827760322    4.65129482745e-05   -0.00238537710466   6.70929526731e-05   0.198053248972      0.00019615545626    0.00450674515565    4.46167771481e-06   -0.00233279388193   4.57186308395e-05   -0.00149225614195   1.47733357572e-06   0.02213897452       0.00135374115546    0.00166689986232    6.49728713009e-05   0.0              0.0               0.0              0.0               0.0                0.0                 2032.53778092       2.0122124043        0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0082840853        8.201244447e-06     0.0082840853        8.201244447e-06     0.0608896611      0.0003044483055     0.0112196543        5.60982715e-05      2034.91727      10.17458635         6.9659703389      0.0348298516945     -0.0517596542995    0.000258798271497   0.0060216678        3.0108339e-05       0.0608896611      0.0003044483055     0.00302342303       1.511711515e-05     1.4426494         0.007213247         -0.5111697751       0.0025558488755     -0.05175918303      0.00025879591515    0.00602222987       3.011114935e-05     0.0            1e-96              0.0            1e-96              2033.4746206      10.167373103        7.477140114         0.03738570057       0.0              1e-96              0.0              1e-96              0.00819623127       4.098115635e-05     
38                   0.0234798613486     2.32450627435e-05   0.00924789867059    9.15541968372e-06   0.00225733698819    8.6990669375e-05    1932.62367352       1.91329743882       -0.197060191926     0.00022876405959    -0.0208869204218    0.000200197055652   0.0275928811874     2.73169524088e-05   -0.0468711690521    4.64024574015e-05   -0.00235050497983   3.53842840087e-05   0.197103934384      0.000255103833009   0.0122983918796     1.21754079661e-05   -0.00228365256418   5.37956766997e-05   -0.00144438448039   1.42994063207e-06   0.0212733866496     0.000708559606385   0.00167973405711    9.27093868871e-05   0.0234798613486     2.32450627435e-05   0.00125323760059    1.24070522442e-06   0.00225733698819    8.6990669375e-05    0.5546843515        0.000549137508805   -0.197059292226     0.00023014240324    -0.0208868880806    0.000200238770285   0.0275928811874     2.73169524088e-05   -0.0468711690521    4.64024574015e-05   -0.00235050497983   3.53842840087e-05   0.197108183409      0.000263653532047   0.00430373080956    4.2606935068e-06    -0.00228365256418   5.37956766997e-05   -0.00144438448039   1.42994063207e-06   0.0212733879219     0.000708556717925   0.00167973405711    9.27093868871e-05   0.0              0.0               0.0              0.0               0.0                0.0                 1932.06898917       1.91274830132       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.00799466107       7.9147144593e-06    0.00799466107       7.9147144593e-06    0.0604759057      0.0003023795285     0.0108270935        5.41354675e-05      1930.75839      9.65379195          6.7183640943      0.0335918204715     -0.0492170935       0.0002460854675     0.0057628916        2.8814458e-05       0.0604759057      0.0003023795285     0.00292367788       1.46183894e-05      1.41661009        0.00708305045       -0.5033742367       0.0025168711835     -0.04921566788      0.0002460783394     0.00576363052       2.88181526e-05      0.0            1e-96              0.0            1e-96              1929.34177991     9.64670889955       7.221738331         0.036108691655      0.0              1e-96              0.0              1e-96              0.00790341562       3.95170781e-05      
39                   0.0234230249146     2.31887947049e-05   0.00892280617525    8.83357811244e-06   0.00225469180411    9.11487806733e-05   1832.14907148       1.81382758365       -0.196193527661     0.000194294756904   -0.0204205184541    0.000194629802261   0.0275191832237     2.72439914327e-05   -0.0467595620719    4.62919665285e-05   -0.00231563285499   3.67561534432e-06   0.196154874988      0.000314053416554   0.0118059533035     1.16878937704e-05   -0.00223451124642   6.187272256e-05     -0.00139651281883   1.38254768841e-06   0.0204077830938     6.33800348015e-05   0.0016925682519     0.000120445902473   0.0234230249146     2.31887947049e-05   0.00121756933525    1.20539364084e-06   0.00225469180411    9.11487806733e-05   0.548874059973      0.000543385320061   -0.196193554176     0.000194267718957   -0.0204204519127    0.00019471821861    0.0275191832237     2.72439914327e-05   -0.0467595620719    4.62919665285e-05   -0.00231563285499   3.67561534432e-06   0.196163117846      0.000331151607834   0.00410071646348    4.05970929879e-06   -0.00223451124642   6.187272256e-05     -0.00139651281883   1.38254768841e-06   0.0204078013238     6.33722803857e-05   0.0016925682519     0.000120445902473   0.0              0.0               0.0              0.0               0.0                0.0                 1831.60019743       1.81328419833       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.00770523684       7.6281844716e-06    0.00770523684       7.6281844716e-06    0.05976079        0.00029880395       0.0104378332        5.2189166e-05       1833.80759      9.16903795          6.46675921        0.03233379605       -0.0511778332       0.000255889166      0.0056032069        2.80160345e-05      0.05976079        0.00029880395       0.00281453276       1.40726638e-05      1.39475505        0.00697377525       -0.501047419        0.002505237095      -0.05117785276      0.0002558892638     0.00560374204       2.80187102e-05      0.0            1e-96              0.0            1e-96              1832.41283495     9.16206417475       6.967806629         0.034839033145      0.0              1e-96              0.0              1e-96              0.00762330044       3.81165022e-05      
40                   0.0233663593263     2.31326957472e-05   0.00862362856281    8.53739227732e-06   0.00226309315033    7.35008055806e-05   1743.37750299       1.72594372909       -0.195102384936     0.000193200405167   -0.019873674345     0.000106886918606   0.0274389643803     2.71645747602e-05   -0.0466415627146    4.61751471268e-05   -0.00227077358093   1.20232729641e-05   0.19493214886       0.000281171724045   0.0113540025075     1.12404624811e-05   -0.00220152837339   6.10129403832e-05   -0.00135609633207   1.34253536661e-06   0.0198777966591     4.12630093489e-05   0.00164257482799    6.14644080977e-05   0.0233663593263     2.31326957472e-05   0.00118315210781    1.17132058687e-06   0.00226309315033    7.35008055806e-05   0.543246976673      0.000537814507363   -0.195121946857     0.000193224118424   -0.0198736579207    0.000106931162004   0.0274389643803     2.71645747602e-05   -0.0466415627146    4.61751471268e-05   -0.00227077358093   1.20232729641e-05   0.194923987702      0.000305283518336   0.00391352605254    3.87439079061e-06   -0.00220152837339   6.10129403832e-05   -0.00135609633207   1.34253536661e-06   0.0198779294236     4.12593286612e-05   0.00164257482799    6.14644080977e-05   0.0              0.0               0.0              0.0               0.0                0.0                 1742.83425602       1.72540591459       0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0              0.0               0.0                0.0                 0.0                0.0                 0.0                0.0                 0.0                0.0                 0.007440476455      7.36607169045e-06   0.007440476455      7.36607169045e-06   0.0592913904      0.000296456952      0.0100725862        5.0362931e-05       1741.83855      8.70919275          6.1989986096      0.030994993048      -0.0465625862001    0.000232812931      0.0054965046        2.7482523e-05       0.0592913904      0.000296456952      0.00271691178       1.35845589e-05      1.36903721        0.00684518605       -0.4927996114       0.002463998057      -0.04656424178      0.0002328212089     0.00549698892       2.74849446e-05      0.0            1e-96              0.0            1e-96              1740.46951279     8.70234756395       6.691798221         0.033458991105      0.0              1e-96              0.0              1e-96              0.00735567442       3.67783721e-05      
