mh   ctt_W   cbb_W   cvv_W   ctv_W   cbv_W   ctb_W
275  0.0  0.0  0.0374109612  0.00060447635  0.0  0.0  0.03801543755
276  0.0  0.0  0.03685544208  0.00059630428  0.0  0.0  0.03745174636
277  0.0  0.0  0.03629992296  0.00058813221  0.0  0.0  0.03688805517
278  0.0  0.0  0.03574440384  0.00057996014  0.0  0.0  0.03632436398
279  0.0  0.0  0.03518888472  0.00057178807  0.0  0.0  0.03576067279
280  0.0  0.0  0.0346333656  0.000563616  0.0  0.0  0.0351969816
281  0.0  0.0  0.03416680215  0.00055647602  0.0  0.0  0.03472327817
282  0.0  0.0  0.0337002387  0.00054933604  0.0  0.0  0.03424957474
283  0.0  0.0  0.03323367525  0.00054219606  0.0  0.0  0.03377587131
284  0.0  0.0  0.0327671118  0.00053505608  0.0  0.0  0.03330216788
285  0.0  0.0  0.03230054835  0.0005279161  0.0  0.0  0.03282846445
286  0.0  0.0  0.0318339849  0.00052077612  0.0  0.0  0.03235476102
287  0.0  0.0  0.03136742145  0.00051363614  0.0  0.0  0.03188105759
288  0.0  0.0  0.030900858  0.00050649616  0.0  0.0  0.03140735416
289  0.0  0.0  0.03043429455  0.00049935618  0.0  0.0  0.03093365073
290  0.0  0.0  0.0299677311  0.0004922162  0.0  0.0  0.0304599473
291  0.0  0.0  0.02981874238  0.00048661819  0.0  0.0  0.03030536057
292  0.0  0.0  0.02966975366  0.00048102018  0.0  0.0  0.03015077384
293  0.0  0.0  0.02952076494  0.00047542217  0.0  0.0  0.02999618711
294  0.0  0.0  0.02937177622  0.00046982416  0.0  0.0  0.02984160038
295  0.0  0.0  0.0292227875  0.00046422615  0.0  0.0  0.02968701365
296  0.0  0.0  0.02907379878  0.00045862814  0.0  0.0  0.02953242692
297  0.0  0.0  0.02892481006  0.00045303013  0.0  0.0  0.02937784019
298  0.0  0.0  0.02877582134  0.00044743212  0.0  0.0  0.02922325346
299  0.0  0.0  0.02862683262  0.00044183411  0.0  0.0  0.02906866673
300  0.0  0.0  0.0284778439  0.0004362361  0.0  0.0  0.02891408
301  0.0  0.0  0.02811393227  0.00043087625  0.0  0.0  0.02854480852
302  0.0  0.0  0.02775002064  0.0004255164  0.0  0.0  0.02817553704
303  0.0  0.0  0.02738610901  0.00042015655  0.0  0.0  0.02780626556
304  0.0  0.0  0.02702219738  0.0004147967  0.0  0.0  0.02743699408
