         1          0.00033335          0.00006838          0.00032326          0.00519765          0.01701647          0.00221974          0.90061155          0.18176476          0.88028397          0.00000000          0.00000000          0.00000000          0.00031201          0.00007565          0.00032341          0.08967704          0.02182343          0.09329381          0.00000000          0.56080971          0.00000000          0.00000002          0.05302996          0.00000000          0.00000000          0.00189805          0.00000000          0.00025208          0.00038877          0.00010664          0.00361492          0.07541979          0.02306328
         2          0.00033450          0.00013579          0.00033035          0.00311332          0.01799864          0.00052951          0.90256315          0.36254957          0.89653185          0.00000000          0.00000000          0.00000000          0.00031637          0.00014916          0.00033096          0.09096287          0.04302431          0.09547232          0.00000001          0.36537713          0.00000000          0.00000003          0.04775209          0.00000000          0.00000000          0.00229970          0.00000000          0.00015813          0.00059825          0.00003919          0.00255026          0.07326688          0.00658634
         3          0.00033505          0.00019224          0.00033245          0.00189415          0.01729290          0.00015716          0.90308862          0.51360262          0.90025893          0.00000000          0.00000000          0.00000000          0.00032100          0.00021037          0.00033362          0.09233367          0.06067558          0.09623872          0.00000004          0.27866870          0.00000000          0.00000006          0.03932146          0.00000000          0.00000000          0.00239509          0.00000000          0.00010755          0.00072579          0.00001784          0.00191849          0.06691401          0.00260108
         4          0.00033544          0.00022369          0.00033338          0.00119921          0.01544532          0.00005277          0.90303282          0.59727939          0.90111790          0.00000000          0.00000000          0.00000000          0.00032489          0.00024433          0.00033515          0.09348078          0.07046817          0.09668111          0.00000012          0.21391649          0.00000000          0.00000011          0.03039044          0.00000000          0.00000000          0.00220372          0.00000000          0.00007531          0.00074479          0.00000936          0.00154996          0.05783904          0.00145046
         5          0.00033578          0.00024432          0.00033396          0.00078979          0.01392964          0.00001872          0.90273181          0.65156814          0.90115870          0.00000000          0.00000000          0.00000000          0.00032808          0.00026668          0.00033637          0.09441880          0.07691156          0.09703258          0.00000027          0.17236834          0.00000000          0.00000016          0.02414201          0.00000000          0.00000000          0.00199321          0.00000000          0.00005393          0.00073296          0.00000543          0.00134003          0.05102498          0.00110685
         6          0.00033612          0.00025839          0.00033443          0.00053871          0.01275464          0.00000658          0.90232649          0.68805391          0.90093287          0.00000000          0.00000000          0.00000000          0.00033075          0.00028209          0.00033749          0.09520229          0.08135266          0.09735614          0.00000044          0.14448759          0.00000000          0.00000019          0.01985052          0.00000000          0.00000000          0.00180653          0.00000000          0.00003948          0.00071121          0.00000340          0.00122417          0.04601207          0.00102565
         7          0.00033646          0.00026838          0.00033486          0.00037884          0.01183879          0.00000212          0.90188011          0.71347960          0.90061387          0.00000000          0.00000000          0.00000000          0.00033305          0.00029323          0.00033859          0.09587621          0.08456314          0.09767150          0.00000059          0.12504758          0.00000000          0.00000021          0.01686005          0.00000000          0.00000000          0.00165088          0.00000000          0.00002955          0.00068753          0.00000226          0.00116362          0.04225572          0.00103469
         8          0.00033681          0.00027576          0.00033527          0.00027358          0.01112822          0.00000053          0.90142200          0.73180206          0.90026236          0.00000000          0.00000000          0.00000000          0.00033509          0.00030166          0.00033967          0.09647223          0.08699306          0.09798542          0.00000068          0.11097685          0.00000000          0.00000021          0.01471294          0.00000000          0.00000000          0.00152382          0.00000000          0.00002259          0.00066553          0.00000159          0.00113544          0.03941064          0.00107351
         9          0.00033718          0.00028140          0.00033568          0.00020220          0.01056671          0.00000007          0.90096568          0.74537944          0.89990094          0.00000000          0.00000000          0.00000000          0.00033695          0.00030830          0.00034077          0.09701204          0.08890664          0.09830028          0.00000073          0.10049225          0.00000000          0.00000020          0.01313062          0.00000000          0.00000000          0.00142017          0.00000000          0.00001763          0.00064599          0.00000117          0.00112604          0.03720653          0.00111962
        10          0.00033755          0.00028584          0.00033608          0.00015253          0.01011591          0.00000004          0.90051703          0.75568609          0.89953822          0.00000000          0.00000000          0.00000000          0.00033866          0.00031372          0.00034186          0.09751054          0.09046772          0.09861688          0.00000074          0.09247590          0.00000000          0.00000019          0.01193460          0.00000000          0.00000000          0.00133511          0.00000000          0.00001402          0.00062897          0.00000090          0.00112739          0.03546493          0.00116461
