70.8258 173.128 90 1 14.8386 16.2571 76.7621 2.21816 0.0152048 0.605665 0.0868378 0.00095792 0.0770159
69.1072 147.462 90 2 18.3981 13.9517 17.5972 5.45217 0.108601 2.42535 0.0878232 0.0333032 0.091689
75.994 138.956 90 3 15.6284 14.939 9.59321 8.41368 0.234382 5.43256 0.0904317 0.0624489 0.0929469
80.4527 134.609 90 4 16.3286 16.1867 10.2057 12.4058 0.360774 9.60516 0.0921933 0.0736825 0.0935868
83.1688 132.117 90 5 19.4827 17.2365 14.2663 17.552 0.47145 14.9211 0.0934706 0.0794562 0.0941786
84.8971 130.561 90 6 24.451 18.0595 20.3615 23.8367 0.563162 21.3586 0.0944975 0.0829412 0.0947757
86.0523 129.532 90 7 30.9237 18.6943 28.0476 31.2325 0.637803 28.8963 0.0953869 0.0852873 0.0953828
86.8584 128.82 90 8 38.7542 19.1857 37.1393 39.7129 0.698639 37.5132 0.0961953 0.087022 0.0959982
87.4418 128.309 90 9 47.7956 19.5708 47.5132 49.2527 0.748764 47.189 0.0969534 0.088399 0.0966203
87.877 127.93 90 10 57.981 19.8769 59.0985 59.828 0.790704 57.9037 0.0976785 0.089552 0.0972477
88.2103 127.643 90 11 69.2699 20.1241 71.849 71.4164 0.826371 69.6366 0.0983813 0.0905568 0.0978794
88.4711 127.42 90 12 81.6176 20.3268 85.7256 83.9973 0.857228 82.3693 0.0990682 0.0914583 0.0985148
88.6791 127.245 90 13 94.9826 20.4955 100.699 97.5507 0.884341 96.0822 0.0997437 0.0922851 0.0991533
88.8477 127.105 90 14 109.333 20.6377 116.741 112.057 0.90853 110.757 0.100411 0.0930555 0.0997946
88.9864 126.992 90 15 124.642 20.7591 133.827 127.497 0.930403 126.374 0.101071 0.0937819 0.100438
89.1019 126.9 90 16 140.889 20.8641 151.934 143.852 0.950426 142.917 0.101726 0.0944728 0.101085
89.1991 126.824 90 17 158.048 20.9557 171.041 161.106 0.968964 160.368 0.102378 0.0951344 0.101733
89.2817 126.761 90 18 176.099 21.0365 191.126 179.24 0.986293 178.708 0.103026 0.095771 0.102383
89.3527 126.709 90 19 195.022 21.1084 212.169 198.236 1.00263 197.922 0.103671 0.0963858 0.103035
89.414 126.665 90 20 214.799 21.173 234.151 218.08 1.01815 217.992 0.104314 0.0969812 0.103689
