73.0536 177.226 90 1 34.7087 43.3811 182.342 4.58316 0.0443831 1.28334 0.0898707 0.00388159 0.0744505
69.1072 147.462 90 2 42.9413 35.9087 42.6673 11.1085 0.292642 5.5154 0.0899252 0.0379998 0.0941337
75.994 138.956 90 3 36.9049 37.8852 23.5006 18.4976 0.617971 12.5097 0.0925261 0.0638488 0.0953146
80.4527 134.609 90 4 38.5611 40.7288 24.6444 28.0491 0.940027 22.2145 0.0942849 0.0755161 0.0958918
83.1688 132.117 90 5 45.7566 43.1679 33.7097 40.0142 1.21995 34.5783 0.0955565 0.0815478 0.0964378
84.8971 130.561 90 6 57.16 45.0905 47.5756 54.4241 1.4495 49.5507 0.0965755 0.085232 0.0969991
86.0523 129.532 90 7 71.913 46.5751 65.0497 71.6757 1.6362 67.082 0.0974555 0.0877396 0.0975765
86.8584 128.82 90 8 89.7736 47.7236 85.7297 91.4418 1.78871 87.1235 0.0982536 0.0896168 0.0981664
87.4418 128.309 90 9 110.452 48.6237 109.35 113.645 1.91406 109.627 0.0990009 0.0911264 0.0987658
87.877 127.93 90 10 133.739 49.3397 135.738 138.238 2.01876 134.547 0.0997149 0.0924071 0.0993728
88.2103 127.643 90 11 159.547 49.9182 164.787 165.173 2.10773 161.836 0.100407 0.093537 0.0999858
88.4711 127.42 90 12 187.766 50.3923 196.41 194.404 2.18466 191.449 0.101082 0.0945631 0.100604
88.6791 127.245 90 13 218.309 50.7863 230.534 225.886 2.25227 223.342 0.101747 0.0955145 0.101226
88.8477 127.105 90 14 251.105 51.1182 267.096 259.576 2.31259 257.471 0.102403 0.0964104 0.101852
88.9864 126.992 90 15 286.095 51.4013 306.04 295.43 2.36717 293.795 0.103053 0.0972637 0.102482
89.1018 126.9 90 16 323.223 51.6455 347.312 333.407 2.41715 332.27 0.103698 0.098083 0.103115
89.1991 126.824 90 17 362.437 51.8583 390.862 373.465 2.46345 372.855 0.10434 0.0988748 0.103751
89.2817 126.761 90 18 403.69 52.0456 436.641 415.566 2.50676 415.511 0.104978 0.0996434 0.10439
89.3526 126.708 90 19 446.939 52.2119 484.605 459.669 2.54761 460.198 0.105615 0.100392 0.105031
89.414 126.665 90 20 492.137 52.3608 534.707 505.737 2.58644 506.876 0.106249 0.101124 0.105675
89.4673 126.628 90 21 539.244 52.4952 586.906 553.731 2.6236 555.508 0.106882 0.10184 0.106321
89.5141 126.598 90 22 588.222 52.6174 641.158 603.614 2.65936 606.056 0.107514 0.102542 0.10697
89.5553 126.573 90 23 639.03 52.7292 697.423 655.352 2.69395 658.483 0.108145 0.10323 0.107621
89.5918 126.552 90 24 691.634 52.8321 755.659 708.907 2.72757 712.753 0.108775 0.103907 0.108274
89.6243 126.535 90 25 745.998 52.9273 815.829 764.246 2.76036 768.831 0.109404 0.104572 0.108929
89.6533 126.521 90 26 802.084 53.0159 877.893 821.335 2.79245 826.681 0.110033 0.105226 0.109587
89.6794 126.511 90 27 859.859 53.0987 941.814 880.14 2.82395 886.27 0.110661 0.105869 0.110247
89.7028 126.502 90 28 919.29 53.1764 1007.55 940.629 2.85495 947.564 0.111289 0.106501 0.110909
89.7239 126.496 90 29 980.345 53.2495 1075.08 1002.77 2.88554 1010.53 0.111917 0.107124 0.111573
89.7431 126.492 90 30 1042.99 53.3187 1144.35 1066.53 2.91578 1075.14 0.112544 0.107736 0.11224
89.7604 126.489 90 31 1107.2 53.3844 1215.34 1131.88 2.94572 1141.35 0.113171 0.108338 0.112908
89.7762 126.489 90 32 1172.94 53.447 1288 1198.79 2.97543 1209.14 0.113797 0.10893 0.113579
89.7905 126.489 90 33 1240.18 53.5068 1362.31 1267.23 3.00493 1278.47 0.114424 0.109512 0.114251
89.8036 126.491 90 34 1308.89 53.564 1438.24 1337.17 3.03427 1349.33 0.11505 0.110084 0.114926
89.8155 126.494 90 35 1379.04 53.619 1515.74 1408.59 3.06349 1421.66 0.115676 0.110646 0.115602
89.8264 126.499 90 36 1450.62 53.672 1594.79 1481.45 3.09261 1495.46 0.116302 0.111198 0.116281
89.8363 126.504 90 37 1523.58 53.7231 1675.36 1555.73 3.12167 1570.68 0.116927 0.11174 0.116962
89.8453 126.51 90 38 1597.91 53.7728 1757.42 1631.39 3.15068 1647.31 0.117553 0.112272 0.117644
89.8535 126.518 90 39 1673.57 53.821 1840.93 1708.43 3.17967 1725.3 0.118178 0.112793 0.118329
89.861 126.526 90 40 1750.55 53.8677 1925.88 1786.8 3.20865 1804.65 0.118803 0.113304 0.119015
89.8678 126.535 90 41 1828.82 53.9132 2012.22 1866.49 3.23765 1885.31 0.119427 0.113804 0.119704
89.874 126.544 90 42 1908.35 53.9574 2099.93 1947.48 3.26668 1967.26 0.120052 0.114293 0.120394
89.8795 126.554 90 43 1989.12 54.0005 2188.98 2029.73 3.29575 2050.49 0.120676 0.114772 0.121087
89.8845 126.565 90 44 2071.11 54.0426 2279.35 2113.22 3.32489 2134.95 0.1213 0.11524 0.121781
89.889 126.577 90 45 2154.3 54.0838 2371 2197.93 3.3541 2220.64 0.121923 0.115696 0.122478
89.8929 126.589 90 46 2238.67 54.1241 2463.92 2283.84 3.3834 2307.51 0.122546 0.116141 0.123176
89.8964 126.602 90 47 2324.19 54.1635 2558.08 2370.93 3.41279 2395.56 0.123169 0.116575 0.123876
89.8994 126.615 90 48 2410.85 54.2022 2653.44 2459.18 3.44228 2484.75 0.123792 0.116997 0.124578
89.902 126.629 90 49 2498.61 54.2402 2749.99 2548.56 3.4719 2575.07 0.124414 0.117407 0.125282
89.9041 126.644 90 50 2587.48 54.2775 2847.7 2639.05 3.50163 2666.49 0.125035 0.117806 0.125988
89.9059 126.659 90 51 2677.42 54.3142 2946.55 2730.64 3.5315 2758.98 0.125656 0.118192 0.126696
89.9072 126.674 90 52 2768.42 54.3502 3046.51 2823.31 3.56152 2852.53 0.126277 0.118566 0.127406
89.9082 126.69 90 53 2860.46 54.3858 3147.56 2917.03 3.59168 2947.12 0.126897 0.118927 0.128118
89.9088 126.707 90 54 2953.52 54.4208 3249.67 3011.79 3.622 3042.72 0.127516 0.119275 0.128831
89.909 126.724 90 55 3047.59 54.4553 3352.83 3107.58 3.65249 3139.31 0.128135 0.119611 0.129547
89.9088 126.741 90 56 3142.65 54.4893 3457.01 3204.36 3.68314 3236.88 0.128753 0.119933 0.130264
89.9084 126.759 90 57 3238.69 54.5228 3562.19 3302.13 3.71398 3335.4 0.129371 0.120242 0.130983
89.9075 126.778 90 58 3335.69 54.556 3668.35 3400.88 3.745 3434.85 0.129988 0.120537 0.131704
89.9063 126.797 90 59 3433.63 54.5887 3775.47 3500.57 3.7762 3535.22 0.130604 0.120819 0.132427
89.9048 126.816 90 60 3532.51 54.621 3883.52 3601.21 3.80761 3636.48 0.131219 0.121086 0.133152
75.2424 181.589 100 1 36.625 40.3974 152.039 4.1926 0.0463234 0.931165 0.0901402 0.00331474 0.0730643
73.6734 151.672 100 2 40.975 32.3557 34.9265 9.13803 0.323854 3.97894 0.0908534 0.0304551 0.0958186
82.0624 142.321 100 3 32.4046 34.1561 17.3323 14.0345 0.755333 9.01597 0.0937589 0.0677764 0.0971964
87.4638 137.279 100 4 30.2656 37.2255 15.9293 20.4188 1.26285 16.005 0.0956965 0.0809217 0.0978066
