mHc	x_tt	x_tb	x_bb
760.0	0.0699287588198402	4.419353441273541e-09	1.8123955452499385e-05
765.0	0.0681847398761821	1.3305048606042205e-08	1.766432931906488e-05
770.0	0.066440720932524	2.2190743770810865e-08	1.7204703185630374e-05
775.0	0.06469670198886589	3.107643893557953e-08	1.6745077052195868e-05
780.0	0.06295268304520779	3.996213410034819e-08	1.6285450918761363e-05
785.0	0.06120866410154968	4.8847829265116856e-08	1.5825824785326857e-05
790.0	0.05946464515789158	5.773352442988551e-08	1.5366198651892348e-05
795.0	0.057720626214233475	6.661921959465418e-08	1.4906572518457844e-05
800.0	0.05597660727057537	7.550491475942284e-08	1.4446946385023339e-05
805.0	0.054678496873028316	7.481907403396913e-08	1.4110976098284401e-05
810.0	0.05338038647548127	7.413323330851542e-08	1.3775005811545462e-05
815.0	0.05208227607793421	7.344739258306171e-08	1.3439035524806524e-05
820.0	0.050784165680387156	7.276155185760801e-08	1.3103065238067586e-05
825.0	0.0494860552828401	7.207571113215429e-08	1.2767094951328648e-05
830.0	0.04818794488529305	7.138987040670058e-08	1.2431124664589709e-05
835.0	0.046889834487745995	7.070402968124688e-08	1.209515437785077e-05
840.0	0.045591724090198946	7.001818895579316e-08	1.1759184091111833e-05
845.0	0.04429361369265189	6.933234823033946e-08	1.1423213804372893e-05
850.0	0.042995503295104834	6.864650750488574e-08	1.1087243517633956e-05
855.0	0.04203063257538011	5.545592119147957e-08	1.0838094133106953e-05
860.0	0.041065761855655386	4.226533487807339e-08	1.0588944748579948e-05
865.0	0.04010089113593066	2.907474856466722e-08	1.0339795364052943e-05
870.0	0.03913602041620594	1.5884162251261045e-08	1.009064597952594e-05
875.0	0.03817114969648122	2.693575937854868e-09	9.841496594998937e-06
880.0	0.0372062789767565	-1.0497010375551302e-08	9.592347210471932e-06
885.0	0.036241408257031774	-2.3687596688957485e-08	9.343197825944928e-06
890.0	0.03527653753730705	-3.6878183002363655e-08	9.094048441417925e-06
895.0	0.034311666817582326	-5.0068769315769825e-08	8.844899056890922e-06
900.0	0.0333467960978576	-6.325935562917601e-08	8.595749672363917e-06
905.0	0.03261294649544188	-5.550289589858066e-08	8.404999259379663e-06
910.0	0.03187909689302615	-4.774643616798531e-08	8.214248846395407e-06
915.0	0.031145247290610426	-3.9989976437389955e-08	8.023498433411153e-06
920.0	0.0304113976881947	-3.2233516706794606e-08	7.8327480204269e-06
925.0	0.029677548085778972	-2.4477056976199257e-08	7.641997607442643e-06
930.0	0.028943698483363246	-1.6720597245603902e-08	7.4512471944583895e-06
935.0	0.02820984888094752	-8.964137515008553e-09	7.260496781474135e-06
940.0	0.027475999278531796	-1.207677784413204e-09	7.06974636848988e-06
945.0	0.02674214967611607	6.548781946182152e-09	6.878995955505626e-06
950.0	0.026008300073700343	1.4305241676777494e-08	6.688245542521371e-06
955.0	0.025451820051820326	1.2845804301556388e-08	6.544190167505896e-06
960.0	0.024895340029940313	1.1386366926335283e-08	6.400134792490421e-06
965.0	0.024338860008060296	9.926929551114176e-09	6.256079417474946e-06
970.0	0.02378237998618028	8.46749217589307e-09	6.112024042459471e-06
975.0	0.023225899964300266	7.008054800671965e-09	5.9679686674439954e-06
980.0	0.02266941994242025	5.5486174254508596e-09	5.8239132924285205e-06
985.0	0.022112939920540232	4.0891800502297525e-09	5.679857917413046e-06
990.0	0.021556459898660216	2.629742675008647e-09	5.535802542397571e-06
995.0	0.020999979876780202	1.1703052997875416e-09	5.391747167382096e-06
1000.0	0.020443499854900186	-2.891320754335639e-10	5.247691792366621e-06
1005.0	0.02006231999331832	3.0487037915886617e-09	5.1495375054450984e-06
1010.0	0.01968114013173645	6.386539658610887e-09	5.051383218523576e-06
1015.0	0.019299960270154584	9.724375525633113e-09	4.9532289316020535e-06
1020.0	0.01891878040857272	1.3062211392655339e-08	4.855074644680531e-06
1025.0	0.018537600546990853	1.6400047259677564e-08	4.756920357759009e-06
1030.0	0.018156420685408986	1.973788312669979e-08	4.658766070837486e-06
1035.0	0.01777524082382712	2.3075718993722018e-08	4.560611783915964e-06
1040.0	0.01739406096224525	2.641355486074424e-08	4.462457496994441e-06
1045.0	0.017012881100663384	2.9751390727766465e-08	4.364303210072919e-06
1050.0	0.016631701239081517	3.308922659478869e-08	4.266148923151396e-06
1055.0	0.016250521377499653	3.642706246181092e-08	4.167994636229874e-06
1060.0	0.015869341515917783	3.9764898328833145e-08	4.0698403493083515e-06
1065.0	0.015488161654335919	4.310273419585537e-08	3.971686062386828e-06
1070.0	0.015106981792754052	4.64405700628776e-08	3.873531775465306e-06
1075.0	0.014725801931172185	4.977840592989982e-08	3.7753774885437833e-06
1080.0	0.014344622069590317	5.3116241796922046e-08	3.677223201622261e-06
1085.0	0.01396344220800845	5.645407766394427e-08	3.5790689147007384e-06
1090.0	0.013582262346426585	5.979191353096649e-08	3.480914627779216e-06
1095.0	0.013201082484844718	6.312974939798873e-08	3.3827603408576934e-06
1100.0	0.01281990262326285	6.646758526501095e-08	3.284606053936171e-06
1105.0	0.01258996994862098	6.256993508959507e-08	3.2253863496352823e-06
1110.0	0.01236003727397911	5.8672284914179183e-08	3.1661666453343932e-06
1115.0	0.012130104599337237	5.4774634738763305e-08	3.1069469410335046e-06
1120.0	0.011900171924695366	5.087698456334742e-08	3.0477272367326155e-06
1125.0	0.011670239250053496	4.697933438793154e-08	2.988507532431727e-06
1130.0	0.011440306575411625	4.308168421251566e-08	2.9292878281308377e-06
1135.0	0.011210373900769755	3.918403403709978e-08	2.870068123829949e-06
1140.0	0.010980441226127884	3.528638386168389e-08	2.81084841952906e-06
1145.0	0.010750508551486012	3.1388733686268015e-08	2.7516287152281713e-06
1150.0	0.010520575876844141	2.7491083510852136e-08	2.6924090109272827e-06
1155.0	0.010290643202202271	2.359343333543625e-08	2.6331893066263936e-06
1160.0	0.0100607105275604	1.9695783160020373e-08	2.5739696023255045e-06
1165.0	0.00983077785291853	1.5798132984604488e-08	2.514749898024616e-06
1170.0	0.009600845178276658	1.190048280918861e-08	2.455530193723727e-06
1175.0	0.009370912503634787	8.002832633772724e-09	2.396310489422838e-06
1180.0	0.009140979828992916	4.105182458356839e-09	2.3370907851219494e-06
1185.0	0.008911047154351044	2.0753228294096067e-10	2.2778710808210603e-06
1190.0	0.008681114479709175	-3.6901178924749178e-09	2.2186513765201717e-06
1195.0	0.008451181805067303	-7.587768067890796e-09	2.159431672219283e-06
1200.0	0.008221249130425433	-1.1485418243306675e-08	2.100211967918394e-06
1205.0	0.008078250661377864	-1.0915708261641866e-08	2.063609159066042e-06
1210.0	0.007935252192330298	-1.0345998279977056e-08	2.0270063502136897e-06
1215.0	0.00779225372328273	-9.776288298312247e-09	1.9904035413613375e-06
1220.0	0.007649255254235162	-9.206578316647437e-09	1.9538007325089854e-06
1225.0	0.007506256785187595	-8.636868334982629e-09	1.9171979236566333e-06
1230.0	0.007363258316140027	-8.06715835331782e-09	1.880595114804281e-06
1235.0	0.007220259847092459	-7.497448371653012e-09	1.8439923059519289e-06
1240.0	0.007077261378044892	-6.9277383899882015e-09	1.8073894970995767e-06
1245.0	0.0069342629089973245	-6.358028408323392e-09	1.7707866882472246e-06
1250.0	0.006791264439949757	-5.788318426658583e-09	1.7341838793948725e-06
1255.0	0.006648265970902189	-5.218608444993774e-09	1.6975810705425204e-06
1260.0	0.006505267501854622	-4.648898463328965e-09	1.6609782616901682e-06
1265.0	0.006362269032807054	-4.0791884816641556e-09	1.624375452837816e-06
1270.0	0.006219270563759486	-3.509478499999347e-09	1.5877726439854638e-06
1275.0	0.0060762720947119195	-2.939768518334537e-09	1.5511698351331117e-06
1280.0	0.005933273625664351	-2.3700585366697283e-09	1.5145670262807596e-06
1285.0	0.005790275156616784	-1.8003485550049182e-09	1.4779642174284074e-06
1290.0	0.0056472766875692165	-1.2306385733401097e-09	1.4413614085760553e-06
1295.0	0.005504278218521648	-6.609285916753011e-10	1.4047585997237032e-06
1300.0	0.005361279749474081	-9.121861001049096e-11	1.368155790871351e-06
1305.0	0.005270694261118921	7.417086085475855e-11	1.3448768974986512e-06
1310.0	0.00518010877276376	2.3956033172000806e-10	1.3215980041259512e-06
1315.0	0.005089523284408599	4.0494980258525754e-10	1.2983191107532514e-06
1320.0	0.0049989377960534395	5.703392734505071e-10	1.2750402173805515e-06
1325.0	0.0049083523076982796	7.357287443157566e-10	1.2517613240078515e-06
1330.0	0.004817766819343119	9.01118215181006e-10	1.2284824306351517e-06
1335.0	0.004727181330987958	1.0665076860462557e-09	1.2052035372624518e-06
1340.0	0.004636595842632798	1.231897156911505e-09	1.181924643889752e-06
1345.0	0.004546010354277638	1.3972866277767547e-09	1.158645750517052e-06
1350.0	0.004455424865922477	1.5626760986420042e-09	1.1353668571443521e-06
1355.0	0.0043648393775673165	1.7280655695072536e-09	1.112087963771652e-06
1360.0	0.004274253889212157	1.893455040372503e-09	1.0888090703989522e-06
1365.0	0.004183668400856997	2.058844511237753e-09	1.0655301770262524e-06
1370.0	0.004093082912501836	2.2242339821030023e-09	1.0422512836535526e-06
1375.0	0.004002497424146675	2.3896234529682517e-09	1.0189723902808525e-06
1380.0	0.003911911935791515	2.555012923833501e-09	9.956934969081527e-07
1385.0	0.003821326447436355	2.7204023946987506e-09	9.724146035354527e-07
1390.0	0.0037307409590811944	2.8857918655640004e-09	9.491357101627528e-07
1395.0	0.003640155470726034	3.05118133642925e-09	9.25856816790053e-07
1400.0	0.0035495699823708737	3.2165708072944993e-09	9.02577923417353e-07
1405.0	0.0034913979727930256	2.9090695160752254e-09	8.876727753228379e-07
1410.0	0.0034332259632151776	2.6015682248559515e-09	8.727676272283228e-07
1415.0	0.003375053953637329	2.294066933636677e-09	8.578624791338077e-07
1420.0	0.003316881944059481	1.9865656424174036e-09	8.429573310392926e-07
1425.0	0.003258709934481633	1.6790643511981293e-09	8.280521829447775e-07
1430.0	0.003200537924903785	1.3715630599788554e-09	8.131470348502624e-07
1435.0	0.003142365915325937	1.0640617687595814e-09	7.982418867557473e-07
1440.0	0.0030841939057480883	7.565604775403075e-10	7.833367386612323e-07
1445.0	0.0030260218961702403	4.490591863210336e-10	7.684315905667171e-07
1450.0	0.0029678498865923922	1.4155789510175925e-10	7.535264424722021e-07
1455.0	0.002909677877014544	-1.6594339611751467e-10	7.386212943776869e-07
1460.0	0.002851505867436696	-4.734446873367886e-10	7.237161462831719e-07
1465.0	0.0027933338578588476	-7.809459785560629e-10	7.088109981886568e-07
1470.0	0.0027351618482809995	-1.0884472697753364e-09	6.939058500941417e-07
1475.0	0.0026769898387031515	-1.3959485609946108e-09	6.790007019996265e-07
1480.0	0.0026188178291253034	-1.7034498522138843e-09	6.640955539051114e-07
1485.0	0.0025606458195474554	-2.0109511434331586e-09	6.491904058105963e-07
1490.0	0.002502473809969607	-2.318452434652432e-09	6.342852577160812e-07
1495.0	0.002444301800391759	-2.6259537258717065e-09	6.193801096215661e-07
1500.0	0.0023861297908139107	-2.933455017090981e-09	6.04474961527051e-07
1505.0	0.0023480407902688773	-3.0727417986299627e-09	5.947744864688913e-07
1510.0	0.002309951789723844	-3.2120285801689446e-09	5.850740114107315e-07
1515.0	0.0022718627891788103	-3.351315361707927e-09	5.753735363525719e-07
1520.0	0.002233773788633777	-3.490602143246909e-09	5.656730612944122e-07
1525.0	0.0021956847880887434	-3.6298889247858907e-09	5.559725862362524e-07
1530.0	0.00215759578754371	-3.769175706324873e-09	5.462721111780928e-07
1535.0	0.0021195067869986765	-3.9084624878638546e-09	5.365716361199331e-07
1540.0	0.002081417786453643	-4.047749269402837e-09	5.268711610617734e-07
1545.0	0.0020433287859086095	-4.187036050941818e-09	5.171706860036136e-07
1550.0	0.002005239785363576	-4.326322832480801e-09	5.074702109454539e-07
1555.0	0.0019671507848185426	-4.465609614019783e-09	4.977697358872943e-07
1560.0	0.0019290617842735091	-4.6048963955587645e-09	4.880692608291345e-07
1565.0	0.0018909727837284757	-4.744183177097747e-09	4.783687857709748e-07
1570.0	0.0018528837831834422	-4.883469958636728e-09	4.686683107128151e-07
1575.0	0.0018147947826384087	-5.022756740175711e-09	4.5896783565465543e-07
1580.0	0.0017767057820933753	-5.162043521714693e-09	4.492673605964957e-07
1585.0	0.0017386167815483418	-5.3013303032536744e-09	4.3956688553833596e-07
1590.0	0.001700527781003308	-5.440617084792657e-09	4.298664104801763e-07
1595.0	0.0016624387804582746	-5.579903866331638e-09	4.201659354220166e-07
1600.0	0.0016243497799132412	-5.7191906478706206e-09	4.1046546036385686e-07
1605.0	0.0015987973005904062	-5.1400760212505465e-09	4.040315477141235e-07
1610.0	0.0015732448212675714	-4.560961394630472e-09	3.975976350643902e-07
1615.0	0.0015476923419447364	-3.981846768010399e-09	3.9116372241465685e-07
1620.0	0.0015221398626219015	-3.402732141390325e-09	3.8472980976492345e-07
1625.0	0.0014965873832990667	-2.823617514770251e-09	3.782958971151901e-07
1630.0	0.0014710349039762317	-2.244502888150177e-09	3.718619844654568e-07
1635.0	0.0014454824246533968	-1.6653882615301029e-09	3.6542807181572343e-07
1640.0	0.001419929945330562	-1.0862736349100296e-09	3.589941591659901e-07
1645.0	0.001394377466007727	-5.071590082899555e-10	3.5256024651625676e-07
1650.0	0.001368824986684892	7.195561833011855e-11	3.4612633386652336e-07
1655.0	0.0013432725073620573	6.510702449501926e-10	3.3969242121679e-07
1660.0	0.0013177200280392223	1.2301848715702667e-09	3.332585085670567e-07
1665.0	0.0012921675487163873	1.80929949819034e-09	3.2682459591732334e-07
1670.0	0.0012666150693935526	2.388414124810415e-09	3.2039068326759e-07
1675.0	0.0012410625900707176	2.967528751430488e-09	3.1395677061785667e-07
1680.0	0.0012155101107478826	3.5466433780505614e-09	3.075228579681233e-07
1685.0	0.0011899576314250478	4.125758004670636e-09	3.0108894531838993e-07
1690.0	0.0011644051521022129	4.7048726312907095e-09	2.946550326686566e-07
1695.0	0.0011388526727793779	5.283987257910784e-09	2.8822112001892325e-07
1700.0	0.0011133001934565431	5.863101884530858e-09	2.817872073691899e-07
1705.0	0.001096291134731105	5.59591500303142e-09	2.7748277002893656e-07
1710.0	0.001079282076005667	5.328728121531983e-09	2.731783326886832e-07
1715.0	0.001062273017280229	5.061541240032546e-09	2.688738953484299e-07
1720.0	0.001045263958554791	4.794354358533109e-09	2.6456945800817655e-07
1725.0	0.0010282548998293527	4.527167477033671e-09	2.602650206679232e-07
1730.0	0.0010112458411039146	4.259980595534234e-09	2.5596058332766985e-07
1735.0	0.0009942367823784766	3.992793714034797e-09	2.5165614598741655e-07
1740.0	0.0009772277236530385	3.7256068325353595e-09	2.473517086471632e-07
1745.0	0.0009602186649276005	3.4584199510359222e-09	2.4304727130690984e-07
1750.0	0.0009432096062021624	3.191233069536485e-09	2.387428339666565e-07
1755.0	0.0009262005474767244	2.9240461880370477e-09	2.3443839662640316e-07
1760.0	0.0009091914887512864	2.6568593065376104e-09	2.3013395928614983e-07
1765.0	0.0008921824300258483	2.389672425038173e-09	2.2582952194589648e-07
1770.0	0.0008751733713004102	2.122485543538736e-09	2.2152508460564312e-07
1775.0	0.0008581643125749721	1.8552986620392986e-09	2.1722064726538977e-07
1780.0	0.0008411552538495341	1.5881117805398614e-09	2.1291620992513644e-07
1785.0	0.0008241461951240959	1.320924899040424e-09	2.0861177258488311e-07
1790.0	0.0008071371363986579	1.0537380175409868e-09	2.0430733524462976e-07
1795.0	0.0007901280776732198	7.865511360415496e-10	2.000028979043764e-07
1800.0	0.0007731190189477818	5.193642545421123e-10	1.9569846056412308e-07
1805.0	0.0007615411718973443	5.579834023382501e-10	1.9274304912510943e-07
1810.0	0.0007499633248469068	5.966025501343879e-10	1.8978763768609577e-07
1815.0	0.0007383854777964693	6.352216979305258e-10	1.8683222624708212e-07
1820.0	0.0007268076307460318	6.738408457266635e-10	1.8387681480806847e-07
1825.0	0.0007152297836955944	7.124599935228013e-10	1.809214033690548e-07
1830.0	0.0007036519366451569	7.510791413189392e-10	1.7796599193004116e-07
1835.0	0.0006920740895947194	7.896982891150769e-10	1.750105804910275e-07
1840.0	0.0006804962425442819	8.283174369112148e-10	1.7205516905201385e-07
1845.0	0.0006689183954938444	8.669365847073526e-10	1.690997576130002e-07
1850.0	0.000657340548443407	9.055557325034904e-10	1.6614434617398654e-07
1855.0	0.0006457627013929694	9.441748802996283e-10	1.631889347349729e-07
1860.0	0.0006341848543425319	9.827940280957662e-10	1.6023352329595924e-07
1865.0	0.0006226070072920945	1.0214131758919038e-09	1.5727811185694558e-07
1870.0	0.000611029160241657	1.0600323236880415e-09	1.5432270041793193e-07
1875.0	0.0005994513131912195	1.0986514714841794e-09	1.5136728897891827e-07
1880.0	0.000587873466140782	1.1372706192803173e-09	1.4841187753990462e-07
1885.0	0.0005762956190903445	1.1758897670764552e-09	1.4545646610089097e-07
1890.0	0.000564717772039907	1.2145089148725929e-09	1.425010546618773e-07
1895.0	0.0005531399249894696	1.2531280626687306e-09	1.3954564322286366e-07
1900.0	0.0005415620779390321	1.2917472104648685e-09	1.3659023178385e-07
1905.0	0.000533572522693	1.2175643503092977e-09	1.3457557728785814e-07
1910.0	0.0005255829674469678	1.143381490153727e-09	1.3256092279186627e-07
1915.0	0.0005175934122009357	1.069198629998156e-09	1.305462682958744e-07
1920.0	0.0005096038569549037	9.950157698425854e-10	1.2853161379988254e-07
1925.0	0.0005016143017088716	9.208329096870147e-10	1.2651695930389068e-07
1930.0	0.0004936247464628395	8.466500495314439e-10	1.245023048078988e-07
1935.0	0.00048563519121680736	7.724671893758731e-10	1.2248765031190694e-07
1940.0	0.0004776456359707753	6.982843292203024e-10	1.2047299581591508e-07
1945.0	0.0004696560807247432	6.241014690647316e-10	1.1845834131992321e-07
1950.0	0.0004616665254787111	5.499186089091609e-10	1.1644368682393135e-07
1955.0	0.000453676970232679	4.757357487535901e-10	1.1442903232793948e-07
1960.0	0.0004456874149866469	4.015528885980193e-10	1.1241437783194762e-07
1965.0	0.00043769785974061477	3.273700284424485e-10	1.1039972333595575e-07
1970.0	0.0004297083044945827	2.5318716828687777e-10	1.0838506883996388e-07
1975.0	0.0004217187492485506	1.7900430813130705e-10	1.0637041434397202e-07
1980.0	0.0004137291940025185	1.0482144797573633e-10	1.0435575984798015e-07
1985.0	0.0004057396387564864	3.0638587820165606e-11	1.0234110535198829e-07
1990.0	0.0003977500835104543	-4.354427233540532e-11	1.0032645085599641e-07
1995.0	0.0003897605282644222	-1.1772713249097604e-10	9.831179636000454e-08
2000.0	0.0003817709730183901	-1.9190999264654676e-10	9.629714186401268e-08
