         1          0.00000000          1.02749485          0.77047524          0.00000000          1.02949786          0.75194263          0.00000000          0.62786636          2.24111987          0.00000000          0.24997040          0.00000000          0.00000000          0.24997040          0.00000000          0.00000000          0.24997040          0.00000000          0.00000000          1.17077415          0.44444444          0.00000000          1.17077415          0.44444444          0.00000000          1.17077415          0.44444444
         2          0.00000000          0.89813125          0.42521236          0.00000000          0.89752658          0.38069184          0.00000000          1.00878830          3.95811220          0.00000000          0.35257797          0.00000000          0.00000000          0.35257797          0.00000000          0.00000000          0.35257797          0.00000000          0.00000000          0.99729394          0.25000000          0.00000000          0.99729394          0.25000000          0.00000000          0.99729394          0.25000000
         3          0.00000000          0.86392241          0.31325613          0.00000000          0.86082965          0.23961959          0.00000000          1.39878775          6.15664056          0.00000000          0.44562214          0.00000000          0.00000000          0.44562214          0.00000000          0.00000000          0.44562214          0.00000000          0.00000000          0.93645240          0.16000000          0.00000000          0.93645240          0.16000000          0.00000000          0.93645240          0.16000000
         4          0.00000000          0.86145524          0.30289029          0.00000000          0.85592729          0.19541722          0.00000000          1.77987175          8.83135331          0.00000000          0.52411437          0.00000000          0.00000000          0.52411437          0.00000000          0.00000000          0.52411437          0.00000000          0.00000000          0.91400149          0.11111111          0.00000000          0.91400149          0.11111111          0.00000000          0.91400149          0.11111111
         5          0.00000000          0.87169219          0.34888055          0.00000000          0.86382478          0.20234271          0.00000000          2.14065117         11.97730484          0.00000000          0.58950340          0.00000000          0.00000000          0.58950340          0.00000000          0.00000000          0.58950340          0.00000000          0.00000000          0.90788619          0.08163265          0.00000000          0.90788619          0.08163265          0.00000000          0.90788619          0.08163265
         6          0.00000000          0.88690120          0.43224204          0.00000000          0.87683618          0.24123253          0.00000000          2.47427024         15.58969018          0.00000000          0.64396105          0.00000000          0.00000000          0.64396105          0.00000000          0.00000000          0.64396105          0.00000000          0.00000000          0.90919859          0.06250000          0.00000000          0.90919859          0.06250000          0.00000000          0.90919859          0.06250000
         7          0.00000000          0.90260016          0.54382552          0.00000000          0.89050773          0.30288173         17.93224945          2.77710084         19.66377885          0.32097658          0.68866263          0.00000000          0.32097658          0.68866263          0.00000000          0.32097658          0.68866263          0.00000000          0.14604284          0.91287789          0.04938272          0.14604284          0.91287789          0.04938272          0.14604284          0.91287789          0.04938272
         8          0.00000000          0.91918718          0.67874089          0.00000000          0.90523666          0.38239753         22.20633189          3.05241516         24.19489490          0.28284809          0.72691581          0.00000000          0.28284809          0.72691581          0.00000000          0.28284809          0.72691581          0.00000000          0.13057433          0.91907629          0.04000000          0.13057433          0.91907629          0.04000000          0.13057433          0.91907629          0.04000000
         9          0.00000000          0.93474750          0.83414940          0.00000000          0.91911770          0.47696373         26.96290860          3.29878940         29.17840972          0.25065400          0.75915647          0.00000000          0.25065400          0.75915647          0.00000000          0.25065400          0.75915647          0.00000000          0.11715275          0.92557689          0.03305785          0.11715275          0.92557689          0.03305785          0.11715275          0.92557689          0.03305785
        10          0.00000000          0.94905377          1.00828464          0.00000000          0.93191304          0.58484942         32.19498794          3.51874403         34.60973915          0.22332183          0.78651297          0.00000000          0.22332183          0.78651297          0.00000000          0.22332183          0.78651297          0.00000000          0.10549696          0.93195650          0.02777778          0.10549696          0.93195650          0.02777778          0.10549696          0.93195650          0.02777778
