 # generated with HiggsSignals version 2.2.1beta on 18.10.2018 at 14:01
 # settings: LHC13, effC, peak, gaussian
 #
 # column abbreviations
 #   n          : line id of input
 #   Mh(i)      : Neutral Higgs boson masses in GeV
 #   Mhplus(i)  : Charged Higgs boson masses in GeV
 #   csq(mu)    : Chi^2 from the signal strengths observables
 #   csq(mh)    : Chi^2 from the Higgs mass observables
 #   csq(tot)   : total Chi^2
 #   nobs(mu)   : number of signal strength observables
 #   nobs(mh)   : number of Higgs mass observables
 #   nobs(tot)  : total number of observables
#   Pvalue     : Probability, given csq(tot) and ndf=nobs(tot)-  0
 #   additional : optional additional data stored in <prefix>additional.dat (e.g. tan beta)
 #
 #cols:  n           Mh(1)           Mh(2)           Mh(3)       Mhplus(1)         csq(mu)         csq(mh)         csq(tot) nobs(mu) nobs(mh) nobs(tot)    Pvalue   additional(1)   additional(2)
 #
             1     65.2369         153.384         90.0000         118.524         661.332         0.00000         661.332        56     1   102     0.00000         90.0000         1.50000    
             2     68.1097         145.553         90.0000         119.186         661.332         0.00000         661.332        56     1   102     0.00000         90.0000         2.00000    
             3     71.9634         140.531         90.0000         119.500         647.019         0.00000         647.019        56     1   102     0.00000         90.0000         2.50000    
             4     75.2717         137.036         90.0000         119.680         643.114         0.00000         643.114        56     1   102     0.00000         90.0000         3.00000    
             5     77.8831         134.497         90.0000         119.798         640.683         0.00000         640.683        56     1   102     0.00000         90.0000         3.50000    
             6     79.9142         132.598         90.0000         119.885         639.396         0.00000         639.396        56     1   102     0.00000         90.0000         4.00000    
             7     81.5019         131.156         90.0000         119.954         638.919         0.00000         638.919        56     1   102     0.00000         90.0000         4.50000    
             8     82.7566         130.026         90.0000         120.015         625.313         0.00000         625.313        56     1   102     0.00000         90.0000         5.00000    
             9     83.7606         129.128         90.0000         120.070         626.096         0.00000         626.096        56     1   102     0.00000         90.0000         5.50000    
            10     84.5742         128.404         90.0000         120.122         627.009         0.00000         627.009        56     1   102     0.00000         90.0000         6.00000    
            11     85.2413         127.813         90.0000         120.173         617.569         0.00000         617.569        56     1   102     0.00000         90.0000         6.50000    
            12     85.7943         127.325         90.0000         120.224         618.507         0.00000         618.507        56     1   102     0.00000         90.0000         7.00000    
            13     86.2573         126.918         90.0000         120.276         612.406        0.823195         613.230        56     1   102     0.00000         90.0000         7.50000    
            14     86.6486         126.574         90.0000         120.329         612.645        0.542954         613.188        56     1   102     0.00000         90.0000         8.00000    
            15     86.9821         126.283         90.0000         120.383         612.872        0.350515         613.222        56     1   102     0.00000         90.0000         8.50000    
            16     87.2685         126.033         90.0000         120.439         613.087        0.219092         613.306        56     1   102     0.00000         90.0000         9.00000    
