         1          0.00067148          0.00016103          0.00008568          0.00004101          0.01633314          0.00000332          0.78467064          0.41356612          0.12890708          0.00000000          0.00000000          0.00000000          0.00077914          0.00018512          0.00016310          0.20694071          0.05333500          0.04692159          0.00000000          0.13245111          0.00000000          0.00000000          0.01606371          0.00000000          0.00000000          0.00122196          0.00000001          0.00000567          0.00108213          0.00000008          0.00666975          0.04007214          0.00007202
         2          0.00057000          0.00008691          0.00009891          0.00004367          0.00809871          0.00000362          0.78223216          0.21888448          0.14796239          0.00000000          0.00000000          0.00000000          0.00075670          0.00010221          0.00018947          0.21140957          0.02944302          0.05450498          0.00000000          0.06665488          0.00000000          0.00000000          0.00810597          0.00000000          0.00000000          0.00060768          0.00000001          0.00000241          0.00054377          0.00000009          0.00477314          0.01979151          0.00008255
         3          0.00055108          0.00005351          0.00011449          0.00004852          0.00458630          0.00000395          0.77418020          0.13222151          0.17031134          0.00000000          0.00000000          0.00000000          0.00077941          0.00006432          0.00022071          0.22019269          0.01852521          0.06348981          0.00000000          0.03830646          0.00000000          0.00000000          0.00467114          0.00000000          0.00000000          0.00034520          0.00000001          0.00000179          0.00031198          0.00000010          0.00403282          0.01116280          0.00009497
         4          0.00054310          0.00003764          0.00013290          0.00005361          0.00297087          0.00000432          0.76724062          0.09130672          0.19658709          0.00000000          0.00000000          0.00000000          0.00080147          0.00004621          0.00025782          0.22752828          0.01330755          0.07416141          0.00000000          0.02518014          0.00000000          0.00000000          0.00307882          0.00000000          0.00000000          0.00022434          0.00000001          0.00000152          0.00020470          0.00000011          0.00361738          0.00720109          0.00010964
         5          0.00052857          0.00003944          0.00023152          0.00005899          0.00288024          0.00000713          0.75397184          0.09403370          0.34057555          0.00000000          0.00000000          0.00000000          0.00084498          0.00004932          0.00045221          0.24145561          0.01420175          0.13007534          0.00000000          0.02297078          0.00000000          0.00000000          0.00277402          0.00000000          0.00000000          0.00020090          0.00000002          0.00000110          0.00019928          0.00000018          0.00291880          0.00686341          0.00018918
         6          0.00052456          0.00007482          0.00036224          0.00006485          0.00502548          0.00001055          0.74630852          0.17512823          0.52991202          0.00000000          0.00000000          0.00000000          0.00087095          0.00009540          0.00071223          0.24930509          0.02746769          0.20485799          0.00000000          0.03876439          0.00000000          0.00000000          0.00464899          0.00000000          0.00000000          0.00033354          0.00000003          0.00000094          0.00035032          0.00000027          0.00270396          0.01182066          0.00029382
         7          0.00052302          0.00029327          0.00045704          0.00007141          0.01805346          0.00001260          0.74043707          0.67371138          0.66488356          0.00000000          0.00000000          0.00000000          0.00089100          0.00038154          0.00090446          0.25524845          0.10984103          0.26014114          0.00000000          0.13670391          0.00000000          0.00000000          0.01633025          0.00000000          0.00000000          0.00115884          0.00000003          0.00000084          0.00127007          0.00000033          0.00260778          0.04199841          0.00036853
         8          0.00052242          0.00030269          0.00046471          0.00007877          0.01702744          0.00001212          0.73528604          0.68225078          0.67229128          0.00000000          0.00000000          0.00000000          0.00090862          0.00040185          0.00092556          0.26042481          0.11567300          0.26619812          0.00000000          0.12743134          0.00000000          0.00000000          0.01518316          0.00000000          0.00000000          0.00106497          0.00000003          0.00000076          0.00120979          0.00000033          0.00255950          0.03920051          0.00037283
         9          0.00052233          0.00031199          0.00047451          0.00008705          0.01599477          0.00001172          0.73052383          0.68984772          0.68268295          0.00000000          0.00000000          0.00000000          0.00092492          0.00042268          0.00095114          0.26518448          0.12165353          0.27354441          0.00000000          0.11881280          0.00000000          0.00000000          0.01413162          0.00000000          0.00000000          0.00097934          0.00000003          0.00000070          0.00114826          0.00000033          0.00253933          0.03644633          0.00037905
        10          0.00052258          0.00032122          0.00048058          0.00009640          0.01496693          0.00001124          0.72599457          0.69664195          0.68759909          0.00000000          0.00000000          0.00000000          0.00094041          0.00044407          0.00096944          0.26969088          0.12779369          0.27879585          0.00000002          0.11069512          0.00000000          0.00000001          0.01315125          0.00000000          0.00000000          0.00090021          0.00000003          0.00000067          0.00108606          0.00000032          0.00253907          0.03375204          0.00038245
